person_image_id,person_id,image_file_name,thumb_file_name,har_number,image_credit,is_primary,create_user_id,create_date,last_modified_user_id,last_modified_date,caption
642,2523,80424.Tripa 34.jpg,80424.Tripa 34_thumb.jpg,80424,,1,2,2010-11-05 10:25:36,NULL,NULL,NULL
643,4276,80425.Tripa 35.jpg,80425.Tripa 35_thumb.jpg,80425,,1,2,2010-11-05 10:37:11,NULL,NULL,NULL
644,5899,795 stupa.jpg,795 stupa_thumb.jpg,795,,1,2,2010-11-08 15:10:12,NULL,NULL,NULL
645,3225,795 stupa.jpg,795 stupa_thumb.jpg,795,,1,2,2010-11-08 15:18:12,NULL,NULL,NULL
647,2952,80427.Tripa 37.jpg,80427.Tripa 37_thumb.jpg,80427,,1,2,2010-11-08 15:50:56,NULL,NULL,NULL
648,2814,80426.Tripa 36.jpg,80426.Tripa 36_thumb.jpg,80426,,1,2,2010-11-08 15:53:14,NULL,NULL,NULL
650,5902,953 stupa.jpg,953 stupa_thumb.jpg,953,,1,2,2010-11-10 16:56:02,NULL,NULL,NULL
651,2816,795 stupa.jpg,795 stupa_thumb.jpg,795,,1,2,2010-11-22 16:06:20,NULL,NULL,NULL
652,8097,80417.Tripa 27.jpg,80417.Tripa 27_thumb.jpg,80417,,1,2,2010-11-22 16:14:30,NULL,NULL,NULL
653,8107,80428.Tripa 38.jpg,80428.Tripa 38_thumb.jpg,80428,,1,2,2010-11-23 10:10:03,NULL,NULL,NULL
654,6466,80429.Tripa 39.jpg,80429.Tripa 39_thumb.jpg,80429,,1,2,2010-11-23 10:22:40,NULL,NULL,NULL
655,2442,795 stupa.jpg,795 stupa_thumb.jpg,795,,1,2,2010-12-03 15:21:57,NULL,NULL,NULL
656,5729,953 stupa.jpg,953 stupa_thumb.jpg,953,,1,2,2010-12-03 15:41:03,NULL,NULL,NULL
657,6586,953 stupa.jpg,953 stupa_thumb.jpg,953,,1,2,2010-12-03 15:51:27,NULL,NULL,NULL
658,1728,953 stupa.jpg,953 stupa_thumb.jpg,953,,1,2,2010-12-03 16:11:54,NULL,NULL,NULL
659,6587,795 stupa.jpg,795 stupa_thumb.jpg,795,,1,2,2010-12-03 16:18:03,NULL,NULL,NULL
660,8108,80430.Tripa 40.jpg,80430.Tripa 40_thumb.jpg,80430,,1,2,2010-12-03 16:28:18,NULL,NULL,NULL
661,10083,Sera Khandro statue.jpeg,Sera Khandro statue_thumb.jpeg,,"Private, photography by Antonio Terrone",1,2,2010-12-08 12:11:22,2,2010-12-08 12:12:46,NULL
662,6648,80431.Tripa 41.jpg,80431.Tripa 41_thumb.jpg,80431,,1,2,2010-12-08 12:35:44,NULL,NULL,NULL
663,2327,80432.Tripa 42.jpg,80432.Tripa 42_thumb.jpg,80432,,1,2,2010-12-08 12:48:42,NULL,NULL,NULL
664,8109,80433.Tripa 43.jpg,80433.Tripa 43_thumb.jpg,80433,,1,2,2010-12-08 16:20:11,NULL,NULL,NULL
665,2872,80434.Tripa 44.jpg,80434.Tripa 44_thumb.jpg,80434,,1,2,2010-12-08 16:35:22,NULL,NULL,NULL
666,5706,80435.Tripa 45.jpg,80435.Tripa 45_thumb.jpg,80435,,1,2,2010-12-08 16:52:07,NULL,NULL,NULL
667,6100,795 stupa.jpg,795 stupa_thumb.jpg,795,,1,2,2010-12-14 16:46:22,NULL,NULL,NULL
668,5796,80436.Tripa 46.jpg,80436.Tripa 46_thumb.jpg,80436,,1,2,2010-12-16 14:33:20,NULL,NULL,NULL
669,4487,80437.Tripa 47.jpg,80437.Tripa 47_thumb.jpg,80437,,1,2,2010-12-16 15:40:26,NULL,NULL,NULL
673,4490,80443.Tripa 51.jpg,80443.Tripa 51_thumb.jpg,80443,,1,2,2010-12-17 16:32:52,NULL,NULL,NULL
674,3173,80442.Tripa 50.jpg,80442.Tripa 50_thumb.jpg,80442,,1,2,2010-12-17 16:36:04,NULL,NULL,NULL
675,4489,80441.Tripa 49jpg.jpg,80441.Tripa 49jpg_thumb.jpg,80441,,1,2,2010-12-17 16:38:40,NULL,NULL,NULL
676,4488,80440.Tripa 48.jpg,80440.Tripa 48_thumb.jpg,80440,,1,2,2010-12-17 16:40:10,NULL,NULL,NULL
677,6536,795 stupa.jpg,795 stupa_thumb.jpg,795,,1,2,2010-12-23 15:41:17,NULL,NULL,NULL
679,3104,demo 04.jpg,demo 04_thumb.jpg,578,,1,2,2010-12-29 12:39:53,NULL,NULL,NULL
680,3171,80444.Tripa 52.jpg,80444.Tripa 52_thumb.jpg,80444,,1,2,2011-01-03 15:12:47,NULL,NULL,NULL
681,4492,80445.Tripa 53.jpg,80445.Tripa 53_thumb.jpg,80445,,1,2,2011-01-03 17:13:16,NULL,NULL,NULL
682,6526,80446.Tripa 54.jpg,80446.Tripa 54_thumb.jpg,80446,,1,2,2011-01-04 10:48:20,NULL,NULL,NULL
683,4493,80447.Tripa 55.jpg,80447.Tripa 55_thumb.jpg,80447,,1,2,2011-01-04 14:33:36,NULL,NULL,NULL
684,4494,80448.Tripa 56.jpg,80448.Tripa 56_thumb.jpg,80448,,1,2,2011-01-04 16:14:00,NULL,NULL,NULL
685,4495,80449.Tripa 57.jpg,80449.Tripa 57_thumb.jpg,80449,,1,2,2011-01-04 16:52:28,NULL,NULL,NULL
686,4496,80450.Tripa 58.jpg,80450.Tripa 58_thumb.jpg,80450,,1,2,2011-01-04 17:19:50,NULL,NULL,NULL
687,4497,80451.Tripa 59.jpg,80451.Tripa 59_thumb.jpg,80451,,1,2,2011-01-06 11:49:23,NULL,NULL,NULL
688,4498,80452.Tripa 60.jpg,80452.Tripa 60_thumb.jpg,80452,,1,2,2011-01-06 14:11:50,NULL,NULL,NULL
689,5652,80453.Tripa 61.jpg,80453.Tripa 61_thumb.jpg,80453,,1,2,2011-01-06 14:59:52,NULL,NULL,NULL
690,4499,80454.Tripa 62.jpg,80454.Tripa 62_thumb.jpg,80454,,1,2,2011-01-06 15:12:53,NULL,NULL,NULL
691,4500,80455.Tripa 63.jpg,80455.Tripa 63_thumb.jpg,80455,,1,2,2011-01-06 15:29:12,NULL,NULL,NULL
692,7937,795 stupa.jpg,795 stupa_thumb.jpg,795,,1,2,2011-01-06 15:46:31,NULL,NULL,NULL
693,5360,953 stupa.jpg,953 stupa_thumb.jpg,953,,1,2,2011-01-06 16:22:59,NULL,NULL,NULL
694,13115,Dru Gyelwa Yungdrung.jpg,Dru Gyelwa Yungdrung_thumb.jpg,,Jean-Luc Achard,1,2,2011-01-10 10:53:46,NULL,NULL,NULL
695,9523,795 stupa.jpg,795 stupa_thumb.jpg,795,,1,2,2011-01-12 11:58:48,NULL,NULL,NULL
696,2238,953 stupa.jpg,953 stupa_thumb.jpg,953,,1,2,2011-01-12 12:16:30,NULL,NULL,NULL
698,2237,795 stupa.jpg,795 stupa_thumb.jpg,795,,1,2,2011-01-12 12:37:26,NULL,NULL,NULL
699,2235,795 stupa.jpg,795 stupa_thumb.jpg,795,,1,2,2011-01-12 12:50:01,NULL,NULL,NULL
700,4501,80456.Tripa 64.jpg,80456.Tripa 64_thumb.jpg,80456,,1,2,2011-01-14 10:50:40,NULL,NULL,NULL
701,5901,80457.Tripa 65.jpg,80457.Tripa 65_thumb.jpg,80457,,1,2,2011-01-14 11:08:59,NULL,NULL,NULL
702,5415,80458.Tripa 66.jpg,80458.Tripa 66_thumb.jpg,80458,,1,2,2011-01-14 12:05:03,NULL,NULL,NULL
703,5381,80459.Tripa 67.jpg,80459.Tripa 67_thumb.jpg,80459,,1,2,2011-01-14 12:38:24,NULL,NULL,NULL
704,5932,80460.Tripa 68.jpg,80460.Tripa 68_thumb.jpg,80460,,1,2,2011-01-19 14:40:06,NULL,NULL,NULL
705,5371,80461.Tripa 69.jpg,80461.Tripa 69_thumb.jpg,80461,,1,2,2011-01-19 15:07:16,NULL,NULL,NULL
706,5317,80462.Tripa 70.jpg,80462.Tripa 70_thumb.jpg,80462,,1,2,2011-01-19 15:39:04,NULL,NULL,NULL
710,3008,Tukwan 03.jpg,Tukwan 03_thumb.jpg,,,1,2,2011-01-25 15:25:01,NULL,NULL,NULL
716,9058,80470.Tripa 77.jpg,80470.Tripa 77_thumb.jpg,80470,,1,2,2011-02-03 14:27:09,NULL,NULL,NULL
717,9057,80471.Tripa 78.jpg,80471.Tripa 78_thumb.jpg,80471,,1,2,2011-02-03 14:36:44,NULL,NULL,NULL
718,9055,80472.Tripa 79.jpg,80472.Tripa 79_thumb.jpg,80472,,1,2,2011-02-03 14:44:01,NULL,NULL,NULL
719,4469,80362.Dalai 09.jpg,80362.Dalai 09_thumb.jpg,80362,,1,2,2011-02-03 15:30:03,NULL,NULL,NULL
720,6738,795 stupa.jpg,795 stupa_thumb.jpg,795,,1,2,2011-02-03 16:33:16,NULL,NULL,NULL
721,10497,401 Lowo Khenchen.jpg,401 Lowo Khenchen_thumb.jpg,401,,1,2,2011-02-08 14:56:12,NULL,NULL,NULL
722,6281,401 Namka Sanggye .jpg,401 Namka Sanggye _thumb.jpg,401,,1,2,2011-02-10 13:18:14,NULL,NULL,NULL
723,4221,401 Sherab Jungne .jpg,401 Sherab Jungne _thumb.jpg,401,,1,2,2011-02-10 13:19:10,NULL,NULL,NULL
725,4291,Click on the image to zoom in.jpeg,Click on the image to zoom in_thumb.jpeg,57082,,0,2,2011-02-10 16:40:31,NULL,NULL,NULL
726,4291,57082.jpg,57082_thumb.jpg,57082,,1,2,2011-02-10 16:45:53,NULL,NULL,NULL
727,7114,57037 Drapa Ngonshe.jpg,57037 Drapa Ngonshe_thumb.jpg,57037,,1,2,2011-02-14 11:01:18,NULL,NULL,NULL
735,5485,80464.Tripa 72.jpg,80464.Tripa 72_thumb.jpg,80464,,1,2,2011-02-15 14:56:37,NULL,NULL,NULL
736,2819,80463.Tripa 71.jpg,80463.Tripa 71_thumb.jpg,80463,,1,2,2011-02-15 15:02:19,NULL,NULL,NULL
737,6979,80465.Tripa 73.jpg,80465.Tripa 73_thumb.jpg,80465,,1,2,2011-02-15 15:16:08,NULL,NULL,NULL
738,7182,80466.Tripa 74.jpg,80466.Tripa 74_thumb.jpg,80466,,1,2,2011-02-15 16:40:27,NULL,NULL,NULL
739,11131,80467.Tripa 75.jpg,80467.Tripa 75_thumb.jpg,80467,,1,2,2011-02-15 16:41:58,NULL,NULL,NULL
741,9059,80469.Tripa 77.jpg,80469.Tripa 77_thumb.jpg,80469,,1,2,2011-02-15 17:00:14,NULL,NULL,NULL
742,4206,80473.Tripa 81.jpg,80473.Tripa 81_thumb.jpg,80473,,1,2,2011-02-15 17:03:06,NULL,NULL,NULL
743,4277,80474.Tripa 82.jpg,80474.Tripa 82_thumb.jpg,80474,,1,2,2011-02-15 17:08:12,NULL,NULL,NULL
744,6978,80479.Tripa 87.jpg,80479.Tripa 87_thumb.jpg,80479,,1,2,2011-02-16 16:52:35,NULL,NULL,NULL
746,6498,80468.Tripa 76.jpg,80468.Tripa 76_thumb.jpg,80468,,1,2,2011-02-16 16:57:17,NULL,NULL,NULL
747,4282,80478.Tripa 86.jpg,80478.Tripa 86_thumb.jpg,80478,,1,2,2011-02-16 16:59:24,342,2021-11-02 20:34:57,
748,4280,80477.Tripa 85.jpg,80477.Tripa 85_thumb.jpg,80477,,1,2,2011-02-16 17:00:42,NULL,NULL,NULL
749,4279,80476.Tripa 84.jpg,80476.Tripa 84_thumb.jpg,80476,,1,2,2011-02-16 17:01:55,NULL,NULL,NULL
750,4278,80475.Tripa 83.jpg,80475.Tripa 83_thumb.jpg,80475,,1,2,2011-02-16 17:03:13,NULL,NULL,NULL
751,13116,Bon stupa 200005.jpg,Bon stupa 200005_thumb.jpg,200005,,1,2,2011-02-17 17:27:03,NULL,NULL,NULL
752,13117,Bon stupa 200005.jpg,Bon stupa 200005_thumb.jpg,200005,,1,2,2011-02-17 17:30:27,NULL,NULL,NULL
753,13118,Bon stupa 200005.jpg,Bon stupa 200005_thumb.jpg,200005,,1,2,2011-02-17 17:35:25,NULL,NULL,NULL
755,13119,Bon stupa 200005.jpg,Bon stupa 200005_thumb.jpg,200005,,1,2,2011-02-22 13:18:23,NULL,NULL,NULL
758,10442,953 stupa.jpg,953 stupa_thumb.jpg,953,,1,2,2011-02-28 15:08:09,NULL,NULL,NULL
760,13123,953 stupa.jpg,953 stupa_thumb.jpg,953,,1,2,2011-02-28 15:59:43,NULL,NULL,NULL
761,13124,953 stupa.jpg,953 stupa_thumb.jpg,953,,1,2,2011-02-28 16:13:44,NULL,NULL,NULL
762,13125,953 stupa.jpg,953 stupa_thumb.jpg,953,,1,2,2011-02-28 16:19:20,NULL,NULL,NULL
764,13127,953 stupa.jpg,953 stupa_thumb.jpg,953,,1,2,2011-02-28 16:49:54,NULL,NULL,NULL
766,13129,200005 Bon stupa.jpg,200005 Bon stupa_thumb.jpg,200005,,1,2,2011-03-02 17:11:09,NULL,NULL,NULL
767,2589,Dampa Deshek.jpg,Dampa Deshek_thumb.jpg,,Deities and Divinities of Tibet,1,2,2011-03-03 14:08:25,NULL,NULL,NULL
769,2456,80480.Tripa 88.jpg,80480.Tripa 88_thumb.jpg,80480,,1,2,2011-03-11 11:33:44,NULL,NULL,NULL
770,9056,80481. Tripa 89.jpg,80481. Tripa 89_thumb.jpg,80481,,1,2,2011-03-11 12:11:42,NULL,NULL,NULL
771,2510,57037 Padampa Sanggye.jpg,57037 Padampa Sanggye_thumb.jpg,57037,,0,2,2011-03-11 16:31:14,233,2015-03-18 15:16:40,NULL
772,2510,53050551.Padampa Sanggye.jpg,53050551.Padampa Sanggye_thumb.jpg,53050551,Shechen,0,2,2011-03-11 16:34:15,2,2011-03-11 17:01:28,NULL
773,13131,200005 Bon stupa.jpg,200005 Bon stupa_thumb.jpg,200005,,1,2,2011-03-11 16:56:11,NULL,NULL,NULL
774,2232,795 stupa.jpg,795 stupa_thumb.jpg,795,,1,2,2011-03-15 14:23:13,NULL,NULL,NULL
775,10301,65864 Pema Ledrel Tsel.jpg,65864 Pema Ledrel Tsel_thumb.jpg,65864,,0,2,2011-03-16 16:38:13,NULL,NULL,NULL
777,2781,Jampa Bum.jpg,Jampa Bum_thumb.jpg,,Jann Ronnis,1,2,2011-03-18 13:32:13,NULL,NULL,NULL
778,10573,Dorje Gyeltsen 2.jpeg,Dorje Gyeltsen 2_thumb.jpeg,,Jann Ronnis,1,2,2011-03-18 13:43:30,NULL,NULL,NULL
779,2589,Dampa Deshek 2.jpeg,Dampa Deshek 2_thumb.jpeg,,Jann Ronis,0,2,2011-03-18 13:51:47,342,2022-02-07 15:09:57,
780,2589,Dampa Deshek.jpeg,Dampa Deshek_thumb.jpeg,,Jann Ronis,0,2,2011-03-18 13:52:30,342,2022-02-07 15:09:50,
781,2780,795 stupa.jpg,795 stupa_thumb.jpg,795,,1,2,2011-03-18 14:13:15,NULL,NULL,NULL
782,7870,80482. Tripa 90.jpg,80482. Tripa 90_thumb.jpg,80482,,1,2,2011-03-18 15:28:55,NULL,NULL,NULL
783,9049,80483. Tripa 91.jpg,80483. Tripa 91_thumb.jpg,80483,,1,2,2011-03-18 15:37:38,NULL,NULL,NULL
784,9050,80484. Tripa 92.jpg,80484. Tripa 92_thumb.jpg,80484,,1,2,2011-03-18 15:45:47,NULL,NULL,NULL
785,9051,80485. Tripa 93.jpg,80485. Tripa 93_thumb.jpg,80485,,1,2,2011-03-18 16:01:51,NULL,NULL,NULL
786,9053,80486. Tripa 94.jpg,80486. Tripa 94_thumb.jpg,80486,,1,2,2011-03-18 16:09:26,NULL,NULL,NULL
787,7743,80487. Tripa 95.jpg,80487. Tripa 95_thumb.jpg,80487,,1,2,2011-03-18 16:17:55,NULL,NULL,NULL
788,4642,20061004124335799.jpg,20061004124335799_thumb.jpg,,Database of Modern Chinese Buddhism,0,2,2011-04-08 10:46:13,NULL,NULL,NULL
790,4642,Sherab_Gyatso.jpg,Sherab_Gyatso_thumb.jpg,,Database of Modern Chinese Buddhism,1,2,2011-04-08 12:32:26,NULL,NULL,NULL
791,4642,4348_001.jpg,4348_001_thumb.jpg,,"Tuttle 2005, p. 201",0,2,2011-04-08 15:53:12,NULL,NULL,NULL
792,2787,photo.jpg,photo_thumb.jpg,,Tsering Namgyal,1,2,2011-04-11 10:54:27,NULL,NULL,NULL
793,13132,200005 Bon stupa.jpg,200005 Bon stupa_thumb.jpg,200005,,1,2,2011-04-11 11:29:29,NULL,NULL,NULL
794,1871,795 stupa.jpg,795 stupa_thumb.jpg,795,,1,2,2011-04-11 14:39:23,NULL,NULL,NULL
795,7152,795 stupa.jpg,795 stupa_thumb.jpg,795,,1,2,2011-04-13 15:05:06,NULL,NULL,NULL
796,10654,795 stupa.jpg,795 stupa_thumb.jpg,795,,1,2,2011-04-13 15:12:49,NULL,NULL,NULL
797,10656,795 stupa.jpg,795 stupa_thumb.jpg,795,,1,2,2011-04-13 15:18:00,NULL,NULL,NULL
798,10649,795 stupa.jpg,795 stupa_thumb.jpg,795,,1,2,2011-04-13 15:26:18,NULL,NULL,NULL
799,10659,795 stupa.jpg,795 stupa_thumb.jpg,795,,1,2,2011-04-13 15:35:11,NULL,NULL,NULL
800,10658,795 stupa.jpg,795 stupa_thumb.jpg,795,,1,2,2011-04-13 15:45:56,NULL,NULL,NULL
801,10572,795 stupa.jpg,795 stupa_thumb.jpg,795,,1,2,2011-04-13 15:51:32,NULL,NULL,NULL
804,3889,jikme damcho gyatso.jpg,jikme damcho gyatso_thumb.jpg,,Sonam Dorji,1,2,2011-04-14 10:44:11,NULL,NULL,NULL
805,7918,953 stupa.jpg,953 stupa_thumb.jpg,953,,1,2,2011-04-14 13:54:40,NULL,NULL,NULL
806,7676,Dragon's Gift 4th Je Damcho Pekar_sm.jpg,Dragon's Gift 4th Je Damcho Pekar_sm_thumb.jpg,,"Dragon's Gift, p. , Shuzo Uemoto, photographer",1,2,2011-04-14 14:12:13,2,2011-04-14 14:26:22,NULL
807,8355,Jigme Norbu_sm.jpg,Jigme Norbu_sm_thumb.jpg,,Ariana Maki,1,2,2011-04-14 14:24:03,NULL,NULL,NULL
815,8343,Je Sherab Gyaltsen by Shuzo Uemoto.jpg,Je Sherab Gyaltsen by Shuzo Uemoto_thumb.jpg,,"Dragon's Gift, p. , Shuzo Uemoto, photographer",1,2,2011-04-14 16:45:28,NULL,NULL,NULL
816,2949,samten gyatso 1.jpg,samten gyatso 1_thumb.jpg,,Tsering Namgyal,1,2,2011-04-19 11:06:37,NULL,NULL,NULL
817,2949,samten gyatso 2.jpg,samten gyatso 2_thumb.jpg,,Tsering Namgyal,0,2,2011-04-19 11:06:51,NULL,NULL,NULL
818,4372,Dawa Gyaltsen.jpg,Dawa Gyaltsen_thumb.jpg,,Ariana Maki,1,2,2011-04-19 13:37:34,NULL,NULL,NULL
819,13126,Kunzang Thinley Namgyal.jpg,Kunzang Thinley Namgyal_thumb.jpg,,Ariana Maki,1,2,2011-04-19 13:39:29,NULL,NULL,NULL
820,7644,Legpai Dondrup.jpg,Legpai Dondrup_thumb.jpg,,Ariana Maki,1,2,2011-04-19 13:41:41,NULL,NULL,NULL
821,4379,Pema Thinley.jpg,Pema Thinley_thumb.jpg,,Ariana Maki,1,2,2011-04-19 13:43:23,2,2011-04-19 13:43:34,NULL
822,2788,Jikme Trinle Gyatso.jpg,Jikme Trinle Gyatso_thumb.jpg,,Sonam Dorji,1,2,2011-04-22 10:45:15,NULL,NULL,NULL
823,4665,795 stupa.jpg,795 stupa_thumb.jpg,795,,1,2,2011-04-22 10:59:05,NULL,NULL,NULL
824,7736,953 stupa.jpg,953 stupa_thumb.jpg,953,,1,2,2011-04-25 16:22:27,NULL,NULL,NULL
825,10571,953 stupa.jpg,953 stupa_thumb.jpg,953,,1,2,2011-04-25 16:28:31,NULL,NULL,NULL
826,13134,953 stupa.jpg,953 stupa_thumb.jpg,953,,1,2,2011-04-25 16:31:35,NULL,NULL,NULL
827,4028,953 stupa.jpg,953 stupa_thumb.jpg,953,,1,2,2011-04-25 16:40:38,NULL,NULL,NULL
828,2776,674 Karma Pakshi.jpg,674 Karma Pakshi_thumb.jpg,674,,1,2,2011-04-26 16:56:22,NULL,NULL,NULL
831,5426,953 stupa.jpg,953 stupa_thumb.jpg,953,,1,2,2011-04-28 11:27:02,NULL,NULL,NULL
832,3000,Peling.jpg,Peling_thumb.jpg,,Ariana Maki,1,2,2011-04-28 11:59:46,NULL,NULL,NULL
834,2180,79186.panchen 02.jpg,79186.panchen 02_thumb.jpg,,79186,0,2,2011-05-04 10:20:56,NULL,NULL,NULL
836,2180,80384.panchen 02.jpg,80384.panchen 02_thumb.jpg,80384,,0,2,2011-05-04 10:25:38,NULL,NULL,NULL
837,9839,80383.panchen 01.jpg,80383.panchen 01_thumb.jpg,80383,,0,2,2011-05-04 10:33:02,NULL,NULL,NULL
838,6548,795 stupa.jpg,795 stupa_thumb.jpg,795,,1,2,2011-05-04 11:00:05,NULL,NULL,NULL
840,2180,1057 Panchen 02.jpg,1057 Panchen 02_thumb.jpg,1057,,0,2,2011-05-04 12:32:29,NULL,NULL,NULL
841,13135,200005 Bon stupa.jpg,200005 Bon stupa_thumb.jpg,200005,,1,2,2011-05-05 12:13:14,NULL,NULL,NULL
842,8782,File:Shakyashri.jpeg,File:Shakyashri_thumb.jpeg,,,1,2,2011-05-05 13:27:59,NULL,NULL,NULL
843,5941,874 Ngakgi Wangchuk.jpg,874 Ngakgi Wangchuk_thumb.jpg,874,,1,2,2011-05-17 13:26:09,NULL,NULL,NULL
844,3977,795 stupa.jpg,795 stupa_thumb.jpg,795,,1,2,2011-05-18 14:07:29,NULL,NULL,NULL
846,5436,795 stupa.jpg,795 stupa_thumb.jpg,795,,1,2,2011-05-19 11:41:02,NULL,NULL,NULL
847,7815,9th Je.jpg,9th Je_thumb.jpg,,Jagar Dorji,1,2,2011-05-23 11:52:35,NULL,NULL,NULL
848,7601,953 stupa.jpg,953 stupa_thumb.jpg,953,,1,2,2011-05-23 16:14:20,NULL,NULL,NULL
851,10482,Lam Pema Tshewang.jpg,Lam Pema Tshewang_thumb.jpg,,Jagar Dorji,0,2,2011-05-23 16:52:06,2,2012-08-16 15:53:39,NULL
852,10311,795 stupa.jpg,795 stupa_thumb.jpg,795,,1,2,2011-05-23 17:06:38,NULL,NULL,NULL
853,4727,795 stupa.jpg,795 stupa_thumb.jpg,795,,1,2,2011-05-25 12:17:50,NULL,NULL,NULL
858,2916,63 Sachen Kunga Nyingpo.jpg,63 Sachen Kunga Nyingpo_thumb.jpg,63,,0,2,2011-06-03 12:17:10,NULL,NULL,NULL
859,2919,63 Sonam Tsemo.jpg,63 Sonam Tsemo_thumb.jpg,63,,0,2,2011-06-03 12:21:29,NULL,NULL,NULL
860,13139,795 stupa.jpg,795 stupa_thumb.jpg,795,,1,2,2011-06-09 9:50:17,NULL,NULL,NULL
861,4309,TR.jpg,TR_thumb.jpg,,,1,2,2011-06-09 12:03:13,NULL,NULL,NULL
862,4309,Trijang-Rinpoche.jpg,Trijang-Rinpoche_thumb.jpg,,,0,2,2011-06-09 12:03:41,NULL,NULL,NULL
864,2926,795 stupa.jpg,795 stupa_thumb.jpg,795,,1,2,2011-06-14 12:20:44,NULL,NULL,NULL
865,5410,795 stupa.jpg,795 stupa_thumb.jpg,795,,1,2,2011-06-14 12:32:59,NULL,NULL,NULL
866,4524,795 stupa.jpg,795 stupa_thumb.jpg,795,,1,2,2011-06-14 12:44:31,NULL,NULL,NULL
867,6634,795 stupa.jpg,795 stupa_thumb.jpg,795,,1,2,2011-06-14 13:19:19,NULL,NULL,NULL
868,5490,795 stupa.jpg,795 stupa_thumb.jpg,795,,1,2,2011-06-14 13:30:50,NULL,NULL,NULL
870,13140,200005 Bon stupa.jpg,200005 Bon stupa_thumb.jpg,200005,,1,2,2011-06-17 9:56:46,NULL,NULL,NULL
871,8571,79794.jpg,79794_thumb.jpg,79794,,1,2,2011-06-17 12:43:40,NULL,NULL,NULL
872,9923,795 stupa.jpg,795 stupa_thumb.jpg,795,,1,2,2011-06-21 12:14:51,NULL,NULL,NULL
873,8177,Jamyang Dorje.jpg,Jamyang Dorje_thumb.jpg,,,1,2,2011-06-22 10:13:58,NULL,NULL,NULL
874,8177,with Khenpo Sonam Tobgyel.jpeg,with Khenpo Sonam Tobgyel_thumb.jpeg,,,0,2,2011-06-22 10:18:35,NULL,NULL,NULL
875,8177,with Damcho.jpeg,with Damcho_thumb.jpeg,,,0,2,2011-06-22 10:18:59,NULL,NULL,NULL
876,7719,953 stupa.jpg,953 stupa_thumb.jpg,953,,1,2,2011-06-22 10:35:04,NULL,NULL,NULL
879,8580,953 stupa.jpg,953 stupa_thumb.jpg,953,,1,2,2011-06-22 11:13:46,NULL,NULL,NULL
880,9201,407 rangjung dorje.jpg,407 rangjung dorje_thumb.jpg,407,,1,2,2011-06-29 16:47:37,NULL,NULL,NULL
881,9201,508 rangjung dorje.jpg,508 rangjung dorje_thumb.jpg,508,,0,2,2011-06-29 16:47:51,NULL,NULL,NULL
884,7053,412 Ngakchang Ngawang Kunga Rinchen .jpg,412 Ngakchang Ngawang Kunga Rinchen _thumb.jpg,412,,0,2,2011-06-30 15:47:09,NULL,NULL,NULL
886,2683,89141 karmapa 01.jpg,89141 karmapa 01_thumb.jpg,89141,,0,2,2011-07-05 15:32:47,NULL,NULL,NULL
887,13066,89141.jpg,89141_thumb.jpg,89141,,1,2,2011-07-05 16:27:58,NULL,NULL,NULL
888,2510,89141 Padampa Sanggye.jpg,89141 Padampa Sanggye_thumb.jpg,89141,,0,2,2011-07-05 16:36:41,NULL,NULL,NULL
889,2539,89141 pagmodrupa.jpg,89141 pagmodrupa_thumb.jpg,89141,,1,2,2011-07-05 16:42:58,2,2011-07-05 16:44:33,NULL
890,2539,254 Pagmodrupa.jpg,254 Pagmodrupa_thumb.jpg,254,,0,2,2011-07-05 16:47:45,NULL,NULL,NULL
891,2539,65461 pagmodrupa.jpg,65461 pagmodrupa_thumb.jpg,65461,,0,2,2011-07-05 16:53:51,NULL,NULL,NULL
892,4368,89141 taklungtangpa.jpg,89141 taklungtangpa_thumb.jpg,89141,,0,2,2011-07-05 17:03:22,NULL,NULL,NULL
894,5717,89141 atisha.jpg,89141 atisha_thumb.jpg,89141,,0,2,2011-07-05 17:56:22,NULL,NULL,NULL
895,10892,89141 padmakaravajra.jpg,89141 padmakaravajra_thumb.jpg,89141,,1,2,2011-07-06 14:49:58,NULL,NULL,NULL
896,6214,89141 vajrasan.jpg,89141 vajrasan_thumb.jpg,89141,,1,2,2011-07-06 16:22:34,NULL,NULL,NULL
897,2776,68871.jpg,68871_thumb.jpg,68871,Michael and Beata McCormack,0,2,2011-07-06 16:32:10,NULL,NULL,NULL
899,2899,65205 Jikten Gonpo.jpg,65205 Jikten Gonpo_thumb.jpg,65205,,0,2,2011-07-06 16:40:02,NULL,NULL,NULL
901,4368,89957 Taklungtangpa.jpg,89957 Taklungtangpa_thumb.jpg,89977,Michael and Beata McCormack,0,9,2011-07-20 18:55:49,NULL,NULL,NULL
902,2539,89957 Pagmodrupa.jpg,89957 Pagmodrupa_thumb.jpg,89957,Michael and Beata McCormack,0,9,2011-07-20 19:10:10,NULL,NULL,NULL
903,3178,89957 Mila.jpg,89957 Mila_thumb.jpg,89957,Michael and Beata McCormack,0,9,2011-07-20 19:15:56,NULL,NULL,NULL
904,3168,89957 gampopa.jpg,89957 gampopa_thumb.jpg,89957,Michael and Beata McCormack,0,9,2011-07-20 20:41:00,NULL,NULL,NULL
905,10199,80536.rinchen zangpo.jpg,80536.rinchen zangpo_thumb.jpg,80536,,1,9,2011-07-22 18:55:12,NULL,NULL,NULL
906,2810,80531.shakyashri.jpg,80531.shakyashri_thumb.jpg,80531,,1,9,2011-07-22 19:02:48,NULL,NULL,NULL
