community_id,community_name,image_credit,image_date_taken,image_license,image_source_url,image_path
1537,Nagi Gonpa,NULL,NULL,NULL,NULL,/uploads/communities/7b159-image.png
1539,Hiraṇyavarṇa Mahāvihāra,Suraj Belbase,2016-09-25,CC BY-SA 4.0,https://upload.wikimedia.org/wikipedia/commons/6/6b/Hiranaya_varna_Mahavihar%2C_Patan%2C_Lalitpur.jpg,/uploads/communities/3c792-HiranayavarnaMahavihar.jpg
1542,Benchen,Benchen Monastery,NULL,NULL,https://www.benchen.org/,/uploads/communities/c462a-benchen-kathmandu.gif
1543,Central Tibetan Administration,Bernard Gagnon,2018-05-17,CC BY-SA 4.0,https://commons.wikimedia.org/w/index.php?title=File:Parliament_of_the_Central_Tibetan_Administration_01.jpg&oldid=507033292,/uploads/communities/bef92-CTA-parliament.jpg
1548,Tashi Choling,Marlene Eschbamer,NULL,NULL,NULL,/uploads/communities/01ac7-TashiCholingDharamshala.jpg
1549,Kagyu Gonsar,"Collection of Bruno Beger, Schaefer Expedition, Namgyel Institute of Tibetology, Gangtok. In Erschbamer 2014, p. 121. ",NULL,NULL,NULL,/uploads/communities/aac76-Kagyu-Gonsar.png
1552,Chungtang,Marlene Erschbamer,2167-05-31,NULL,NULL,/uploads/communities/a615b-Chungtang_Erschbamer2010.JPG
1561,Drumpa Manor House,"André Alexander, Lhasa House",1996-01-01,NULL,NULL,/uploads/communities/7bd1d-Drumpa-House.jpg
1572,"Sakya Monastery, Seattle",NULL,NULL,NULL,NULL,/uploads/communities/f0b55-Sakya-Monastery.jpeg
1573,Tharlam,Christopher J. Fynn,2015-10-27,CC BY-SA 4.0,"https://commons.wikimedia.org/wiki/File:Tharlam_Monastery,_Bodhanath.jpg",/uploads/communities/c0a41-Tharlam_Boudha.jpg
1575,Rizong,Neema Tashi,NULL,NULL,NULL,/uploads/communities/7b647-rizong.jpg
1585,Sera (India),"Sera Me, India",2006-12-06,CC BY 2.0,NULL,/uploads/communities/1b462-SeraMeIndia.jpg
1586,Tashi Lhunpo (India),Prof tpms,NULL,CC BY-SA 4,https://commons.wikimedia.org/w/index.php?curid=52295360,/uploads/communities/8a6e7-Bylakuppe._Tashi_Lhunpo_Monastery.jpg
1587,Stakna,Vinod Krishna,2013-01-26,CC BY-SA 3.0,https://commons.wikimedia.org/wiki/File:Stakna_Monastery.JPG,/uploads/communities/66134-Stakna_Monastery.jpg
1588,Bardan,Tenzin Nyandak,NULL,NULL,NULL,/uploads/communities/d647f-bardan.jpg
1591,Jamchen Lhakhang,"Christopher J. Fynn, Wikimedia Commons",2018-03-30,NULL,NULL,"/uploads/communities/82a6d-Jamchen_Lhakhang,_Boudha.jpg"
1593,Lo Gekar,Gerd Eichmann,2015-10-05,NULL,NULL,/uploads/communities/c17a1-Lo-Gekar.jpeg
1594,Dharma Swami Buddha Vihara,NULL,NULL,NULL,NULL,/uploads/communities/09b05-Dharma-Swami-Maharaja-Buddha-Vihar.jpg
1595,Tsarang,Jmhullot,2014-10-25,creative commons attribution 3.0,https://commons.wikimedia.org/wiki/File:Tsarang_Monastery.jpg,/uploads/communities/4995f-Tsarang_Monastery.jpg
1608,Kandze Shedrub Norbu Ling,Irina Garri,2167-03-31,NULL,https://journals.openedition.org/emscat/4631,/uploads/communities/adad2-Kandze.jpeg
1609,Lingyin Temple,NULL,NULL,NULL,NULL,/uploads/communities/8a7e6-lingyin-temple.jpg
1613,Lerab Ling,NULL,NULL,NULL,NULL,/uploads/communities/70f3f-lerab-ling.jpg
1641,Rigdzin Ling,NULL,NULL,NULL,NULL,/uploads/communities/4d8f3-Screenshot-2023-09-21-at-11.54.06-AM.png
1652,Powo Tramo,NULL,NULL,NULL,NULL,/uploads/communities/d0f82-image.png
1653,Chobar,Julia Stenzel,NULL,NULL,NULL,/uploads/communities/f20f6-Chobar.jpg
1657,Palyul Retreat Center,NULL,NULL,NULL,NULL,/uploads/communities/3c24c-Palyul-Retreat-Center.jpeg
1658,Dagpo Shedrubling Monastery,NULL,NULL,NULL,NULL,/uploads/communities/5a157-dagpo-shedrupling.jpg
1661,Takten Puntsok Choling,NULL,NULL,NULL,NULL,/uploads/communities/b8275-takten-puntsok-choling-shimla.jpg
1662,Lingshed,Quentin Devers,NULL,CC-BY-NC-SA-4.0,https://api.nakala.fr/embed/10.34847/nkl.ff8f9dx9/dd8d4a2474bed1e0e41388c0752da96b436e59e3,/uploads/communities/59f52-lingshed.JPG
1664,Nyingma Institute,NULL,NULL,NULL,NULL,/uploads/communities/06619-Nyingma-Institute.jpeg
1665,Yeshe Nyingpo,NULL,NULL,NULL,NULL,/uploads/communities/ad789-Yeshe-Nyingpo.png
1666,Garchen Buddhist Institute,NULL,NULL,NULL,NULL,/uploads/communities/70214-ariel-of-GBI-w-37-circle-e1683758612329.jpg
1667,Orgyen Chö Dzong,https://www.dudjomtersar.org/about-us,NULL,NULL,NULL,/uploads/communities/4f623-Orgyen-Cho-Dzong.jpeg
1670,Vajrapani Institute,vajrapani.org,NULL,NULL,NULL,/uploads/communities/e4b6f-Vajrapani-Institute.jpeg
1678,Tekchen Choling Tsuklagkhang,Evan Osherow,2003-07-21,CC BY 2.0,https://upload.wikimedia.org/wikipedia/commons/6/69/Chenrezig1.jpg,/uploads/communities/9cb61-Chenrezig-Thekchen-Choeling.jpg
1679,Dashchoilin Khiid,Avirmed Batsaikhan,NULL,CC BY-SA 4.0,https://upload.wikimedia.org/wikipedia/commons/2/29/%D0%94%D0%B0%D1%88%D1%87%D0%BE%D0%B9%D0%BB%D0%B8%D0%BD_%D1%85%D0%B8%D0%B9%D0%B4.png,/uploads/communities/ac9a6-dashchoilin.png
1681,Geden Sheddup Choikorling,Buzava,NULL,Public Domain,https://upload.wikimedia.org/wikipedia/commons/6/67/Geden_Sheddup_Choikorling.jpg,/uploads/communities/49fb3-GedenSheddupChoikorling.jpg
1686,Thangu Monastery,"Debjyoti Paul, Google",2006-04-15,NULL,NULL,/uploads/communities/0e669-Thangu.png
1689,Tashi Gomang Stupa,NULL,NULL,NULL,NULL,/uploads/communities/27e8e-Tashi-Gomang-Stupa.jpg
1690,Tibet House,NULL,NULL,NULL,NULL,/uploads/communities/c4b17-thus-logo.png
1691,Deer Park Buddhist Center,NULL,NULL,NULL,NULL,/uploads/communities/3266c-deer-park-temple.jpg
1692,Rinak,Marlene Erschbamer,2007-09-30,NULL,NULL,/uploads/communities/5d191-Rinak.jpeg
1695,Kagyu Tsekchok Ling,Marlene Erschbamer,2167-09-30,NULL,NULL,/uploads/communities/5a7b5-Kagyu-Tsechokling.jpeg
1696,Papyuk,Marlene Erschbamer,2167-05-31,NULL,NULL,/uploads/communities/dcb99-Papyuk_2010_M.Erschbamer.jpg
1697,Zhakdra Lhatse,NULL,NULL,NULL,NULL,/uploads/communities/dc275-image.png
1700,Tibetan Mongolian Buddhist Cultural Center,NULL,NULL,NULL,NULL,/uploads/communities/1d130-tmbcc.jpg
1701,Dilyak,NULL,NULL,NULL,NULL,/uploads/communities/4b10d-image.png
1702,Tsade,NULL,NULL,NULL,NULL,/uploads/communities/4ac45-image.png
1704,Ke Mingyur Dorje Drak,NULL,NULL,NULL,NULL,/uploads/communities/d3591-image.png
1706,Geri,NULL,NULL,NULL,NULL,/uploads/communities/65103-image.png
1717,Tso Pema Orgyen Heruka Nyingmapa Gompa,NULL,NULL,NULL,NULL,/uploads/communities/1b8e3-image.png
