teacher_id,tbrc_teacher_id,teacher_default_name,teacher_default_name-_lang-encoding,teacher_has_bio,student_id,student_bdrc_id,student_default_name,student_default_name-_lang-encoding,student_has_bio
11385,P865,Rangjung Rigpai Dorje,en,YES,13747,,Chime Dorje,en,YES
11385,P865,Rangjung Rigpai Dorje,en,YES,13820,,Kunzang Dechen,en,YES
11385,P865,Rangjung Rigpai Dorje,en,YES,13821,P3CN27002,Gergan Konchok Sonam,en,YES
11385,P865,Rangjung Rigpai Dorje,en,YES,13842,,Drubgyud Tulku,en,YES
11385,P865,Rangjung Rigpai Dorje,en,YES,2165,P10585,grags pa bstan pa yar 'phel,bo-x-ewts,NO
11385,P865,Rangjung Rigpai Dorje,en,YES,12653,P9822,ngag dbang chos grags,bo-x-ewts,NO
11428,P8689,Yilhung Sonam Namgyel,en,YES,13811,,Lama Gyurdrak,en,YES
11437,P8697,Jampel Namdrol Chokyi Gyeltsen,en,YES,4168,P2464,Jamyang Konchok Zangpo,en,YES
12171,P9371,Lobzang Dorje,en,YES,8918,P6335,thub bstan gar dbang nyin byed,bo-x-ewts,NO
12171,P9371,Lobzang Dorje,en,YES,8925,P6341,blo bzang bsam gtan,bo-x-ewts,NO
12171,P9371,Lobzang Dorje,en,YES,8927,P6343,blo bzang tshul khrims,bo-x-ewts,NO
12171,P9371,Lobzang Dorje,en,YES,8928,P6344,bstan 'dzin bzang po,bo-x-ewts,NO
12171,P9371,Lobzang Dorje,en,YES,8930,P6346,tsandra 'gyur med,bo-x-ewts,NO
12171,P9371,Lobzang Dorje,en,YES,8958,P6373,rig 'dzin bsod nams,bo-x-ewts,NO
12171,P9371,Lobzang Dorje,en,YES,9467,P6848,pad+ma gtum po,bo-x-ewts,NO
12171,P9371,Lobzang Dorje,en,YES,10987,P8282,thabs mkhas rgya mtsho,bo-x-ewts,NO
12171,P9371,Lobzang Dorje,en,YES,10988,P8283,blo gros tshul khrims,bo-x-ewts,NO
12171,P9371,Lobzang Dorje,en,YES,10991,P8286,thub bstan bshad sgrub rgya   mtsho,bo-x-ewts,NO
12171,P9371,Lobzang Dorje,en,YES,10992,P8287,gyur med rgya mtsho,bo-x-ewts,NO
12171,P9371,Lobzang Dorje,en,YES,10993,P8288,jigs med rnam grol,bo-x-ewts,NO
12171,P9371,Lobzang Dorje,en,YES,10994,P8289,tshul khrims rgya mtsho,bo-x-ewts,NO
12171,P9371,Lobzang Dorje,en,YES,10996,P8290,thub bstan 'jigs med bzang po,bo-x-ewts,NO
12171,P9371,Lobzang Dorje,en,YES,10997,P8291,ngag dbang rgya mtsho,bo-x-ewts,NO
12171,P9371,Lobzang Dorje,en,YES,10998,P8292,od ldan bzang po,bo-x-ewts,NO
12171,P9371,Lobzang Dorje,en,YES,11095,P8382,"bstan pa'i dbang phyug, khang   sar",bo-x-ewts,NO
12180,P938,Karma Rangjung Kunkhyab,en,YES,11252,P853,Mipam Chokyi Lodro,en,NO
12180,P938,Karma Rangjung Kunkhyab,en,YES,11274,P855,Pema Donyo Nyinje,en,NO
12180,P938,Karma Rangjung Kunkhyab,en,YES,10355,P7679,Kunga Tenpai Nyima,en,YES
12180,P938,Karma Rangjung Kunkhyab,en,YES,11437,P8697,Jampel Namdrol Chokyi Gyeltsen,en,YES
12180,P938,Karma Rangjung Kunkhyab,en,YES,2150,P10571,blo gros chos kyi seng+ge,bo-x-ewts,NO
12180,P938,Karma Rangjung Kunkhyab,en,YES,2165,P10585,grags pa bstan pa yar 'phel,bo-x-ewts,NO
12180,P938,Karma Rangjung Kunkhyab,en,YES,3790,P212,thub bstan 'jam dpal ye shes   bstan pa'i rgyal mtshan,bo-x-ewts,NO
12180,P938,Karma Rangjung Kunkhyab,en,YES,8147,P5608,rgyal mtshan,bo-x-ewts,NO
12180,P938,Karma Rangjung Kunkhyab,en,YES,8726,P6141,karma nges don chos kyi blo   gros,bo-x-ewts,NO
12180,P938,Karma Rangjung Kunkhyab,en,YES,8798,P622,bsod nams bzang po,bo-x-ewts,NO
12180,P938,Karma Rangjung Kunkhyab,en,YES,13658,P1PD108511,bskal bzang thub bstan snyan grags,bo-x-ewts,NO
12264,P946,Chogyel Mipam Trinle Rabten,en,YES,13838,,Jangchub Nyima,en,YES
12403,P959,Tsultrim Nyima,en,YES,2939,P1636,blo bzang tshul khrims chos   'phel,bo-x-ewts,NO
12479,P966,Tubten Lekshe Gyatso,en,YES,13576,P1649,Tenzin Gyatso,en,NO
12479,P966,Tubten Lekshe Gyatso,en,YES,13632,P1KG4922,"Smith, E. Gene",en,NO
12479,P966,Tubten Lekshe Gyatso,en,YES,13745,,Kunzang Tendron,en,YES
12479,P966,Tubten Lekshe Gyatso,en,YES,8641,P6063,ngag dbang kun dga' theg chen   dpal 'bar,bo-x-ewts,NO
12500,P968,Dezhung Chopel Jamyang Kunga Namgyel,en,YES,10355,P7679,Kunga Tenpai Nyima,en,YES
12553,P973,Dampa Rinpoche Ngawang Lodro Zhenpen Nyingpo,en,YES,13801,,Lama Ngaklo,en,NO
12553,P973,Dampa Rinpoche Ngawang Lodro Zhenpen Nyingpo,en,YES,4820,P2DB5980,Druk Khenpo Ngawang Yonten Gyatso,en,YES
12553,P973,Dampa Rinpoche Ngawang Lodro Zhenpen Nyingpo,en,YES,10355,P7679,Kunga Tenpai Nyima,en,YES
12553,P973,Dampa Rinpoche Ngawang Lodro Zhenpen Nyingpo,en,YES,12479,P966,Tubten Lekshe Gyatso,en,YES
12553,P973,Dampa Rinpoche Ngawang Lodro Zhenpen Nyingpo,en,YES,12613,P9786,Ngawang Lodro Rinchen,en,YES
12553,P973,Dampa Rinpoche Ngawang Lodro Zhenpen Nyingpo,en,YES,13248,P1KG4182,Ngawang Khedrub Gyatso,en,YES
12553,P973,Dampa Rinpoche Ngawang Lodro Zhenpen Nyingpo,en,YES,13654,P8LS76435,Jamyang Khyentse Chokyi Wangchuk,en,YES
12553,P973,Dampa Rinpoche Ngawang Lodro Zhenpen Nyingpo,en,YES,8641,P6063,ngag dbang kun dga' theg chen   dpal 'bar,bo-x-ewts,NO
12553,P973,Dampa Rinpoche Ngawang Lodro Zhenpen Nyingpo,en,YES,13250,P8LS13103,jam dbyangs thub bstan lung rtogs rgyal mtshan,bo-x-ewts,NO
12553,P973,Dampa Rinpoche Ngawang Lodro Zhenpen Nyingpo,en,YES,13251,P1KG4183,ngag dbang mkhyen brtse thub bstan snying po,bo-x-ewts,NO
12553,P973,Dampa Rinpoche Ngawang Lodro Zhenpen Nyingpo,en,YES,13252,P8LS13104,jam dbyangs kun dga' bstan pa'i rgyal mtshan,bo-x-ewts,NO
12613,P9786,Ngawang Lodro Rinchen,en,YES,4310,P2597,Jampa Kunga Tenzin,en,YES
12613,P9786,Ngawang Lodro Rinchen,en,YES,12479,P966,Tubten Lekshe Gyatso,en,YES
12613,P9786,Ngawang Lodro Rinchen,en,YES,13745,,Kunzang Tendron,en,YES
12613,P9786,Ngawang Lodro Rinchen,en,YES,13803,,Nun of the Cemeteries,en,YES
12741,P9905,Nyiga Kunga Nyima,en,YES,4820,P2DB5980,Druk Khenpo Ngawang Yonten Gyatso,en,YES
12741,P9905,Nyiga Kunga Nyima,en,YES,10355,P7679,Kunga Tenpai Nyima,en,YES
12741,P9905,Nyiga Kunga Nyima,en,YES,12553,P973,Dampa Rinpoche Ngawang Lodro Zhenpen Nyingpo,en,YES
12741,P9905,Nyiga Kunga Nyima,en,YES,13677,P8LS76440,Ngawang Nyima,en,YES
12741,P9905,Nyiga Kunga Nyima,en,YES,13679,P8LS76443,Ga Lama Gendun Zangpo,en,YES
12741,P9905,Nyiga Kunga Nyima,en,YES,12489,P967,kun dga' bstan pa'i rgyal   mtshan,bo-x-ewts,NO
12742,P9906,Khyenrab Sengge,en,YES,7632,P5129,pad+ma dam chos,bo-x-ewts,NO
12743,P9907,Damcho Wozer,en,YES,7632,P5129,pad+ma dam chos,bo-x-ewts,NO
12743,P9907,Damcho Wozer,en,YES,9278,P6672,nam mkha'i nor bu,bo-x-ewts,NO
12743,P9907,Damcho Wozer,en,YES,12314,P9505,bstan pa'i rgyal mtshan,bo-x-ewts,NO
12745,P9909,Ngawang Lodro Nyingpo,en,YES,12553,P973,Dampa Rinpoche Ngawang Lodro Zhenpen Nyingpo,en,YES
12745,P9909,Ngawang Lodro Nyingpo,en,YES,13186,P10MS14669,Pema Trinle,en,YES
12745,P9909,Ngawang Lodro Nyingpo,en,YES,13677,P8LS76440,Ngawang Nyima,en,YES
12838,P9999,Tsembupa Darma Wozer,en,YES,1268,P0RK647,spyi bo lhas pa,bo-x-ewts,NO
12839,P9901,Tulku Urgyen,en,YES,10019,P736,Dudjom Rinpoche,en,NO
12839,P9901,Tulku Urgyen,en,YES,13820,,Kunzang Dechen,en,YES
12906,P3JM101,Tubten Trinle Gyatso,en,YES,13162,P3AG54,Garwang Lerab Lingpa,en,YES
13111,P2AG19,Jampa Taye,en,YES,2424,P1166,Horkhang Sonam Pelbar,en,YES
13186,P10MS14669,Pema Trinle,en,YES,4310,P2597,Jampa Kunga Tenzin,en,YES
13186,P10MS14669,Pema Trinle,en,YES,10355,P7679,Kunga Tenpai Nyima,en,YES
13186,P10MS14669,Pema Trinle,en,YES,8641,P6063,ngag dbang kun dga' theg chen   dpal 'bar,bo-x-ewts,NO
13186,P10MS14669,Pema Trinle,en,YES,13717,P8LS13145,kun dga' bstan 'dzin,bo-x-ewts,NO
13246,P8LS13100,Jamyang Kunzang Tubten Chokyi Gyeltsen,en,YES,12479,P966,Tubten Lekshe Gyatso,en,YES
13248,P1KG4182,Ngawang Khedrub Gyatso,en,YES,8641,P6063,ngag dbang kun dga' theg chen   dpal 'bar,bo-x-ewts,NO
13248,P1KG4182,Ngawang Khedrub Gyatso,en,YES,13252,P8LS13104,jam dbyangs kun dga' bstan pa'i rgyal mtshan,bo-x-ewts,NO
13248,P1KG4182,Ngawang Khedrub Gyatso,en,YES,13253,P8LS13105,jam dbyangs bstan pa'i nyi ma,bo-x-ewts,NO
13249,P8LS13102,Jampa Namkha Kunzang Tenpai Gyeltsen,en,YES,8339,P5785,kun dga' dbang phyug,bo-x-ewts,NO
13598,P1AG113,Yangchen Lhamo,en,YES,12439,P9623,Tashi Yangphel Tashigang,en,YES
13647,P8LS13097,Jamyang Kunzang Tenpai Gyeltsen,en,YES,12479,P966,Tubten Lekshe Gyatso,en,YES
13647,P8LS13097,Jamyang Kunzang Tenpai Gyeltsen,en,YES,13249,P8LS13102,Jampa Namkha Kunzang Tenpai Gyeltsen,en,YES
13652,P3CN15711,Ngawang Lobzang Thubstan Choknor,en,YES,6995,P4548,thub bstan bzod pa,bo-x-ewts,NO
13654,P8LS76435,Jamyang Khyentse Chokyi Wangchuk,en,YES,13659,P3JT12060,Tokden Orgyen Tenzin,en,YES
13654,P8LS76435,Jamyang Khyentse Chokyi Wangchuk,en,YES,3790,P212,thub bstan 'jam dpal ye shes   bstan pa'i rgyal mtshan,bo-x-ewts,NO
13654,P8LS76435,Jamyang Khyentse Chokyi Wangchuk,en,YES,9278,P6672,nam mkha'i nor bu,bo-x-ewts,NO
13659,P3JT12060,Tokden Orgyen Tenzin,en,YES,9278,P6672,nam mkha'i nor bu,bo-x-ewts,NO
13677,P8LS76440,Ngawang Nyima,en,YES,10355,P7679,Kunga Tenpai Nyima,en,YES
13679,P8LS76443,Ga Lama Gendun Zangpo,en,YES,13801,,Lama Ngaklo,en,NO
13679,P8LS76443,Ga Lama Gendun Zangpo,en,YES,4820,P2DB5980,Druk Khenpo Ngawang Yonten Gyatso,en,YES
13679,P8LS76443,Ga Lama Gendun Zangpo,en,YES,8825,P625,Dilgo Khyentse Tashi Peljor,en,YES
13679,P8LS76443,Ga Lama Gendun Zangpo,en,YES,10355,P7679,Kunga Tenpai Nyima,en,YES
13679,P8LS76443,Ga Lama Gendun Zangpo,en,YES,12613,P9786,Ngawang Lodro Rinchen,en,YES
13686,P9904,Samten Gyatso,en,YES,8170,P563,Khakhyab Dorje,en,NO
13686,P9904,Samten Gyatso,en,YES,11385,P865,Rangjung Rigpai Dorje,en,YES
13686,P9904,Samten Gyatso,en,YES,12839,P9901,Tulku Urgyen,en,YES
13686,P9904,Samten Gyatso,en,YES,13747,,Chime Dorje,en,YES
13686,P9904,Samten Gyatso,en,YES,13748,,Lama Sangngak,en,YES
13686,P9904,Samten Gyatso,en,YES,13749,,Tersey Tulku,en,YES
13686,P9904,Samten Gyatso,en,YES,13750,,Tashi Chime,en,YES
13686,P9904,Samten Gyatso,en,YES,11407,P867,tshe dbang mchog grub dpal 'bar,bo-x-ewts,NO
13688,P8LS76439,Khamtrul Sherab Mebar,en,YES,13617,P1KG9679,Khordong Terchen Nuden Dorje,en,YES
13689,P1KG9680,Chime Rigdzin,en,YES,9945,P7289,Choying Khyabdel,en,YES
13689,P1KG9680,Chime Rigdzin,en,YES,7009,P4560,sprul sku don grub,bo-x-ewts,NO
13692,P8LS76436,Konchok Peldron,en,YES,12839,P9901,Tulku Urgyen,en,YES
13692,P8LS76436,Konchok Peldron,en,YES,13747,,Chime Dorje,en,YES
13692,P8LS76436,Konchok Peldron,en,YES,13748,,Lama Sangngak,en,YES
13692,P8LS76436,Konchok Peldron,en,YES,13749,,Tersey Tulku,en,YES
13692,P8LS76436,Konchok Peldron,en,YES,13750,,Tashi Chime,en,YES
13693,P4CZ366523,Lobzang Wanggyel,en,YES,13695,P1KG5612,e pa bsod nams rin chen,bo-x-ewts,NO
13694,P8LS76437,Tenzin Chodrak,en,YES,13695,P1KG5612,e pa bsod nams rin chen,bo-x-ewts,NO
13707,P1PD108248,Tubten Gyeltsen,en,YES,12742,P9906,Khyenrab Sengge,en,YES
13707,P1PD108248,Tubten Gyeltsen,en,YES,12743,P9907,Damcho Wozer,en,YES
13707,P1PD108248,Tubten Gyeltsen,en,YES,13701,P8LS76452,Jago Tobden,en,YES
13707,P1PD108248,Tubten Gyeltsen,en,YES,8339,P5785,kun dga' dbang phyug,bo-x-ewts,NO
13707,P1PD108248,Tubten Gyeltsen,en,YES,8514,P5949,yon tan bzang po,bo-x-ewts,NO
13707,P1PD108248,Tubten Gyeltsen,en,YES,8641,P6063,ngag dbang kun dga' theg chen   dpal 'bar,bo-x-ewts,NO
13707,P1PD108248,Tubten Gyeltsen,en,YES,12314,P9505,bstan pa'i rgyal mtshan,bo-x-ewts,NO
13707,P1PD108248,Tubten Gyeltsen,en,YES,13252,P8LS13104,jam dbyangs kun dga' bstan pa'i rgyal mtshan,bo-x-ewts,NO
13707,P1PD108248,Tubten Gyeltsen,en,YES,13253,P8LS13105,jam dbyangs bstan pa'i nyi ma,bo-x-ewts,NO
13721,,Drayab Tubten Zangpo,en,YES,13801,,Lama Ngaklo,en,NO
13721,,Drayab Tubten Zangpo,en,YES,12613,P9786,Ngawang Lodro Rinchen,en,YES
13747,,Chime Dorje,en,YES,12839,P9901,Tulku Urgyen,en,YES
13748,,Lama Sangngak,en,YES,12839,P9901,Tulku Urgyen,en,YES
13748,,Lama Sangngak,en,YES,13686,P9904,Samten Gyatso,en,YES
13749,,Tersey Tulku,en,YES,12169,P937,Khyentse Wozer,en,NO
13749,,Tersey Tulku,en,YES,8825,P625,Dilgo Khyentse Tashi Peljor,en,YES
13773,P4CZ10542,Gelongma Pelmo,en,YES,1113,P0RK390,Jñyānabhadra,en,NO
13773,P4CZ10542,Gelongma Pelmo,en,YES,332,P0RK1035,rgyal po indra bo dhi chung ba,bo-x-ewts,NO
13773,P4CZ10542,Gelongma Pelmo,en,YES,334,P0RK1037,kha che shes rab gsang ba   (kAshmIra prajnyAgupta),bo-x-ewts,NO
13773,P4CZ10542,Gelongma Pelmo,en,YES,5628,P3299,nag po pa,bo-x-ewts,NO
13793,,Jampa Ngawang Kunga Chopel,en,YES,12479,P966,Tubten Lekshe Gyatso,en,YES
13795,,Wara Zhabdrung Tenpai Nyima,en,YES,9990,P733,Jamyang Khyentse Chokyi Lodro,en,YES
13796,,Wara Zhabdrung Jamyang Namkha Gyeltsen,en,YES,4291,P258,Jamyang Khyentse Wangpo,en,YES
13796,,Wara Zhabdrung Jamyang Namkha Gyeltsen,en,YES,12553,P973,Dampa Rinpoche Ngawang Lodro Zhenpen Nyingpo,en,YES
13796,,Wara Zhabdrung Jamyang Namkha Gyeltsen,en,YES,8138,P560,blo gter dbang po,bo-x-ewts,NO
13796,,Wara Zhabdrung Jamyang Namkha Gyeltsen,en,YES,10450,P7768,jam dbyangs rin chen rdo rje,bo-x-ewts,NO
13798,,Nyendrak Tarpa,en,YES,4310,P2597,Jampa Kunga Tenzin,en,YES
13798,,Nyendrak Tarpa,en,YES,12479,P966,Tubten Lekshe Gyatso,en,YES
13806,P1KG17602,Gepel Tulku Jamyang Kunga Chokyi Nyima,en,YES,12479,P966,Tubten Lekshe Gyatso,en,YES
13806,P1KG17602,Gepel Tulku Jamyang Kunga Chokyi Nyima,en,YES,8468,P5905,don grub rin chen,bo-x-ewts,NO
13811,,Lama Gyurdrak,en,YES,8784,P6204,"don grub, sprul sku",bo-x-ewts,NO
13822,,Geshe Mila Lobzang Tashi,en,YES,12403,P959,Tsultrim Nyima,en,YES
13828,,Gyarong Khandro Dechen Wangmo,en,YES,13697,,Tsering Chodron,en,YES
13828,,Gyarong Khandro Dechen Wangmo,en,YES,13811,,Lama Gyurdrak,en,YES
200,P00KG02843,karma legs bshad sgra dbyangs,bo-x-ewts,NO,12180,P938,Karma Rangjung Kunkhyab,en,YES
294,P012AG03491,gling bzhag o rgyan lhun grub,bo-x-ewts,NO,13688,P8LS76439,Khamtrul Sherab Mebar,en,YES
330,P0RK1033,lha mo bung ba'i padma,bo-x-ewts,NO,13773,P4CZ10542,Gelongma Pelmo,en,YES
1311,P0RK714,mkhas grub chos rje,bo-x-ewts,NO,8455,P5894,Kunden Rema,en,YES
1616,P10079,kun dga' thugs rje,bo-x-ewts,NO,11437,P8697,Jampel Namdrol Chokyi Gyeltsen,en,YES
1817,P10267,pad+ma bshes gnyen,bo-x-ewts,NO,13688,P8LS76439,Khamtrul Sherab Mebar,en,YES
2246,P10659,pad+ma mchog dpal bzang po,bo-x-ewts,NO,13683,P8LS76442,Jampa Gyeltsen Lhalungpa,en,YES
2484,P122,ngag dbang thub bstan rgya   mtsho,bo-x-ewts,NO,7881,P5367,Jamyang Tenzin Gyatso,en,YES
2570,P1298,blo bzang grags pa,bo-x-ewts,NO,4086,P2388,Jangchub Tsemo,en,YES
2653,P1373,bkra shis 'od zer,bo-x-ewts,NO,12180,P938,Karma Rangjung Kunkhyab,en,YES
2653,P1373,bkra shis 'od zer,bo-x-ewts,NO,13841,,Karma Jangchub Gyelpo,en,YES
2673,P1392,nges don bstan pa rab rgyas,bo-x-ewts,NO,8181,P564,Chokgyur Lingpa,en,YES
2768,P148,bsod nams grags pa,bo-x-ewts,NO,8454,P5893,Kunpang Delek Rinchen,en,YES
2939,P1636,blo bzang tshul khrims chos   'phel,bo-x-ewts,NO,13652,P3CN15711,Ngawang Lobzang Thubstan Choknor,en,YES
2940,P1637,blo bzang dam chos rgya mtsho,bo-x-ewts,NO,3955,P227,Khyenrab Norbu,en,YES
2944,P1641,don grub rdo rje,bo-x-ewts,NO,12171,P9371,Lobzang Dorje,en,YES
2953,P1650,phrin las lhun grub chos kyi   rgyal mtshan,bo-x-ewts,NO,2945,P1642,Sungrab Gyatso,en,YES
3633,P1PD76609,tshe 'dzin dbang mo,bo-x-ewts,NO,3485,P1GS60402,Do Dasel Wangmo,en,YES
3639,P1PD76616,dgu ru gsang lo,bo-x-ewts,NO,3485,P1GS60402,Do Dasel Wangmo,en,YES
3790,P212,thub bstan 'jam dpal ye shes   bstan pa'i rgyal mtshan,bo-x-ewts,NO,7007,P4559,Thupten Lungtok Namgyal Trinley,en,YES
3790,P212,thub bstan 'jam dpal ye shes   bstan pa'i rgyal mtshan,bo-x-ewts,NO,11437,P8697,Jampel Namdrol Chokyi Gyeltsen,en,YES
3819,P2147,nyi ma rgyal mtshan,bo-x-ewts,NO,8454,P5893,Kunpang Delek Rinchen,en,YES
3819,P2147,nyi ma rgyal mtshan,bo-x-ewts,NO,8455,P5894,Kunden Rema,en,YES
3857,P2181,byams pa thub dbang,bo-x-ewts,NO,5894,P3542,Tubten Lhundrub,en,YES
3891,P2211,dge 'dun 'od zer,bo-x-ewts,NO,2521,P1253,Lobzang Trinle Lungtok Gyatso,en,YES
3908,P2227,zhi ba'i blo gros,bo-x-ewts,NO,13821,P3CN27002,Gergan Konchok Sonam,en,YES
4022,P233,ngag dbang gsung rab mthu stobs,bo-x-ewts,NO,2758,P1470,Kelzang Tubten Wangchuk,en,YES
4066,P237,jam dbyangs thub bstan rgya   mtsho,bo-x-ewts,NO,1902,P10343,Kelzang Lodro Kunga Lungtok Gyatso,en,YES
4212,P2504,bsod nams dbang phyug,bo-x-ewts,NO,4164,P2460,Nyakpuwa Sonam Zangpo,en,YES
4213,P2505,don grub dpal ldan,bo-x-ewts,NO,4164,P2460,Nyakpuwa Sonam Zangpo,en,YES
4214,P2506,yon tan rgya mtsho,bo-x-ewts,NO,4164,P2460,Nyakpuwa Sonam Zangpo,en,YES
4215,P2507,dpal ldan brtson 'grus,bo-x-ewts,NO,4164,P2460,Nyakpuwa Sonam Zangpo,en,YES
4273,P2562,kun bzang 'jigs med chos   dbyings rang grol,bo-x-ewts,NO,7009,P4560,sprul sku don grub,bo-x-ewts,NO
4273,P2562,kun bzang 'jigs med chos   dbyings rang grol,bo-x-ewts,NO,13648,P8LS76445,Sindrang Yab Gomchen Dorje Lopen Chewang Rinzin Tagchungdarpa,en,YES
4413,P269,blo bzang dpal ldan bstan 'dzin   snyan grags,bo-x-ewts,NO,13806,P1KG17602,Gepel Tulku Jamyang Kunga Chokyi Nyima,en,YES
4440,P2713,Tsewang Norbu,en,NO,13686,P9904,Samten Gyatso,en,YES
4440,P2713,Tsewang Norbu,en,NO,13749,,Tersey Tulku,en,YES
4691,P2943,gyur med tshe dbang mchog grub,bo-x-ewts,NO,13187,P10MS14671,Tsewang Lhamo,en,YES
4864,P2JM131,Mañjuśrījñāna,en,NO,6194,P3816,Rongzom Chokyi Zangpo,en,YES
4865,P2JM132,Upāyaśrīmitra,en,NO,6194,P3816,Rongzom Chokyi Zangpo,en,YES
4866,P2JM133,Buddhākarabhadra,en,NO,6194,P3816,Rongzom Chokyi Zangpo,en,YES
4868,P2JM135,Amogavajra,en,NO,6194,P3816,Rongzom Chokyi Zangpo,en,YES
5391,P3079,gzhon nu bsod nams,,NO,8454,P5893,Kunpang Delek Rinchen,en,YES
5413,P3099,rin chen seng+ge,bo-x-ewts,NO,8454,P5893,Kunpang Delek Rinchen,en,YES
5728,P3389,legs pa'i shes rab,bo-x-ewts,NO,6076,P3709,Pakpa Sherab,en,YES
5864,P3513,byams pa kun dga' bstan 'dzin,bo-x-ewts,NO,12745,P9909,Ngawang Lodro Nyingpo,en,YES
5864,P3513,byams pa kun dga' bstan 'dzin,bo-x-ewts,NO,13796,,Wara Zhabdrung Jamyang Namkha Gyeltsen,en,YES
6209,P3830,grags pa rgyal mtshan,bo-x-ewts,NO,4086,P2388,Jangchub Tsemo,en,YES
6402,P4004,a bha yA kA ra gupta,bo-x-ewts,NO,6076,P3709,Pakpa Sherab,en,YES
6676,P4257,Mañjuśrīvarman,en,NO,6194,P3816,Rongzom Chokyi Zangpo,en,YES
7033,P4582,Trinle Lhundrub,en,NO,13821,P3CN27002,Gergan Konchok Sonam,en,YES
7033,P4582,Trinle Lhundrub,en,NO,13824,,Konchok Tokdrol,en,YES
7122,P4662,o rgyan bstan 'dzin,bo-x-ewts,NO,3955,P227,Khyenrab Norbu,en,YES
7122,P4662,o rgyan bstan 'dzin,bo-x-ewts,NO,5894,P3542,Tubten Lhundrub,en,YES
7331,P4853,byams pa 'phrin las,bo-x-ewts,NO,12439,P9623,Tashi Yangphel Tashigang,en,YES
7560,P5063,pad+ma 'jigs med,bo-x-ewts,NO,8972,P6387,Lekshe Chokyi Drayang,en,YES
7632,P5129,pad+ma dam chos,bo-x-ewts,NO,13162,P3AG54,Garwang Lerab Lingpa,en,YES
7667,P5161,ye shes snang ba,bo-x-ewts,NO,8782,P620,Shākya Shrī,en,YES
7728,P5218,a dpal,bo-x-ewts,NO,13707,P1PD108248,Tubten Gyeltsen,en,YES
8138,P560,blo gter dbang po,bo-x-ewts,NO,13801,,Lama Ngaklo,en,NO
8138,P560,blo gter dbang po,bo-x-ewts,NO,8507,P5941,Chokyi Wozer,en,YES
8138,P560,blo gter dbang po,bo-x-ewts,NO,12613,P9786,Ngawang Lodro Rinchen,en,YES
8138,P560,blo gter dbang po,bo-x-ewts,NO,13653,P8LS76438,Jamyang Chokyi Wangpo,en,YES
8138,P560,blo gter dbang po,bo-x-ewts,NO,13654,P8LS76435,Jamyang Khyentse Chokyi Wangchuk,en,YES
8138,P560,blo gter dbang po,bo-x-ewts,NO,13707,P1PD108248,Tubten Gyeltsen,en,YES
8138,P560,blo gter dbang po,bo-x-ewts,NO,13721,,Drayab Tubten Zangpo,en,YES
8138,P560,blo gter dbang po,bo-x-ewts,NO,13795,,Wara Zhabdrung Tenpai Nyima,en,YES
8159,P562,Tekchok Dorje,en,NO,13840,,Drubgyud Tulku,en,YES
8170,P563,Khakhyab Dorje,en,NO,2730,P1445,Karma Shedrub Chokyi Sengge,en,YES
8170,P563,Khakhyab Dorje,en,NO,12839,P9901,Tulku Urgyen,en,YES
8170,P563,Khakhyab Dorje,en,NO,13686,P9904,Samten Gyatso,en,YES
8170,P563,Khakhyab Dorje,en,NO,13841,,Karma Jangchub Gyelpo,en,YES
8484,P5920,jigs med rgya mtsho,bo-x-ewts,NO,12171,P9371,Lobzang Dorje,en,YES
8505,P594,blo gros rgyal mtshan,bo-x-ewts,NO,13707,P1PD108248,Tubten Gyeltsen,en,YES
8506,P5940,bkra shis rgyal mtshan,bo-x-ewts,NO,4820,P2DB5980,Druk Khenpo Ngawang Yonten Gyatso,en,YES
8506,P5940,bkra shis rgyal mtshan,bo-x-ewts,NO,8507,P5941,Chokyi Wozer,en,YES
8506,P5940,bkra shis rgyal mtshan,bo-x-ewts,NO,13654,P8LS76435,Jamyang Khyentse Chokyi Wangchuk,en,YES
8508,P5942,blo gros rgyal mtshan,bo-x-ewts,NO,12742,P9906,Khyenrab Sengge,en,YES
8570,P6,pad+ma 'gyur med rgya mtsho,bo-x-ewts,NO,9394,P678,Mingyur Peldron,en,YES
8587,P6014,bsod nams rin chen,bo-x-ewts,NO,13815,,Delok Dawa Dolma,en,YES
8611,P6036,sangs rgyas rdo rje,bo-x-ewts,NO,12180,P938,Karma Rangjung Kunkhyab,en,YES
8611,P6036,sangs rgyas rdo rje,bo-x-ewts,NO,13648,P8LS76445,Sindrang Yab Gomchen Dorje Lopen Chewang Rinzin Tagchungdarpa,en,YES
8611,P6036,sangs rgyas rdo rje,bo-x-ewts,NO,13820,,Kunzang Dechen,en,YES
8641,P6063,ngag dbang kun dga' theg chen   dpal 'bar,bo-x-ewts,NO,12180,P938,Karma Rangjung Kunkhyab,en,YES
8670,P6090,tshul khrims bzang po,bo-x-ewts,NO,13689,P1KG9680,Chime Rigdzin,en,YES
8749,P6163,dkar brgyud bstan 'dzin nor bu,bo-x-ewts,NO,10355,P7679,Kunga Tenpai Nyima,en,YES
8759,P6175,bsod nams dpal ldan,bo-x-ewts,NO,12171,P9371,Lobzang Dorje,en,YES
8765,P6180,rin chen dpal bzang,bo-x-ewts,NO,3266,P1932,Barawa Gyeltsen Pelzang,en,YES
8813,P6239,jam dpal bzang po,bo-x-ewts,NO,8972,P6387,Lekshe Chokyi Drayang,en,YES
