teacher_id,teacher_tbrc_rid,teacher_default_name,teacher_default_name-_lang-encoding,teacher_has_bio,student_id,student_tbrc_rid,student_default_name,student_default_name-_lang-encoding,student_has_bio
2916,P1615,Sachen Kunga Nyingpo,,YES,1723,P10180,pra dznyA dzwa la,,NO
2916,P1615,Sachen Kunga Nyingpo,,YES,1724,P10181,skyi 'bar ba,,NO
1726,P10183,Sumpa Lotsāwa Darma Yonten,,YES,2915,P1614,Drakpa Gyeltsen,,YES
1728,P10185,Pelchok Dangpo Dorje,,YES,2915,P1614,Drakpa Gyeltsen,,YES
2137,P1056,Sakya Paṇḍita Kunga Gyeltsen,,YES,1747,P10203,chos rgyal,,NO
8891,P631,Guru Jober,,YES,1754,P1021,Trulzhik Sengge Gyabpa,,YES
1754,P1021,Trulzhik Sengge Gyabpa,,YES,8857,P628,Melong Dorje,,YES
8986,P64,Tsongkhapa Lobzang Drakpa,,YES,1771,P10225,bkra shis seng+ge,,NO
7370,P489,Paṇchen Bumdrak Sumpa,,YES,1809,P1026,dkon mchog dpal,,NO
9169,P657,Pema Trinle,,YES,1814,P10264,pad+ma dbang rgyal,,NO
10068,P7404,Ngedon Tendzin Zangpo,,YES,1817,P10267,pad+ma bshes gnyen,,NO
1898,P1034,Muchen Sempa Chenpo Konchok Gyeltsen,,YES,1820,P1027,Muchen Sanggye Rinchen,,YES
1963,P1040,Kunga Wangchuk,,YES,1820,P1027,Muchen Sanggye Rinchen,,YES
1985,P1042,Gorampa Sonam Sengge,,YES,1820,P1027,Muchen Sanggye Rinchen,,YES
2387,P1132,Ngorchen Kunga Zangpo,,YES,1820,P1027,Muchen Sanggye Rinchen,,YES
3200,P1873,Konchok Pelwa,,YES,1820,P1027,Muchen Sanggye Rinchen,,YES
1820,P1027,Muchen Sanggye Rinchen,,YES,7064,P461,Sakya Lotsāwa Jampai Dorje,,YES
1820,P1027,Muchen Sanggye Rinchen,,YES,10507,P783,Konchok Lhundrub,,YES
1820,P1027,Muchen Sanggye Rinchen,,YES,10846,P815,karma 'phrin las pa,,NO
1820,P1027,Muchen Sanggye Rinchen,,YES,3001,P1694,ngag dbang grags pa,,NO
1820,P1027,Muchen Sanggye Rinchen,,YES,3198,P1871,ngag dbang grags pa rgyal   mtshan,,NO
8975,P639,Ngakgi Wangpo,,YES,1836,P10284,kun bzang dbang po,,NO
9169,P657,Pema Trinle,,YES,1837,P10285,rig 'dzin dbang rgyal,,NO
8986,P64,Tsongkhapa Lobzang Drakpa,,YES,1852,P10299,Gendun Gyeltsen,,YES
8986,P64,Tsongkhapa Lobzang Drakpa,,YES,1855,P10300,shAkya dpal bzang,,NO
3877,P22,Longdol Lama Ngawang Lobzang,,YES,1856,P10301,skal bzang rab rgyas rgya mtsho,,NO
2996,P169,Konchok Jigme Wangpo,,YES,1856,P10301,skal bzang rab rgyas rgya mtsho,,NO
2442,P1182,Sumpa Damcho Gyatso,,YES,1858,P10303,dge 'dun dar rgyas,,NO
2712,P1428,Tāranātha,,YES,1869,P10313,Lodro Namgyel,,YES
4150,P2448,Kunga Rinchen Gyatso,,YES,1869,P10313,Lodro Namgyel,,YES
1869,P10313,Lodro Namgyel,,YES,11726,P8963,kun dga' dpal bzang,,NO
1869,P10313,Lodro Namgyel,,YES,11731,P8968,Ngawang Trinle,,YES
8986,P64,Tsongkhapa Lobzang Drakpa,,YES,1871,P10315,Samlo Sanggye Tashi,,YES
8986,P64,Tsongkhapa Lobzang Drakpa,,YES,1872,P10316,bsam gtan blo gros,,NO
3758,P209,Ngawang Lobzang Choden,,YES,1874,P10318,blo bzang bstan pa'i rgyal   mtshan,,NO
4730,P298,Konchok Tenpai Dronme,,YES,1875,P10319,jam dpal tshul khrims bstan   'dzin,,NO
2387,P1132,Ngorchen Kunga Zangpo,,YES,1887,P1033,grags pa rgyal mtshan,,NO
2662,P1382,Choying Dorje,,YES,1895,P10337,ne ring chos rje,,NO
2662,P1382,Choying Dorje,,YES,1896,P10338,bam chen dbon po,,NO
2662,P1382,Choying Dorje,,YES,1897,P10339,gtsang khang pa,,NO
6735,P431,Rongton Sheja Kunrik,,YES,1898,P1034,Muchen Sempa Chenpo Konchok Gyeltsen,,YES
2387,P1132,Ngorchen Kunga Zangpo,,YES,1898,P1034,Muchen Sempa Chenpo Konchok Gyeltsen,,YES
10683,P7997,Yakton Sanggye Pel,,YES,1898,P1034,Muchen Sempa Chenpo Konchok Gyeltsen,,YES
1898,P1034,Muchen Sempa Chenpo Konchok Gyeltsen,,YES,7348,P487,Lodro Gyeltsen,,YES
1898,P1034,Muchen Sempa Chenpo Konchok Gyeltsen,,YES,10497,P782,Lowo Khenchen Sonam Lhundrub,,YES
1898,P1034,Muchen Sempa Chenpo Konchok Gyeltsen,,YES,1952,P1039,sangs rgyas 'phel,,NO
1898,P1034,Muchen Sempa Chenpo Konchok Gyeltsen,,YES,1963,P1040,Kunga Wangchuk,,YES
1898,P1034,Muchen Sempa Chenpo Konchok Gyeltsen,,YES,1985,P1042,Gorampa Sonam Sengge,,YES
1898,P1034,Muchen Sempa Chenpo Konchok Gyeltsen,,YES,3200,P1873,Konchok Pelwa,,YES
1898,P1034,Muchen Sempa Chenpo Konchok Gyeltsen,,YES,5418,P3102,rin chen mkhyen rab mchog grub,,NO
1898,P1034,Muchen Sempa Chenpo Konchok Gyeltsen,,YES,6550,P4141,bkra shis dpal bzang,,NO
2662,P1382,Choying Dorje,,YES,1899,P10340,tsher lung drung pa,,NO
2662,P1382,Choying Dorje,,YES,1900,P10341,karma chos skyong,,NO
2506,P124,Tubten Jigme Gyatso,,YES,1901,P10342,Kunga Chopak Tubten Nyima,,YES
5371,P306,Jangchub Chopel,,YES,1901,P10342,Kunga Chopak Tubten Nyima,,YES
5415,P310,Ngawang Nyendrak,,YES,1901,P10342,Kunga Chopak Tubten Nyima,,YES
3049,P1737,Lobzang Tenpai Gyeltsen,,YES,1907,P10348,jam dbyangs mkhas grub,,NO
2387,P1132,Ngorchen Kunga Zangpo,,YES,1908,P1035,Drakpa Dorje,,YES
1908,P1035,Drakpa Dorje,,YES,7064,P461,Sakya Lotsāwa Jampai Dorje,,YES
7130,P467,Jampel Zangpo,,YES,1917,P10358,skya se rtogs ldan,,NO
2387,P1132,Ngorchen Kunga Zangpo,,YES,1919,P1036,shes rab bzang po,,NO
2387,P1132,Ngorchen Kunga Zangpo,,YES,1930,P1037,Pelden Dorje,,YES
2866,P1569,Jamyang Sherab Gyatso,,YES,1930,P1037,Pelden Dorje,,YES
1930,P1037,Pelden Dorje,,YES,3200,P1873,Konchok Pelwa,,YES
1930,P1037,Pelden Dorje,,YES,5751,P3409,mgon po dbang phyug,,NO
1930,P1037,Pelden Dorje,,YES,6259,P3876,bsod nams seng+ge,,NO
1930,P1037,Pelden Dorje,,YES,6280,P3895,yon tan dpal,,NO
1930,P1037,Pelden Dorje,,YES,6282,P3897,dkon mchog seng+ge,,NO
1985,P1042,Gorampa Sonam Sengge,,YES,1941,P1038,jam dbyangs kun dga' chos   bzang,,NO
2387,P1132,Ngorchen Kunga Zangpo,,YES,1941,P1038,jam dbyangs kun dga' chos   bzang,,NO
2327,P1078,Lobzang Donyo,,YES,1962,P104,don yod mkhas grub,,NO
2387,P1132,Ngorchen Kunga Zangpo,,YES,1963,P1040,Kunga Wangchuk,,YES
1963,P1040,Kunga Wangchuk,,YES,10497,P782,Lowo Khenchen Sonam Lhundrub,,YES
1963,P1040,Kunga Wangchuk,,YES,1985,P1042,Gorampa Sonam Sengge,,YES
1963,P1040,Kunga Wangchuk,,YES,3200,P1873,Konchok Pelwa,,YES
1963,P1040,Kunga Wangchuk,,YES,6357,P3965,kun dga' mchog grub,,NO
2387,P1132,Ngorchen Kunga Zangpo,,YES,1985,P1042,Gorampa Sonam Sengge,,YES
1985,P1042,Gorampa Sonam Sengge,,YES,7370,P489,Paṇchen Bumdrak Sumpa,,YES
1985,P1042,Gorampa Sonam Sengge,,YES,12703,P987,dbang phyug grub pa,,NO
1985,P1042,Gorampa Sonam Sengge,,YES,3200,P1873,Konchok Pelwa,,YES
1985,P1042,Gorampa Sonam Sengge,,YES,8315,P5760,grags pa don grub,,NO
1985,P1042,Gorampa Sonam Sengge,,YES,8501,P5936,gzhon nu bzang po,,NO
1985,P1042,Gorampa Sonam Sengge,,YES,8502,P5937,thugs rje dpal bzang,,NO
1985,P1042,Gorampa Sonam Sengge,,YES,8667,P6088,od zer bzang po,,NO
8964,P638,Sherab Wozer,,YES,2024,P10455,bsod nams dar rgyas,,NO
8964,P638,Sherab Wozer,,YES,2025,P10456,bsod nams stobs rgyal,,NO
8964,P638,Sherab Wozer,,YES,2026,P10457,karma kun bzang,,NO
6351,P396,Shākya Chokden,,YES,2027,P10458,rdor rgyal ba,,NO
2051,P1048,Pakpa Lodro Gyeltsen,,YES,2029,P1046,Shongton Dorje Gyeltsen,,YES
2029,P1046,Shongton Dorje Gyeltsen,,YES,2845,P155,Buton Rinchen Drub,,YES
2029,P1046,Shongton Dorje Gyeltsen,,YES,2094,P1052,blo gros brtan pa,,NO
2029,P1046,Shongton Dorje Gyeltsen,,YES,2104,P1053,Lotsāwa Chokden Lekpai Lodro,,YES
2029,P1046,Shongton Dorje Gyeltsen,,YES,9487,P6866,jam dbyangs ston gzhon,,NO
7348,P487,Lodro Gyeltsen,,YES,2043,P10472,bde ba'i 'byung gnas,,NO
7348,P487,Lodro Gyeltsen,,YES,2044,P10473,kun dga' rgyal mtshan,,NO
7348,P487,Lodro Gyeltsen,,YES,2045,P10474,dpal ldan bkra shis,,NO
7348,P487,Lodro Gyeltsen,,YES,2046,P10475,chos skyong rgyal mtshan,,NO
7348,P487,Lodro Gyeltsen,,YES,2047,P10476,dkon mchog dpal ba,,NO
7348,P487,Lodro Gyeltsen,,YES,2048,P10477,bsod nams blo gros,,NO
2137,P1056,Sakya Paṇḍita Kunga Gyeltsen,,YES,2051,P1048,Pakpa Lodro Gyeltsen,,YES
2181,P1060,Chim Namkha Drak,,YES,2051,P1048,Pakpa Lodro Gyeltsen,,YES
3139,P1818,Sanggye Yarjon,,YES,2051,P1048,Pakpa Lodro Gyeltsen,,YES
2051,P1048,Pakpa Lodro Gyeltsen,,YES,2104,P1053,Lotsāwa Chokden Lekpai Lodro,,YES
2051,P1048,Pakpa Lodro Gyeltsen,,YES,2203,P1062,Zhangton Konchok Pel,,YES
2051,P1048,Pakpa Lodro Gyeltsen,,YES,2214,P1063,kun dga' blo gros,,NO
2051,P1048,Pakpa Lodro Gyeltsen,,YES,2225,P1064,sangs rgyas sras,,NO
2051,P1048,Pakpa Lodro Gyeltsen,,YES,2236,P1065,dar ma rgyal mtshan,,NO
2051,P1048,Pakpa Lodro Gyeltsen,,YES,2247,P1066,kun dga' smon lam,,NO
2051,P1048,Pakpa Lodro Gyeltsen,,YES,2258,P1067,phyag na rdo rje,,NO
2051,P1048,Pakpa Lodro Gyeltsen,,YES,2269,P1068,jin kim,,NO
2051,P1048,Pakpa Lodro Gyeltsen,,YES,2280,P1069,Yeshe Rinchen,,YES
2051,P1048,Pakpa Lodro Gyeltsen,,YES,2292,P1070,sangs rgyas dpal,,NO
2051,P1048,Pakpa Lodro Gyeltsen,,YES,2303,P1071,tshul khrims rgyal mtshan,,NO
2051,P1048,Pakpa Lodro Gyeltsen,,YES,2314,P1072,Rinchen Gyeltsen,,YES
2051,P1048,Pakpa Lodro Gyeltsen,,YES,2763,P1475,chos sku 'od zer,,NO
2051,P1048,Pakpa Lodro Gyeltsen,,YES,3139,P1818,Sanggye Yarjon,,YES
2051,P1048,Pakpa Lodro Gyeltsen,,YES,3194,P1868,Dharmapālarakṣita,,YES
2051,P1048,Pakpa Lodro Gyeltsen,,YES,4328,P2612,kun dga' grags pa,,NO
2051,P1048,Pakpa Lodro Gyeltsen,,YES,5404,P3090,sangs rgyas 'bum,,NO
2051,P1048,Pakpa Lodro Gyeltsen,,YES,5497,P3177,rgyal mtshan bzang po,,NO
2051,P1048,Pakpa Lodro Gyeltsen,,YES,5576,P3249,gzhon nu seng+ge,,NO
2051,P1048,Pakpa Lodro Gyeltsen,,YES,6289,P3902,shes rab 'bum,,NO
2051,P1048,Pakpa Lodro Gyeltsen,,YES,6361,P3969,gzhon nu 'bum,,NO
2051,P1048,Pakpa Lodro Gyeltsen,,YES,6604,P4192,kun dga' rgyal ba,,NO
2051,P1048,Pakpa Lodro Gyeltsen,,YES,9724,P7084,mdo sde dpal,,NO
2051,P1048,Pakpa Lodro Gyeltsen,,YES,12569,P9745,jam dbyangs shes rab 'od zer,,NO
2051,P1048,Pakpa Lodro Gyeltsen,,YES,2211,P10627,od zer 'bum,,NO
7053,P460,Ngawang Kunga Rinchen,,YES,2052,P10480,kun dga' legs pa'i 'byung gnas,,NO
7053,P460,Ngawang Kunga Rinchen,,YES,2053,P10481,khri bsam grub sde,,NO
7053,P460,Ngawang Kunga Rinchen,,YES,2055,P10483,tshe dbang rdo rje,,NO
7053,P460,Ngawang Kunga Rinchen,,YES,2056,P10484,dpal ldan bzang po,,NO
7053,P460,Ngawang Kunga Rinchen,,YES,2057,P10485,rab brtan dpal 'bar,,NO
5457,P314,Jigme Lingpa,,YES,2058,P10486,kun dga' rin chen,,NO
9622,P699,Khenpo Zhenga Zhenpen Chokyi Nangwa,,YES,2069,P10497,Rinchen Dorje,,YES
9622,P699,Khenpo Zhenga Zhenpen Chokyi Nangwa,,YES,2070,P10498,thub bstan,,NO
2180,P106,Lobzang Yeshe,,YES,2072,P105,ye shes rgyal mtshan,,NO
2329,P108,Ngawang Jampa,,YES,2072,P105,ye shes rgyal mtshan,,NO
4493,P2761,Ngawang Namkha Zangpo,,YES,2072,P105,ye shes rgyal mtshan,,NO
2104,P1053,Lotsāwa Chokden Lekpai Lodro,,YES,2724,P144,grags pa rgyal mtshan,,NO
2104,P1053,Lotsāwa Chokden Lekpai Lodro,,YES,3753,P2085,Pang Lotsāwa Lodro Tenpa,,YES
2104,P1053,Lotsāwa Chokden Lekpai Lodro,,YES,5405,P3091,dpal ldan seng+ge,,NO
2104,P1053,Lotsāwa Chokden Lekpai Lodro,,YES,5750,P3408,Bakton Zhonnu Tsultrim,,YES
2104,P1053,Lotsāwa Chokden Lekpai Lodro,,YES,9803,P7157,dkon mchog rgyal mtshan,,NO
9052,P646,Tashi Tobgyel,,YES,2106,P10531,phrin las rnam rgyal,,NO
8460,P5899,Khyungtsangpa Yeshe Lama,,YES,2121,P10545,tshul khrims 'byung gnas,,NO
8460,P5899,Khyungtsangpa Yeshe Lama,,YES,2122,P10546,star sgom,,NO
2810,P1518,Śākyaśrībhadra,,YES,2137,P1056,Sakya Paṇḍita Kunga Gyeltsen,,YES
2915,P1614,Drakpa Gyeltsen,,YES,2137,P1056,Sakya Paṇḍita Kunga Gyeltsen,,YES
2137,P1056,Sakya Paṇḍita Kunga Gyeltsen,,YES,10824,P813,Gar Dampa Chodingpa,,YES
2137,P1056,Sakya Paṇḍita Kunga Gyeltsen,,YES,2314,P1072,Rinchen Gyeltsen,,YES
2137,P1056,Sakya Paṇḍita Kunga Gyeltsen,,YES,4341,P2624,byang chub dpal bzang po,,NO
2137,P1056,Sakya Paṇḍita Kunga Gyeltsen,,YES,5402,P3089,rig pa'i seng+ge,,NO
2137,P1056,Sakya Paṇḍita Kunga Gyeltsen,,YES,5411,P3097,brtson 'grus rdo rje,,NO
2137,P1056,Sakya Paṇḍita Kunga Gyeltsen,,YES,5496,P3176,shes rab dpal,,NO
2137,P1056,Sakya Paṇḍita Kunga Gyeltsen,,YES,5754,P3412,kun dga' dpal,,NO
2137,P1056,Sakya Paṇḍita Kunga Gyeltsen,,YES,6324,P3935,od zer shAkya,,NO
2137,P1056,Sakya Paṇḍita Kunga Gyeltsen,,YES,6367,P3974,Kyobpa Pel Zangpo,,YES
2137,P1056,Sakya Paṇḍita Kunga Gyeltsen,,YES,6417,P4018,lung phu ba,,NO
2137,P1056,Sakya Paṇḍita Kunga Gyeltsen,,YES,7753,P5240,rgyal ba dpal,,NO
2137,P1056,Sakya Paṇḍita Kunga Gyeltsen,,YES,7812,P5298,rin chen dpal,,NO
2137,P1056,Sakya Paṇḍita Kunga Gyeltsen,,YES,9785,P7140,shAkya grags,,NO
2137,P1056,Sakya Paṇḍita Kunga Gyeltsen,,YES,9887,P7232,chos kyi dbang phyug,,NO
10548,P787,Ngawang Chodrak,,YES,2145,P10567,ngag dbang rnam rgyal,,NO
11385,P865,Rangjung Rigpai Dorje,,YES,2150,P10571,blo gros chos kyi seng+ge,,NO
11385,P865,Rangjung Rigpai Dorje,,YES,2165,P10585,grags pa bstan pa yar 'phel,,NO
6065,P37,Ngawang Lobzang Gyatso,,YES,2180,P106,Lobzang Yeshe,,YES
2180,P106,Lobzang Yeshe,,YES,2291,P107,blo bzang rnam rgyal,,NO
2180,P106,Lobzang Yeshe,,YES,2329,P108,Ngawang Jampa,,YES
2180,P106,Lobzang Yeshe,,YES,2362,P111,jam dbyangs chos 'phel,,NO
2180,P106,Lobzang Yeshe,,YES,2395,P114,blo bzang rig grol,,NO
2180,P106,Lobzang Yeshe,,YES,3107,P179,Kelzang Gyatso,,YES
2180,P106,Lobzang Yeshe,,YES,3141,P182,Rolpai Dorje,,YES
2180,P106,Lobzang Yeshe,,YES,5729,P339,Sumpa Khenpo Yeshe Peljor,,YES
2180,P106,Lobzang Yeshe,,YES,5783,P344,jigs med ye shes grags pa,,NO
2180,P106,Lobzang Yeshe,,YES,5871,P352,Tsangyang Gyatso,,YES
2180,P106,Lobzang Yeshe,,YES,6493,P409,Ngawang Trinle Gyatso,,YES
2180,P106,Lobzang Yeshe,,YES,6526,P412,Ngawang Chokden,,YES
2180,P106,Lobzang Yeshe,,YES,6548,P414,Taktsang Lobzang Rabten,,YES
2180,P106,Lobzang Yeshe,,YES,6657,P424,blo bzang bkra shis,,NO
2180,P106,Lobzang Yeshe,,YES,9361,P675,Lobzang Trinle,,YES
2180,P106,Lobzang Yeshe,,YES,2926,P8LS13405,Lobzang Samten,,YES
2180,P106,Lobzang Yeshe,,YES,2931,P1629,Drakpa Shedrub,,YES
2180,P106,Lobzang Yeshe,,YES,3049,P1737,Lobzang Tenpai Gyeltsen,,YES
2180,P106,Lobzang Yeshe,,YES,3328,P1989,ngag dbang chos 'phel,,NO
2180,P106,Lobzang Yeshe,,YES,3829,P2156,blo bzang 'phrin las,,NO
2180,P106,Lobzang Yeshe,,YES,3972,P2285,blo bzang bstan 'dzin,,NO
2180,P106,Lobzang Yeshe,,YES,3993,P2303,bsam gtan rgya mtsho,,NO
2180,P106,Lobzang Yeshe,,YES,3994,P2304,blo bzang bzod pa,,NO
2180,P106,Lobzang Yeshe,,YES,4153,P2450,ngag dbang bstan 'dzin rnam   rgyal,,NO
2180,P106,Lobzang Yeshe,,YES,4490,P2759,Pelden Drakpa,,YES
2180,P106,Lobzang Yeshe,,YES,4492,P2760,Gyeltsen Sengge,,YES
2180,P106,Lobzang Yeshe,,YES,4493,P2761,Ngawang Namkha Zangpo,,YES
2180,P106,Lobzang Yeshe,,YES,5384,P3072,blo bzang bstan 'dzin,,NO
2180,P106,Lobzang Yeshe,,YES,5510,P3189,dge 'dun don grub,,NO
2180,P106,Lobzang Yeshe,,YES,5521,P3199,blo bzang mtha' yas,,NO
2180,P106,Lobzang Yeshe,,YES,5773,P3430,blo bzang mgon po,,NO
2180,P106,Lobzang Yeshe,,YES,9808,P7161,"ye shes bstan 'dzin, kun spangs",,NO
3957,P2271,Droton Dutsi Drakpa,,YES,2181,P1060,Chim Namkha Drak,,YES
4359,P2640,Sanggye Gompa Sengge,,YES,2181,P1060,Chim Namkha Drak,,YES
6393,P3998,Chokyi Lama,,YES,2181,P1060,Chim Namkha Drak,,YES
2181,P1060,Chim Namkha Drak,,YES,2481,P1217,bcom ldan rig pa'i ral gri,,NO
2181,P1060,Chim Namkha Drak,,YES,2483,P1219,Kyoton Monlam Tsultrim,,YES
2181,P1060,Chim Namkha Drak,,YES,2577,P1303,Drakpa Sherab,,YES
2181,P1060,Chim Namkha Drak,,YES,4357,P2639,bsod nams ye shes,,NO
2181,P1060,Chim Namkha Drak,,YES,6004,P3644,byang chub 'bum,,NO
2181,P1060,Chim Namkha Drak,,YES,6041,P3678,bsod nams mgon,,NO
2181,P1060,Chim Namkha Drak,,YES,6394,P3999,yal ldings pa,,NO
2181,P1060,Chim Namkha Drak,,YES,8294,P5741,shAkya 'bum,,NO
2181,P1060,Chim Namkha Drak,,YES,2575,P1301,grags pa don grub,,NO
2915,P1614,Drakpa Gyeltsen,,YES,2183,P10601,lcags kyi rdo rje,,NO
2919,P1618,Sonam Tsemo,,YES,2183,P10601,lcags kyi rdo rje,,NO
2919,P1618,Sonam Tsemo,,YES,2184,P10602,gtsug tor,,NO
2915,P1614,Drakpa Gyeltsen,,YES,2185,P10603,byang chub grags pa,,NO
2915,P1614,Drakpa Gyeltsen,,YES,2186,P10604,yon tan,,NO
2915,P1614,Drakpa Gyeltsen,,YES,2187,P10605,brtson 'grus grags pa,,NO
2915,P1614,Drakpa Gyeltsen,,YES,2188,P10606,bshes gnyen grags pa,,NO
2915,P1614,Drakpa Gyeltsen,,YES,2189,P10607,rig 'dzin grags pa,,NO
2915,P1614,Drakpa Gyeltsen,,YES,2190,P10608,dkon mchog grags pa,,NO
2915,P1614,Drakpa Gyeltsen,,YES,2191,P10609,blo gros grags pa,,NO
2915,P1614,Drakpa Gyeltsen,,YES,2193,P10610,khams kyi 'dzi ston,,NO
2915,P1614,Drakpa Gyeltsen,,YES,2194,P10611,jigs med grags pa,,NO
2915,P1614,Drakpa Gyeltsen,,YES,2195,P10612,shes rab rin chen,,NO
4354,P2636,Marpa Chokyi Lodro,,YES,2200,P10617,nya ma dpal mo,,NO
4354,P2636,Marpa Chokyi Lodro,,YES,2201,P10618,byung gnas rgyal mtshan,,NO
4354,P2636,Marpa Chokyi Lodro,,YES,2202,P10619,ba rang lba ba can,,NO
2203,P1062,Zhangton Konchok Pel,,YES,5406,P3092,Naza Drakpukpa Sonam Pel,,YES
10457,P7774,Khenpo Jigme Puntsok,,YES,2216,P10631,jam dbyangs grub pa'i blo gros,,NO
9929,P7274,Khenpo Munsel,,YES,2219,P10634,blo gros rgya mtsho,,NO
9945,P7289,Choying Khyabdel,,YES,2219,P10634,blo gros rgya mtsho,,NO
10457,P7774,Khenpo Jigme Puntsok,,YES,2219,P10634,blo gros rgya mtsho,,NO
10457,P7774,Khenpo Jigme Puntsok,,YES,2224,P10639,jam dbyangs chos kyi blo gros,,NO
3274,P194,Jampa Gyatso,,YES,2246,P10659,pad+ma mchog dpal bzang po,,NO
3822,P215,Tubten Chokyi Nyima,,YES,2246,P10659,pad+ma mchog dpal bzang po,,NO
8156,P5617,Kachen Lobzang Zotpa,,YES,2246,P10659,pad+ma mchog dpal bzang po,,NO
9990,P733,Jamyang Khyentse Chokyi Lodro,,YES,2264,P10675,dge 'dun chos 'dzin,,NO
2280,P1069,Yeshe Rinchen,,YES,11307,P858,Tukje Tsondru,,YES
2280,P1069,Yeshe Rinchen,,YES,5611,P3280,zhang,,NO
2327,P1078,Lobzang Donyo,,YES,3227,P1898,blo bzang bstan pa'i rgyal   mtshan,,NO
6065,P37,Ngawang Lobzang Gyatso,,YES,2328,P1079,Chokyi Gyelpo,,YES
6175,P38,Khardo Zopa Gyatso,,YES,2329,P108,Ngawang Jampa,,YES
2462,P120,Gyelwa Gyatso,,YES,2329,P108,Ngawang Jampa,,YES
3107,P179,Kelzang Gyatso,,YES,2329,P108,Ngawang Jampa,,YES
2329,P108,Ngawang Jampa,,YES,3877,P22,Longdol Lama Ngawang Lobzang,,YES
2329,P108,Ngawang Jampa,,YES,2985,P168,dpal ldan ye shes,,NO
2329,P108,Ngawang Jampa,,YES,2996,P169,Konchok Jigme Wangpo,,YES
2329,P108,Ngawang Jampa,,YES,3008,P170,Lobzang Chokyi Nyima,,YES
2329,P108,Ngawang Jampa,,YES,3096,P178,Kelzang Tubten Jigme,,NO
2329,P108,Ngawang Jampa,,YES,3141,P182,Rolpai Dorje,,YES
2329,P108,Ngawang Jampa,,YES,5479,P316,Arik Geshe Jampa Gelek Gyeltsen,,YES
2329,P108,Ngawang Jampa,,YES,5685,P335,ye shes dpal 'byor,,NO
2329,P108,Ngawang Jampa,,YES,9361,P675,Lobzang Trinle,,YES
2329,P108,Ngawang Jampa,,YES,3186,P1860,blo bzang chos grags,,NO
2329,P108,Ngawang Jampa,,YES,3729,P2063,blo bzang thugs rje,,NO
2329,P108,Ngawang Jampa,,YES,3970,P2283,ye shes mtha' yas,,NO
2329,P108,Ngawang Jampa,,YES,4495,P2763,Samten Puntsok,,YES
2329,P108,Ngawang Jampa,,YES,4499,P2767,Lobzang Monlam,,YES
2329,P108,Ngawang Jampa,,YES,5484,P3164,byams pa dge legs rgyal mtshan   'od zer,,NO
2329,P108,Ngawang Jampa,,YES,5835,P3487,bsod nams dbang rgyal,,NO
2329,P108,Ngawang Jampa,,YES,6162,P3788,bstan pa rgya mtsho,,NO
6065,P37,Ngawang Lobzang Gyatso,,YES,2330,P1080,Ngawang Chokyi Wangchuk,,YES
3085,P177,Yonten Gyatso,,YES,2330,P1080,Ngawang Chokyi Wangchuk,,YES
9839,P719,Lobzang Chokyi Gyeltsen,,YES,2330,P1080,Ngawang Chokyi Wangchuk,,YES
2330,P1080,Ngawang Chokyi Wangchuk,,YES,7157,P4694,ngag dbang rdo rje,,NO
9839,P719,Lobzang Chokyi Gyeltsen,,YES,2333,P1083,blo bzang dam chos rgyal mtshan,,NO
3010,P1701,Lekden Dorje,,YES,2338,P1089,Nesar Jamyang Khyentse Wangchuk,,YES
5437,P3120,Janglingpa Tashi Gyeltsen,,YES,2338,P1089,Nesar Jamyang Khyentse Wangchuk,,YES
5858,P3507,Gorumpa Kunga Lekpa,,YES,2338,P1089,Nesar Jamyang Khyentse Wangchuk,,YES
2338,P1089,Nesar Jamyang Khyentse Wangchuk,,YES,10602,P792,dbang phyug rab brtan,,NO
2338,P1089,Nesar Jamyang Khyentse Wangchuk,,YES,2340,P1090,Labsum Gyeltsen,,YES
2338,P1089,Nesar Jamyang Khyentse Wangchuk,,YES,5860,P3509,bsod nams chos 'phel,,NO
2338,P1089,Nesar Jamyang Khyentse Wangchuk,,YES,6262,P3879,kun dga' legs pa,,NO
5652,P332,Ngawang Tsultrim,,YES,2339,P109,Jampel Gyatso,,YES
4496,P2764,Ngawang Chodrak,,YES,2339,P109,Jampel Gyatso,,YES
4498,P2766,Lobzang Tenpa,,YES,2339,P109,Jampel Gyatso,,YES
2339,P109,Jampel Gyatso,,YES,4589,P285,bstan pa'i nyi ma,,NO
2339,P109,Jampel Gyatso,,YES,4643,P290,ngag dbang blo bzang bstan pa'i   rgyal mtshan,,NO
2339,P109,Jampel Gyatso,,YES,4730,P298,Konchok Tenpai Dronme,,YES
2339,P109,Jampel Gyatso,,YES,5317,P301,Ngawang Chopel,,YES
2339,P109,Jampel Gyatso,,YES,5328,P302,Yeshe Lobzang Tenpai Gonpo,,YES
2339,P109,Jampel Gyatso,,YES,5392,P308,blo bzang bstan 'dzin rgya   mtsho,,NO
2339,P109,Jampel Gyatso,,YES,2819,P1526,Yeshe Tardo,,YES
2339,P109,Jampel Gyatso,,YES,3059,P1746,dkon mchog dam chos yar 'phel,,NO
2339,P109,Jampel Gyatso,,YES,4410,P2687,kun bzang bstan pa'i rgyal   mtshan,,NO
2339,P109,Jampel Gyatso,,YES,6013,P3652,blo bzang chos dar,,NO
2339,P109,Jampel Gyatso,,YES,7071,P4616,ngag dbang bstan 'dzin,,NO
2339,P109,Jampel Gyatso,,YES,7128,P4668,blo bzang bstan pa'i rgyal   mtshan,,NO
