teacher_id,tbrc_teacher_id,teacher_default_name,teacher_default_name-_lang-encoding,teacher_has_bio,student_id,student_bdrc_id,student_default_name,student_default_name-_lang-encoding,student_has_bio
2180,P106,"Lobzang Yeshe",2,5,2926,P8LS13405,"Lobzang Samten",2,5
2180,P106,"Lobzang Yeshe",2,5,2931,P1629,"Drakpa Shedrub",2,5
2180,P106,"Lobzang Yeshe",2,5,3049,P1737,"Lobzang Tenpai Gyeltsen",2,5
2180,P106,"Lobzang Yeshe",2,5,3328,P1989,"ngag dbang chos 'phel",2,NULL
2180,P106,"Lobzang Yeshe",2,5,3829,P2156,"blo bzang 'phrin las",2,NULL
2180,P106,"Lobzang Yeshe",2,5,3972,P2285,"blo bzang bstan 'dzin",2,NULL
2180,P106,"Lobzang Yeshe",2,5,3993,P2303,"bsam gtan rgya mtsho",2,NULL
2180,P106,"Lobzang Yeshe",2,5,3994,P2304,"blo bzang bzod pa",2,NULL
2180,P106,"Lobzang Yeshe",2,5,4153,P2450,"ngag dbang bstan 'dzin rnam   rgyal",2,NULL
2180,P106,"Lobzang Yeshe",2,5,4490,P2759,"Pelden Drakpa",2,5
2180,P106,"Lobzang Yeshe",2,5,4492,P2760,"Gyeltsen Sengge",2,5
2180,P106,"Lobzang Yeshe",2,5,4493,P2761,"Ngawang Namkha Zangpo",2,5
2180,P106,"Lobzang Yeshe",2,5,5510,P3189,"dge 'dun don grub",2,NULL
2180,P106,"Lobzang Yeshe",2,5,5521,P3199,"blo bzang mtha' yas",2,NULL
2180,P106,"Lobzang Yeshe",2,5,5773,P3430,"blo bzang mgon po",2,NULL
2180,P106,"Lobzang Yeshe",2,5,9808,P7161,"ye shes bstan 'dzin, kun spangs",2,NULL
3957,P2271,"Droton Dutsi Drakpa",2,5,2181,P1060,"Chim Namkha Drak",2,5
4359,P2640,"Sanggye Gompa Sengge",2,5,2181,P1060,"Chim Namkha Drak",2,5
6002,P3642,"blo brtan mnyam med",1,NULL,2181,P1060,"Chim Namkha Drak",1,5
6003,P3643,"bkra shis sgang pa",1,NULL,2181,P1060,"Chim Namkha Drak",1,5
6383,P3989,"ma Ni hUM 'bar",1,NULL,2181,P1060,"Chim Namkha Drak",1,5
6393,P3998,"Chokyi Lama",2,5,2181,P1060,"Chim Namkha Drak",2,5
2181,P1060,"Chim Namkha Drak",2,5,2481,P1217,"bcom ldan rig pa'i ral gri",2,NULL
2181,P1060,"Chim Namkha Drak",2,5,2483,P1219,"Kyoton Monlam Tsultrim",2,5
2181,P1060,"Chim Namkha Drak",2,5,2577,P1303,"Drakpa Sherab",2,5
2181,P1060,"Chim Namkha Drak",2,5,4357,P2639,"bsod nams ye shes",2,NULL
2181,P1060,"Chim Namkha Drak",2,5,6004,P3644,"byang chub 'bum",2,NULL
2181,P1060,"Chim Namkha Drak",2,5,6041,P3678,"bsod nams mgon",2,NULL
2181,P1060,"Chim Namkha Drak",2,5,6394,P3999,"yal ldings pa",2,NULL
2181,P1060,"Chim Namkha Drak",2,5,8294,P5741,"shAkya 'bum",2,NULL
2181,P1060,"Chim Namkha Drak",2,5,2575,P1301,"grags pa don grub",2,NULL
2182,P10600,"chos dpal bzang po",1,NULL,3191,P1865,"Jamyang Donyo Gyeltsen",1,5
2915,P1614,"Drakpa Gyeltsen",2,5,2183,P10601,"lcags kyi rdo rje",2,NULL
2919,P1618,"Sonam Tsemo",2,5,2183,P10601,"lcags kyi rdo rje",2,NULL
2919,P1618,"Sonam Tsemo",2,5,2184,P10602,"gtsug tor",2,NULL
2915,P1614,"Drakpa Gyeltsen",2,5,2185,P10603,"byang chub grags pa",2,NULL
2915,P1614,"Drakpa Gyeltsen",2,5,2186,P10604,"yon tan",2,NULL
2915,P1614,"Drakpa Gyeltsen",2,5,2187,P10605,"brtson 'grus grags pa",2,NULL
2915,P1614,"Drakpa Gyeltsen",2,5,2188,P10606,"bshes gnyen grags pa",2,NULL
2915,P1614,"Drakpa Gyeltsen",2,5,2189,P10607,"rig 'dzin grags pa",2,NULL
2915,P1614,"Drakpa Gyeltsen",2,5,2190,P10608,"dkon mchog grags pa",2,NULL
2915,P1614,"Drakpa Gyeltsen",2,5,2191,P10609,"blo gros grags pa",2,NULL
5542,P3217,"darpa na A tsarya",1,NULL,2192,P1061,"shes rab rin chen",1,NULL
2192,P1061,"shes rab rin chen",1,NULL,3006,P1699,"Ngari Paṇchen Pema Wanggyel",1,5
2915,P1614,"Drakpa Gyeltsen",2,5,2193,P10610,"khams kyi 'dzi ston",2,NULL
2915,P1614,"Drakpa Gyeltsen",2,5,2194,P10611,"'jigs med grags pa",2,NULL
2915,P1614,"Drakpa Gyeltsen",2,5,2195,P10612,"shes rab rin chen",2,NULL
10846,P815,"karma 'phrin las pa",1,NULL,2197,P10614,"'jam dbyangs bkra shis rnam   rgyal",1,NULL
10909,P821,"Chodrak Gyatso",2,4,2197,P10614,"'jam dbyangs bkra shis rnam   rgyal",2,NULL
4354,P2636,"Marpa Chokyi Lodro",2,5,2200,P10617,"nya ma dpal mo",2,NULL
4354,P2636,"Marpa Chokyi Lodro",2,5,2201,P10618,"'byung gnas rgyal mtshan",2,NULL
4354,P2636,"Marpa Chokyi Lodro",2,5,2202,P10619,"ba rang lba ba can",2,NULL
2203,P1062,"Zhangton Konchok Pel",2,5,5406,P3092,"Naza Drakpukpa Sonam Pel",2,5
2204,P10620,"dge 'dun bzang po",1,NULL,6230,P385,"Mikyo Dorje",1,4
2213,P10629,"gzhon nu mgon po",1,NULL,2491,P1226,"Lama Dampa Sonam Gyeltsen",1,5
10457,P7774,"Khenpo Jigme Puntsok",2,5,2216,P10631,"'jam dbyangs grub pa'i blo gros",2,NULL
11260,P8537,"dam pa pad+ma",1,NULL,2216,P10631,"'jam dbyangs grub pa'i blo gros",1,NULL
9929,P7274,"Khenpo Munsel",2,5,2219,P10634,"blo gros rgya mtsho",2,NULL
9945,P7289,"Choying Khyabdel",2,5,2219,P10634,"blo gros rgya mtsho",2,NULL
10457,P7774,"Khenpo Jigme Puntsok",2,5,2219,P10634,"blo gros rgya mtsho",2,NULL
2220,P10635,"gar dbang nyin byed bshad   sgrub 'phrin las",1,NULL,2219,P10634,"blo gros rgya mtsho",1,NULL
3146,P1824,"rin chen bzang po",1,NULL,2678,P1397,"'jam dbyangs grags pa",1,NULL
10457,P7774,"Khenpo Jigme Puntsok",2,5,2224,P10639,"'jam dbyangs chos kyi blo gros",2,NULL
10593,P7911,"tshul khrims blo gros",1,NULL,2224,P10639,"'jam dbyangs chos kyi blo gros",1,NULL
5608,P3278,"rin chen shes rab",1,NULL,2225,P1064,"sangs rgyas sras",1,NULL
5749,P3407,"rin chen 'od",1,NULL,2225,P1064,"sangs rgyas sras",1,NULL
2225,P1064,"sangs rgyas sras",1,NULL,5750,P3408,"Bakton Zhonnu Tsultrim",1,5
2225,P1064,"sangs rgyas sras",1,NULL,6256,P3873,"rgyal bzang dpal",1,NULL
9214,P6610,"kun bzang nyi ma",1,NULL,2240,P10653,"gar dbang rgyal mchog gling pa",1,NULL
11436,P8696,"thub bstan chos kyi grags pa",1,NULL,2241,P10654,"'jam dbyangs thub bstan snyan   grags",1,NULL
3274,P194,"Jampa Gyatso",2,5,2246,P10659,"pad+ma mchog dpal bzang po",2,NULL
3822,P215,"Tubten Chokyi Nyima",2,5,2246,P10659,"pad+ma mchog dpal bzang po",2,NULL
8156,P5617,"Kachen Lobzang Zotpa",2,5,2246,P10659,"pad+ma mchog dpal bzang po",2,NULL
2248,P10660,"ngag dbang yon tan",1,NULL,2246,P10659,"pad+ma mchog dpal bzang po",1,NULL
6327,P3938,"rgyal mtshan rin chen",1,NULL,2247,P1066,"kun dga' smon lam",1,NULL
2252,P10664,"ngag dbang 'jam dpal rgya mtsho",1,NULL,5092,P2JM371,"dge rgyal mkhan po thub bstan rnam rgyal",1,NULL
2263,P10674,"'phrin las thogs med",1,NULL,2262,P10673,"blo bzang bstan 'dzin bsam don   lhun grub",1,NULL
9990,P733,"Jamyang Khyentse Chokyi Lodro",2,5,2264,P10675,"dge 'dun chos 'dzin",2,NULL
2265,P10676,"dge 'dun bsam gtan",1,NULL,9450,P6832,"dge 'dun blo bzang",1,NULL
2266,P10677,"shes rab",1,NULL,9450,P6832,"dge 'dun blo bzang",1,NULL
2267,P10678,"'jam dbyangs dge 'dun rgya   mtsho",1,NULL,9450,P6832,"dge 'dun blo bzang",1,NULL
9450,P6832,"dge 'dun blo bzang",1,NULL,2268,P10679,"'jigs med mkhas btsun lung rigs   rgya mtsho",1,NULL
2270,P10680,"dpal ldan",1,NULL,9450,P6832,"dge 'dun blo bzang",1,NULL
5608,P3278,"rin chen shes rab",1,NULL,2280,P1069,"Yeshe Rinchen",1,5
5609,P3279,"tshul khrims dar ma",1,NULL,2280,P1069,"Yeshe Rinchen",1,5
2280,P1069,"Yeshe Rinchen",2,5,11307,P858,"Tukje Tsondru",2,5
2280,P1069,"Yeshe Rinchen",2,5,5611,P3280,zhang,2,NULL
2285,P10694,"ye shes bkra shis",1,NULL,4578,P284,"blo bzang bstan 'dzin dpal   'byor",1,NULL
2286,P10695,"grags pa blo bzang",1,NULL,4578,P284,"blo bzang bstan 'dzin dpal   'byor",1,NULL
2287,P10696,"rdo rje grags pa",1,NULL,4578,P284,"blo bzang bstan 'dzin dpal   'byor",1,NULL
2351,P110,"blo bzang byams pa",1,NULL,2291,P107,"blo bzang rnam rgyal",1,NULL
2362,P111,"'jam dbyangs chos 'phel",1,NULL,2291,P107,"blo bzang rnam rgyal",1,NULL
2373,P112,"blo bzang 'phrin las",1,NULL,2291,P107,"blo bzang rnam rgyal",1,NULL
2384,P113,"blo bzang tshe dbang",1,NULL,2291,P107,"blo bzang rnam rgyal",1,NULL
2395,P114,"blo bzang rig grol",1,NULL,2291,P107,"blo bzang rnam rgyal",1,NULL
2406,P115,"'phrin las chos 'phel",1,NULL,2291,P107,"blo bzang rnam rgyal",1,NULL
2417,P116,"chos kyi rgya mtsho",1,NULL,2291,P107,"blo bzang rnam rgyal",1,NULL
2428,P117,"lhun grub rgya mtsho",1,NULL,2291,P107,"blo bzang rnam rgyal",1,NULL
5773,P3430,"blo bzang mgon po",1,NULL,2291,P107,"blo bzang rnam rgyal",1,NULL
2291,P107,"blo bzang rnam rgyal",1,NULL,2439,P118,"blo bzang 'byung gnas",1,NULL
2291,P107,"blo bzang rnam rgyal",1,NULL,2450,P119,"ye shes skal ldan",1,NULL
2291,P107,"blo bzang rnam rgyal",1,NULL,3034,P1723,"rgya mtsho mtha' yas",1,NULL
2291,P107,"blo bzang rnam rgyal",1,NULL,4013,P2321,"tshangs dbyangs rin chen",1,NULL
2291,P107,"blo bzang rnam rgyal",1,NULL,8305,P5751,"dpal ldan ye shes",1,NULL
4578,P284,"blo bzang bstan 'dzin dpal   'byor",1,NULL,2296,P10703,"ye shes lhun grub",1,NULL
4578,P284,"blo bzang bstan 'dzin dpal   'byor",1,NULL,2297,P10704,"bsam gtan chos 'phel",1,NULL
4578,P284,"blo bzang bstan 'dzin dpal   'byor",1,NULL,2298,P10705,"dpal ldan yon tan",1,NULL
4578,P284,"blo bzang bstan 'dzin dpal   'byor",1,NULL,2300,P10707,"blo bzang smon lam",1,NULL
5402,P3089,"rig pa'i seng+ge",1,NULL,2314,P1072,"Rinchen Gyeltsen",1,5
2318,P10723,"blo bzang bstan pa'i rgya   mtsho",1,NULL,2317,P10722,"shes rab rgya mtsho",1,NULL
2319,P10724,"yon tan rgyal mtshan",1,NULL,4589,P285,"bstan pa'i nyi ma",1,NULL
3747,P208,"bsod nams rgya mtsho",1,NULL,2320,P10725,"rin chen bzang po",1,NULL
2985,P168,"dpal ldan ye shes",1,NULL,2321,P10726,"blo bzang bstan 'dzin rgyal   mtshan",1,NULL
2325,P1076,"ngag dbang ye shes grub pa",1,NULL,9096,P650,"chos dbyings rang grol",1,NULL
2327,P1078,"Lobzang Donyo",2,5,3227,P1898,"blo bzang bstan pa'i rgyal   mtshan",2,NULL
6065,P37,"Ngawang Lobzang Gyatso",2,5,2328,P1079,"Chokyi Gyelpo",2,5
6175,P38,"Khardo Zopa Gyatso",2,5,2329,P108,"Ngawang Jampa",2,5
2462,P120,"Gyelwa Gyatso",2,5,2329,P108,"Ngawang Jampa",2,5
2473,P121,"ngag dbang rgya mtsho",1,NULL,2329,P108,"Ngawang Jampa",1,5
3107,P179,"Kelzang Gyatso",2,5,2329,P108,"Ngawang Jampa",2,5
4037,P2343,"grags pa phun tshogs",1,NULL,2329,P108,"Ngawang Jampa",1,5
4038,P2344,"chos skyong rgyal",1,NULL,2329,P108,"Ngawang Jampa",1,5
4040,P2346,"blo bzang rgyal mtshan",1,NULL,2329,P108,"Ngawang Jampa",1,5
4041,P2347,"blo bzang chos 'phel",1,NULL,2329,P108,"Ngawang Jampa",1,5
4042,P2348,"bsod nams grags pa",1,NULL,2329,P108,"Ngawang Jampa",1,5
5510,P3189,"dge 'dun don grub",1,NULL,2329,P108,"Ngawang Jampa",1,5
5834,P3486,"'jam dpal rgya mtsho",1,NULL,2329,P108,"Ngawang Jampa",1,5
8207,P5663,"blo bzang sbyin pa",1,NULL,2329,P108,"Ngawang Jampa",1,5
2329,P108,"Ngawang Jampa",2,5,3877,P22,"Longdol Lama Ngawang Lobzang",2,5
2329,P108,"Ngawang Jampa",2,5,2985,P168,"dpal ldan ye shes",2,NULL
2329,P108,"Ngawang Jampa",2,5,2996,P169,"Konchok Jigme Wangpo",2,5
2329,P108,"Ngawang Jampa",2,5,3008,P170,"Lobzang Chokyi Nyima",2,5
2329,P108,"Ngawang Jampa",2,5,3096,P178,"Kelzang Tubten Jigme",2,NULL
2329,P108,"Ngawang Jampa",2,5,3141,P182,"Rolpai Dorje",2,5
2329,P108,"Ngawang Jampa",2,5,5479,P316,"Arik Geshe Jampa Gelek Gyeltsen",2,5
2329,P108,"Ngawang Jampa",2,5,5685,P335,"ye shes dpal 'byor",2,NULL
2329,P108,"Ngawang Jampa",2,5,9361,P675,"Lobzang Trinle",2,5
2329,P108,"Ngawang Jampa",2,5,3186,P1860,"blo bzang chos grags",2,NULL
2329,P108,"Ngawang Jampa",2,5,3729,P2063,"blo bzang thugs rje",2,NULL
2329,P108,"Ngawang Jampa",2,5,3970,P2283,"ye shes mtha' yas",2,NULL
2329,P108,"Ngawang Jampa",2,5,4495,P2763,"Samten Puntsok",2,5
2329,P108,"Ngawang Jampa",2,5,4499,P2767,"Lobzang Monlam",2,5
2329,P108,"Ngawang Jampa",2,5,5835,P3487,"bsod nams dbang rgyal",2,NULL
2329,P108,"Ngawang Jampa",2,5,6162,P3788,"bstan pa rgya mtsho",2,NULL
6065,P37,"Ngawang Lobzang Gyatso",2,5,2330,P1080,"Ngawang Chokyi Wangchuk",2,5
3085,P177,"Yonten Gyatso",2,5,2330,P1080,"Ngawang Chokyi Wangchuk",2,5
9839,P719,"Lobzang Chokyi Gyeltsen",2,5,2330,P1080,"Ngawang Chokyi Wangchuk",2,5
2330,P1080,"Ngawang Chokyi Wangchuk",2,5,7157,P4694,"ngag dbang rdo rje",2,NULL
9839,P719,"Lobzang Chokyi Gyeltsen",2,5,2333,P1083,"blo bzang dam chos rgyal mtshan",2,NULL
3183,P1858,"brtson 'grus rgyal mtshan",1,NULL,2333,P1083,"blo bzang dam chos rgyal mtshan",1,NULL
3800,P2129,"nam mkha' rdo rje",1,NULL,2333,P1083,"blo bzang dam chos rgyal mtshan",1,NULL
2333,P1083,"blo bzang dam chos rgyal mtshan",1,NULL,3328,P1989,"ngag dbang chos 'phel",1,NULL
2333,P1083,"blo bzang dam chos rgyal mtshan",1,NULL,3800,P2129,"nam mkha' rdo rje",1,NULL
2333,P1083,"blo bzang dam chos rgyal mtshan",1,NULL,7194,P4727,"chos skyong rgya mtsho",1,NULL
2337,P1088,"dkon mchog rgyal",1,NULL,9105,P651,"Dudul Dorje",1,5
10539,P786,"blo gsal rgya mtsho",1,NULL,2338,P1089,"Nesar Jamyang Khyentse Wangchuk",1,5
3010,P1701,"Lekden Dorje",2,5,2338,P1089,"Nesar Jamyang Khyentse Wangchuk",2,5
5437,P3120,"Janglingpa Tashi Gyeltsen",2,5,2338,P1089,"Nesar Jamyang Khyentse Wangchuk",2,5
5858,P3507,"Gorumpa Kunga Lekpa",2,5,2338,P1089,"Nesar Jamyang Khyentse Wangchuk",2,5
6261,P3878,"nam mkha' gzi brjid",1,NULL,2338,P1089,"Nesar Jamyang Khyentse Wangchuk",1,5
9819,P7171,"smon lam rgyal mtshan",1,NULL,2338,P1089,"Nesar Jamyang Khyentse Wangchuk",1,5
2338,P1089,"Nesar Jamyang Khyentse Wangchuk",2,5,2340,P1090,"Labsum Gyeltsen",2,5
2338,P1089,"Nesar Jamyang Khyentse Wangchuk",2,5,5860,P3509,"bsod nams chos 'phel",2,NULL
2338,P1089,"Nesar Jamyang Khyentse Wangchuk",2,5,6262,P3879,"kun dga' legs pa",2,NULL
2985,P168,"dpal ldan ye shes",1,NULL,2339,P109,"Jampel Gyatso",1,5
5652,P332,"Ngawang Tsultrim",2,5,2339,P109,"Jampel Gyatso",2,5
4496,P2764,"Ngawang Chodrak",2,5,2339,P109,"Jampel Gyatso",2,5
4498,P2766,"Lobzang Tenpa",2,5,2339,P109,"Jampel Gyatso",2,5
2339,P109,"Jampel Gyatso",2,5,4589,P285,"bstan pa'i nyi ma",2,NULL
2339,P109,"Jampel Gyatso",2,5,4643,P290,"ngag dbang blo bzang bstan pa'i   rgyal mtshan",2,NULL
2339,P109,"Jampel Gyatso",2,5,4730,P298,"Konchok Tenpai Dronme",2,5
2339,P109,"Jampel Gyatso",2,5,5317,P301,"Ngawang Chopel",2,5
2339,P109,"Jampel Gyatso",2,5,5328,P302,"Yeshe Lobzang Tenpai Gonpo",2,5
2339,P109,"Jampel Gyatso",2,5,5392,P308,"blo bzang bstan 'dzin rgya   mtsho",2,NULL
2339,P109,"Jampel Gyatso",2,5,2819,P1526,"Yeshe Tardo",2,5
2339,P109,"Jampel Gyatso",2,5,3059,P1746,"dkon mchog dam chos yar 'phel",2,NULL
2339,P109,"Jampel Gyatso",2,5,4410,P2687,"kun bzang bstan pa'i rgyal   mtshan",2,NULL
2339,P109,"Jampel Gyatso",2,5,6013,P3652,"blo bzang chos dar",2,NULL
2339,P109,"Jampel Gyatso",2,5,7071,P4616,"ngag dbang bstan 'dzin",2,NULL
2339,P109,"Jampel Gyatso",2,5,7128,P4668,"blo bzang bstan pa'i rgyal   mtshan",2,NULL
2339,P109,"Jampel Gyatso",2,5,7162,P4699,"Ngawang Khedrub",2,5
2339,P109,"Jampel Gyatso",2,5,10412,P7732,"Mingyur Pende Gyatso",2,5
2340,P1090,"Labsum Gyeltsen",2,5,10602,P792,"dbang phyug rab brtan",2,NULL
2340,P1090,"Labsum Gyeltsen",2,5,5860,P3509,"bsod nams chos 'phel",2,NULL
2343,P1093,"rin chen phun tshogs",1,NULL,4557,P282,"ye shes rgya mtsho",1,NULL
4589,P285,"bstan pa'i nyi ma",1,NULL,2344,P1094,"ngag dbang chos 'dzin",1,NULL
2368,P1115,"ye shes bstan 'dzin",1,NULL,2344,P1094,"ngag dbang chos 'dzin",1,NULL
3034,P1723,"rgya mtsho mtha' yas",1,NULL,2344,P1094,"ngag dbang chos 'dzin",1,NULL
2344,P1094,"ngag dbang chos 'dzin",1,NULL,4536,P280,"ye shes don grub bstan pa'i   rgyal mtshan",1,NULL
2344,P1094,"ngag dbang chos 'dzin",1,NULL,4557,P282,"ye shes rgya mtsho",1,NULL
2344,P1094,"ngag dbang chos 'dzin",1,NULL,5371,P306,"Jangchub Chopel",1,5
2344,P1094,"ngag dbang chos 'dzin",1,NULL,5396,P3083,"grags pa brtson 'grus",1,NULL
2344,P1094,"ngag dbang chos 'dzin",1,NULL,5397,P3084,"nyi ma chos 'phel",1,NULL
2345,P1095,"skal bzang mkhas grub",1,NULL,4546,P281,"dkon mchog rgya mtsho",1,NULL
2345,P1095,"skal bzang mkhas grub",1,NULL,4557,P282,"ye shes rgya mtsho",1,NULL
2345,P1095,"skal bzang mkhas grub",1,NULL,6508,P4102,"blo bzang bstan pa chos 'phel",1,NULL
2345,P1095,"skal bzang mkhas grub",1,NULL,12560,P9737,"dbang chen dgyes rab rdo rje",1,NULL
5640,P3309,"ngag dbang blo bzang bstan pa   dar rgyas",1,NULL,2348,P1098,"tshul khrims bstan pa'i nyi ma",1,NULL
2348,P1098,"tshul khrims bstan pa'i nyi ma",1,NULL,4568,P283,"ngag dbang bshad sgrub bstan   pa'i nyi ma",1,NULL
2348,P1098,"tshul khrims bstan pa'i nyi ma",1,NULL,5642,P3310,"bsod nams bstan pa'i nyi ma",1,NULL
5403,P309,"ngag dbang bstan 'dzin 'phrin   las",1,NULL,2349,P1099,"grags pa mkhas grub",1,NULL
3134,P1813,"Ngawang Jamyang Tenzin Gyatso",2,5,2349,P1099,"grags pa mkhas grub",2,NULL
2349,P1099,"grags pa mkhas grub",1,NULL,4568,P283,"ngag dbang bshad sgrub bstan   pa'i nyi ma",1,NULL
3307,P197,"Tubten Gyatso",2,5,2350,P11,"thub bstan rnam grol",2,NULL
2354,P1102,"chos bzang dar rgyas",1,NULL,4546,P281,"dkon mchog rgya mtsho",1,NULL
2355,P1103,"chos ldan dge rgan",1,NULL,4546,P281,"dkon mchog rgya mtsho",1,NULL
2996,P169,"Konchok Jigme Wangpo",2,5,2356,P1104,"'jigs med rig pa'i seng+ge",2,NULL
5385,P3073,"ngag dbang grags pa",1,NULL,2356,P1104,"'jigs med rig pa'i seng+ge",1,NULL
2356,P1104,"'jigs med rig pa'i seng+ge",1,NULL,3074,P176,"Konchok Gyeltsen",1,5
2356,P1104,"'jigs med rig pa'i seng+ge",1,NULL,4546,P281,"dkon mchog rgya mtsho",1,NULL
2356,P1104,"'jigs med rig pa'i seng+ge",1,NULL,6198,P382,"Jamyang Tubten Nyima",1,5
2356,P1104,"'jigs med rig pa'i seng+ge",1,NULL,5912,P3560,"dkon mchog dge legs rgyal   mtshan",1,NULL
3074,P176,"Konchok Gyeltsen",2,5,2357,P1105,"dkon mchog dpal 'dzin",2,NULL
3823,P2150,"ngag dbang snyan grags",1,NULL,2357,P1105,"dkon mchog dpal 'dzin",1,NULL
3824,P2151,"brtson 'grus",1,NULL,2357,P1105,"dkon mchog dpal 'dzin",1,NULL
5347,P3038,"'jigs med dam chos",1,NULL,2357,P1105,"dkon mchog dpal 'dzin",1,NULL
7071,P4616,"ngag dbang bstan 'dzin",1,NULL,2357,P1105,"dkon mchog dpal 'dzin",1,NULL
2357,P1105,"dkon mchog dpal 'dzin",1,NULL,2495,P123,"Sherab Gyatso",1,5
2357,P1105,"dkon mchog dpal 'dzin",1,NULL,4546,P281,"dkon mchog rgya mtsho",1,NULL
2357,P1105,"dkon mchog dpal 'dzin",1,NULL,4208,P2500,"dkon mchog bstan pa'i rgyal   mtshan",1,NULL
2357,P1105,"dkon mchog dpal 'dzin",1,NULL,5907,P3555,"blo bzang bstan 'dzin",1,NULL
2358,P1106,"blo bzang bkra shis",1,NULL,4546,P281,"dkon mchog rgya mtsho",1,NULL
3877,P22,"Longdol Lama Ngawang Lobzang",2,5,2361,P1109,"blo bzang bstan 'dzin",2,NULL
2361,P1109,"blo bzang bstan 'dzin",1,NULL,2506,P124,"Tubten Jigme Gyatso",1,5
2361,P1109,"blo bzang bstan 'dzin",1,NULL,3074,P176,"Konchok Gyeltsen",1,5
2362,P111,"'jam dbyangs chos 'phel",1,NULL,2373,P112,"blo bzang 'phrin las",1,NULL
2362,P111,"'jam dbyangs chos 'phel",1,NULL,3972,P2285,"blo bzang bstan 'dzin",1,NULL
2365,P1112,"ngag dbang shes rab",1,NULL,4536,P280,"ye shes don grub bstan pa'i   rgyal mtshan",1,NULL
2366,P1113,"blo bzang tshe 'phel",1,NULL,4536,P280,"ye shes don grub bstan pa'i   rgyal mtshan",1,NULL
2367,P1114,"mthu stobs nyi ma",1,NULL,4536,P280,"ye shes don grub bstan pa'i   rgyal mtshan",1,NULL
2368,P1115,"ye shes bstan 'dzin",1,NULL,3263,P193,"blo bzang bstan pa'i rgyal   mtshan",1,NULL
2368,P1115,"ye shes bstan 'dzin",1,NULL,4536,P280,"ye shes don grub bstan pa'i   rgyal mtshan",1,NULL
2368,P1115,"ye shes bstan 'dzin",1,NULL,3151,P1829,"tshul khrims nyi ma",1,NULL
2368,P1115,"ye shes bstan 'dzin",1,NULL,6177,P3800,"'jigs med lung rigs rgya mtsho",1,NULL
2368,P1115,"ye shes bstan 'dzin",1,NULL,6805,P4373,"blo bzang snyan grags",1,NULL
2370,P1117,"blo bzang bstan 'dzin",1,NULL,4524,P279,"Lobzang Chodrak Gyatso",1,5
2371,P1118,"'jam dbyangs",1,NULL,4524,P279,"Lobzang Chodrak Gyatso",1,5
2372,P1119,"blo bzang rgyal mtshan",1,NULL,4524,P279,"Lobzang Chodrak Gyatso",1,5
6065,P37,"Ngawang Lobzang Gyatso",2,5,2373,P112,"blo bzang 'phrin las",2,NULL
8304,P5750,"shes rab dpal 'byor",1,NULL,2373,P112,"blo bzang 'phrin las",1,NULL
2373,P112,"blo bzang 'phrin las",1,NULL,2921,P162,"blo bzang don grub",1,NULL
2376,P1122,"shes rab blo gros",1,NULL,4513,P278,"zla ba rgyal mtshan",1,NULL
2377,P1123,"shes rab dgongs rgyal",1,NULL,4513,P278,"zla ba rgyal mtshan",1,NULL
2378,P1124,"skal bzang chos 'phel",1,NULL,4513,P278,"zla ba rgyal mtshan",1,NULL
2381,P1127,"ye shes chos 'phel 1",1,NULL,4502,P277,"ye shes chos 'phel 2",1,NULL
2382,P1128,"thogs med grags pa",1,NULL,4502,P277,"ye shes chos 'phel 2",1,NULL
2383,P1129,"blo bzang mgon po",1,NULL,4502,P277,"ye shes chos 'phel 2",1,NULL
7512,P502,"Pelden Tsultrim",2,5,2387,P1132,"Ngorchen Kunga Zangpo",2,5
5408,P3094,"Sharchen Yeshe Gyeltsen",2,5,2387,P1132,"Ngorchen Kunga Zangpo",2,5
5626,P3296,Buddhaśrī,3,5,2387,P1132,"Ngorchen Kunga Zangpo",3,5
6257,P3874,"Sabzang Pakpa Zhonnu Lodro",2,5,2387,P1132,"Ngorchen Kunga Zangpo",2,5
6839,P4404,"kun dga' rgyal mtshan",1,NULL,2387,P1132,"Ngorchen Kunga Zangpo",1,5
7406,P4921,"skyabs mchog dpal bzang",1,NULL,2387,P1132,"Ngorchen Kunga Zangpo",1,5
8187,P5645,"bkra shis rin chen",1,NULL,2387,P1132,"Ngorchen Kunga Zangpo",1,5
2387,P1132,"Ngorchen Kunga Zangpo",2,5,6351,P396,"Shākya Chokden",2,5
2387,P1132,"Ngorchen Kunga Zangpo",2,5,7370,P489,"Paṇchen Bumdrak Sumpa",2,5
2387,P1132,"Ngorchen Kunga Zangpo",2,5,11986,P920,"Kunga Peljor",2,5
2387,P1132,"Ngorchen Kunga Zangpo",2,5,2866,P1569,"Jamyang Sherab Gyatso",2,5
2387,P1132,"Ngorchen Kunga Zangpo",2,5,5867,P3516,"blo gros dbang phyug",2,NULL
2387,P1132,"Ngorchen Kunga Zangpo",2,5,7021,P4571,"rgyal mtshan",2,NULL
2387,P1132,"Ngorchen Kunga Zangpo",2,5,8368,P5811,"shes pa rang grol",2,NULL
3296,P196,"Gendun Tendzin Gyatso",2,5,2393,P1138,"Lobzang Tsultrim Jigme Gyatso",2,5
5567,P324,"blo bzang bstan pa'i dbang   phyug",1,NULL,2393,P1138,"Lobzang Tsultrim Jigme Gyatso",1,5
2397,P1141,"ye shes shes rab",1,NULL,2393,P1138,"Lobzang Tsultrim Jigme Gyatso",1,5
