TOL ID,TBRC RID,Primary name,Wylie title,Wylie name,Wylie script,Birth year,Birth year approximate,Birth year alternate,Birth century,Death year,Death year approximate,Death year alternate,Death century,Gender,Name display phonetic,Name display Wylie,Ordinal,Wikidata ID
8103,P5569,Jedrung Sherab Wangpo,,shes rab dbang po,ཤེས་རབ་དབང་པོ།,1502,0,,,1586,0,,,M,Jedrung Sherab Wangpo,shes rab dbang po,,
11597,P8845,Jedrung Jamyang Shenyin,,jam dbyangs bshes gnyen,འཇམ་དབྱངས་བཤེས་གཉེན།,1502,0,,,1569,0,,,M,Jedrung Jamyang Shenyin,jam dbyangs bshes gnyen,,
3883,P2204,Pema Rangdol,,pad+ma rang grol,པདྨ་རང་གྲོལ།,1786,0,,,1838,0,,,M,Pema Rangdol,pad+ma rang grol,,
1985,P1042,Gorampa Sonam Sengge,,go rams pa bsod nams seng ge,གོ་རམས་པ་བསོད་ནམས་སེང་གེ།,1429,0,,,1489,0,,,M,Gorampa Sonam Sengge,go rams pa bsod nams seng ge,,
6793,P4362,"The Fourth Tatsak Jedrung, Lhawang Chokyi Gyeltsen",rta tshag rje drung,lha dbang chos kyi rgyal mtshan,ལྷ་དབང་ཆོས་ཀྱི་རྒྱལ་མཚན།,1537,0,,,1603,0,,,M,"The Fourth Tatsak Jedrung, Lhawang Chokyi Gyeltsen",rta tshag rje drung 04 lha dbang chos kyi rgyal mtshan,4,
13089,P3AG5,Drilungpa Tsultrim Sherab,,bri lung pa tshul khrims shes rab,འབྲི་ལུང་པ་ཚུལ་ཁྲིམས་ཤེས་རབ།,,0,,45,,0,,,M,Drilungpa Tsultrim Sherab,bri lung pa tshul khrims shes rab,,
4660,P2915,Drakpa Gyeltsen,,grags pa rgyal mtshan,གྲགས་པ་རྒྱལ་མཚན།,1365,0,,,1448,0,,,M,Drakpa Gyeltsen,grags pa rgyal mtshan,,
1963,P1040,"The Fourth Ngor Khenchen, Kunga Wangchuk",ngor mkhan chen,kun dga' dbang phyug,ཀུན་དགའ་དབང་ཕྱུག།,1424,0,,,1478,0,,,M,"The Fourth Ngor Khenchen, Kunga Wangchuk",ngor mkhan chen 04 kun dga' dbang phyug,4,
1820,P1027,"The Eighth Ngor Khenchen, Muchen Sanggye Rinchen",ngor mkhan chen,mus chen sangs rgyas rin chen,མུས་ཆེན་སངས་རྒྱས་རིན་ཆེན།,1450,0,,,1524,0,,,M,"The Eighth Ngor Khenchen, Muchen Sanggye Rinchen",ngor mkhan chen 08 mus chen sangs rgyas rin chen,8,
13090,P3AG6,Yorpo Mepel,,g.yor po me dpal,གཡོར་པོ་མེ་དཔལ།,1134,0,,,1169,0,,,M,Yorpo Mepel,g.yor po me dpal,,
13091,P3AG7,Drogon Dutsi Gyeltsen,,gro mgon bdud rtsi rgyal mtshan,འགྲོ་མགོན་བདུད་རྩི་རྒྱལ་མཚན།,,0,,45,,0,,,M,Drogon Dutsi Gyeltsen,gro mgon bdud rtsi rgyal mtshan,,
5626,P3296,Buddhaśrī,,sangs rgyas dpal,སངས་རྒྱས་དཔལ།,1339,0,,,1432,0,,,M,Buddhaśrī,sangs rgyas dpal,,
7024,P4574,Zhangton Chobar,,zhang ston chos 'bar,ཞང་སྟོན་ཆོས་འབར།,1053,0,,,1135,0,,,M,Zhangton Chobar,zhang ston chos 'bar,,
2203,P1062,Zhangton Konchok Pel,,zhang ston dkon mchog dpal,ཞང་སྟོན་དཀོན་མཆོག་དཔལ།,,0,,51,1317,0,,,M,Zhangton Konchok Pel,zhang ston dkon mchog dpal,,
5406,P3092,Naza Drakpukpa Sonam Pel,,na bza' brag phug pa bsod nams dpal,ན་བཟའ་བྲག་ཕུག་པ་བསོད་ནམས་དཔལ།,1277,0,,,1346,0,,,M,Naza Drakpukpa Sonam Pel,na bza' brag phug pa bsod nams dpal,,
5753,P3411,Draktengpa Yonten Tsultrim,,brag steng pa yon tan tshul khrims,བྲག་སྟེང་པ་ཡོན་ཏན་ཚུལ་ཁྲིམས།,,0,,41,,0,,,M,Draktengpa Yonten Tsultrim,brag steng pa yon tan tshul khrims,,
5401,P3088,Mel Lotsāwa Lodro Drakpa,,mal lo tsA ba blo gros grags pa,མལ་ལོ་ཙཱ་བ་བློ་གྲོས་གྲགས་པ།,,0,,41,,0,,,M,Mel Lotsāwa Lodro Drakpa,mal lo tsA ba blo gros grags pa,,
13092,P3AG8,Azha Lodro Gyeltsen,,a zha blo gros rgyal mtshan,འ་ཞ་བློ་གྲོས་རྒྱལ་མཚན།,1198,0,,,1263,0,,,M,Azha Lodro Gyeltsen,a zha blo gros rgyal mtshan,,
6690,P427,"The First Pakpa Lha, Pakpa Dechen Dorje",phags pa lha,phags pa bde chen rdo rje,འཕགས་པ་བདེ་ཆེན་རྡོ་རྗེ།,1439,0,,,1487,0,,,M,"The First Pakpa Lha, Pakpa Dechen Dorje",phags pa lha 01 'phags pa bde chen rdo rje,1,
6340,P395,"The Second Pakpa Lha, Sanggye Pel",phags pa lha,sangs rgyas dpal,སངས་རྒྱས་དཔལ།,1507,0,,,1566,0,,,M,"The Second Pakpa Lha, Sanggye Pel",phags pa lha 02 sangs rgyas dpal,2,
3778,P2108,"The Third Pakpa Lha, Tongwa Donden",phags pa lha,mthong ba don ldan,མཐོང་བ་དོན་ལྡན།,1567,0,,,1604,0,,,M,"The Third Pakpa Lha, Tongwa Donden",phags pa lha 03 mthong ba don ldan,3,
7370,P489,Paṇchen Bumdrak Sumpa,,paN chen'bum phrag gsum pa,པཎ་ཆེནའབུམ་ཕྲག་གསུམ་པ།,1432,0,1433,,1504,0,,,M,Paṇchen Bumdrak Sumpa,paN chen'bum phrag gsum pa,,
5408,P3094,Sharchen Yeshe Gyeltsen,,shar chen ye shes rgyal mtshan,ཤར་ཆེན་ཡེ་ཤེས་རྒྱལ་མཚན།,1359,0,,,1406,0,,,M,Sharchen Yeshe Gyeltsen,shar chen ye shes rgyal mtshan,,
7512,P502,Pelden Tsultrim,,dpal ldan tshul khrims,དཔལ་ལྡན་ཚུལ་ཁྲིམས།,1333,0,,,1399,0,,,M,Pelden Tsultrim,dpal ldan tshul khrims,,
2462,P120,"The Fifth Pakpa Lha, Gyelwa Gyatso",phags pa lha,rgyal ba rgya mtsho,རྒྱལ་བ་རྒྱ་མཚོ།,1644,0,,,1713,0,,,M,"The Fifth Pakpa Lha, Gyelwa Gyatso",phags pa lha 05 rgyal ba rgya mtsho,5,
3782,P2111,"The Sixth Pakpa Lha, Jigme Tenpai Gyatso",phags pa lha,jigs med bstan pa'i rgya mtsho,འཇིགས་མེད་བསྟན་པའི་རྒྱ་མཚོ།,1714,0,,,1754,0,,,M,"The Sixth Pakpa Lha, Jigme Tenpai Gyatso",phags pa lha 06 'jigs med bstan pa'i rgya mtsho,6,
2328,P1079,"The Fourth Pakpa Lha, Chokyi Gyelpo",phags pa lha,chos kyi rgyal po,ཆོས་ཀྱི་རྒྱལ་པོ།,1605,0,,,1643,0,,,M,"The Fourth Pakpa Lha, Chokyi Gyelpo",phags pa lha 04 chos kyi rgyal po,4,
3783,P2112,"The Seventh Pakpa Lha, Jigme Tenpai Gonpo",phags pa lha,jigs med bstan pa'i mgon po,འཇིགས་མེད་བསྟན་པའི་མགོན་པོ།,1755,0,,,1794,0,,,M,"The Seventh Pakpa Lha, Jigme Tenpai Gonpo",phags pa lha 07 'jigs med bstan pa'i mgon po,7,
3784,P2113,"The Eighth Pakpa Lha, Lobzang Jigme Pelden Tenpai Nyima",phags pa lha,blo bzang 'jigs med dpal ldan bstan pa'i nyi ma,བློ་བཟང་འཇིགས་མེད་དཔལ་ལྡན་བསྟན་པའི་ཉི་མ།,1795,0,,,1847,0,,,M,"The Eighth Pakpa Lha, Lobzang Jigme Pelden Tenpai Nyima",phags pa lha 08 blo bzang 'jigs med dpal ldan bstan pa'i nyi ma,8,
3785,P2114,"The Ninth Pakpa Lha, Ngawang Lobzang Jigme Tenpai Gyeltsen",phags pa lha,ngag dbang blo bzang 'jigs med bstan pa'i rgyal mtshan,ངག་དབང་བློ་བཟང་འཇིགས་མེད་བསྟན་པའི་རྒྱལ་མཚན།,1849,0,,,1900,0,,,M,"The Ninth Pakpa Lha, Ngawang Lobzang Jigme Tenpai Gyeltsen",phags pa lha 09 ngag dbang blo bzang 'jigs med bstan pa'i rgyal mtshan,9,
6100,P3730,Khon Konchok Gyelpo,,khon dkon mchog rgyal po,འཁོན་དཀོན་མཆོག་རྒྱལ་པོ།,1034,0,,,1102,0,,,M,Khon Konchok Gyelpo,khon dkon mchog rgyal po,,
1029,P0RK27,Khenchen Sonam Pel,,mkhan chen bsod nams dpal,མཁན་ཆེན་བསོད་ནམས་དཔལ།,,0,,49,,0,,,M,Khenchen Sonam Pel,mkhan chen bsod nams dpal,,
1035,P0RK28,Khenchen Tashi Tsultrim,,mkhan chen bkra shis tshul,མཁན་ཆེན་བཀྲ་ཤིས་ཚུལ།,,0,,52,,0,,53,M,Khenchen Tashi Tsultrim,mkhan chen bkra shis tshul,,
7053,P460,Ngawang Kunga Rinchen,,sngags 'chang kun dga' rin chen,སྔགས་འཆང་ཀུན་དགའ་རིན་ཆེན།,1517,0,,,1584,0,,,M,Ngawang Kunga Rinchen,sngags 'chang kun dga' rin chen,,
13093,A3AG9,Druton Dulwa Gyeltsen,,bru ston 'dul ba rgyal mtshan,བྲུ་སྟོན་འདུལ་བ་རྒྱལ་མཚན།,1239,0,,,1293,0,,,M,Druton Dulwa Gyeltsen,bru ston 'dul ba rgyal mtshan,,
3786,P2115,"The Tenth Pakpa Lha, Lobzang Tubten Mipam Tsultrim Gyeltsen",phags pa lha,blo bzang thub bstan mi pham tshul khrims rgyal mtshan,བློ་བཟང་ཐུབ་བསྟན་མི་ཕམ་ཚུལ་ཁྲིམས་རྒྱལ་མཚན།,1901,0,,,1939,0,,,M,"The Tenth Pakpa Lha, Lobzang Tubten Mipam Tsultrim Gyeltsen",phags pa lha 10 blo bzang thub bstan mi pham tshul khrims rgyal mtshan,10,
4217,P2509,"The Ninth Ngor Khenchen, Lhachok Sengge",ngor mkhan chen,lha mchog seng+ge,ལྷ་མཆོག་སེངྒེ།,1468,0,,,1535,0,,,M,"The Ninth Ngor Khenchen, Lhachok Sengge",ngor mkhan chen 09 lha mchog seng+ge,9,
3788,P2118,"The First Zhiwa Lha, Pelden Chokdrub",zhi ba lha,dpal ldan mchog grub,དཔལ་ལྡན་མཆོག་གྲུབ།,1454,0,,,1523,0,,,M,"The First Zhiwa Lha, Pelden Chokdrub",zhi ba lha 01 dpal ldan mchog grub,1,
3789,P2119,"The Second Zhiwa Lha, Sanggye Jungne",zhi ba lha,sangs rgyas 'byung gnas,སངས་རྒྱས་འབྱུང་གནས།,1543,0,,,1620,0,,,M,"The Second Zhiwa Lha, Sanggye Jungne",zhi ba lha 02 sangs rgyas 'byung gnas,2,
3791,P2120,"The Third Zhiwa Lha, Zhiwa Zangpo",zhi ba lha,zhi ba bzang po,ཞི་བ་བཟང་པོ།,1625,0,,,1717,0,,,M,"The Third Zhiwa Lha, Zhiwa Zangpo",zhi ba lha 03 zhi ba bzang po,3,
3792,P2121,"The Fourth Zhiwa Lha, Pakpa Gelek Gyeltsen",zhi ba lha,phags pa dge legs rgyal mtshan,འཕགས་པ་དགེ་ལེགས་རྒྱལ་མཚན།,1720,0,,,1799,0,,,M,"The Fourth Zhiwa Lha, Pakpa Gelek Gyeltsen",zhi ba lha 04 'phags pa dge legs rgyal mtshan,4,
3793,P2122,"The Fifth Zhiwa Lha, Lobzang Dondrub Gyatso",zhi ba lha,blo bzang don grub rgya mtsho,བློ་བཟང་དོན་གྲུབ་རྒྱ་མཚོ།,1800,0,,,1863,0,,,M,"The Fifth Zhiwa Lha, Lobzang Dondrub Gyatso",zhi ba lha 05 blo bzang don grub rgya mtsho,5,
10507,P783,"The Tenth Ngor Khenchen, Konchok Lhundrub",ngor mkhan chen,dkon mchog lhun grub,དཀོན་མཆོག་ལྷུན་གྲུབ།,1497,0,,,1557,0,,,M,"The Tenth Ngor Khenchen, Konchok Lhundrub",ngor mkhan chen 10 dkon mchog lhun grub,10,
3795,P2124,"The Seventh Zhiwa Lha, Ngawang Trinle Tenzin Khyenrab",zhi ba lha,ngag dbang 'phrin las bstan 'dzin mkhyen rab,ངག་དབང་འཕྲིན་ལས་བསྟན་འཛིན་མཁྱེན་རབ།,1925,0,,,,0,,,M,"The Seventh Zhiwa Lha, Ngawang Trinle Tenzin Khyenrab",zhi ba lha 07 ngag dbang 'phrin las bstan 'dzin mkhyen rab,7,
3794,P2123,"The Sixth Zhiwa Lha, Ngawang Jigme Khenrab Tendzin Trinle",zhi ba lha,ngag dbang 'jigs med mkhyen rab bstan 'dzin 'phrin las,ངག་དབང་འཇིགས་མེད་མཁྱེན་རབ་བསྟན་འཛིན་འཕྲིན་ལས།,1864,0,,,1923,0,,,M,"The Sixth Zhiwa Lha, Ngawang Jigme Khenrab Tendzin Trinle",zhi ba lha 06 ngag dbang 'jigs med mkhyen rab bstan 'dzin 'phrin las,6,
4219,P2510,"The Eleventh Ngor Khenchen, Sanggye Sengge",ngor mkhan chen,sangs rgyas seng+ge,སངས་རྒྱས་སེངྒེ།,1504,0,,,1569,0,,,M,"The Eleventh Ngor Khenchen, Sanggye Sengge",ngor mkhan chen 11 sangs rgyas seng+ge,11,
11618,P8864,"The Fourth Chakra Tulku, Ngawang Trinle Zangpo",lcags ra sprul sku,ngag dbang 'phrin las bzang po,ངག་དབང་འཕྲིན་ལས་བཟང་པོ།,1607,0,,,1667,0,,,M,"The Fourth Chakra Tulku, Ngawang Trinle Zangpo",lcags ra sprul sku 04 ngag dbang 'phrin las bzang po,4,
5137,P2JM411,"The Fifth Chakra Tulku, Ngawang Tendzin Lhundrub",lcags ra sprul sku,ngag dbang bstan 'dzin lhub grub,ངག་དབང་བསྟན་འཛིན་ལྷུབ་གྲུབ།,1671,0,,,1727,0,,,M,"The Fifth Chakra Tulku, Ngawang Tendzin Lhundrub",lcags ra sprul sku 05 ngag dbang bstan 'dzin lhub grub,5,
8868,P629,Jomo Menmo,,jo mo sman mo,ཇོ་མོ་སྨན་མོ།,1248,0,,,1283,0,,,F,Jomo Menmo,jo mo sman mo,,
10528,P785,"The Twelfth Ngor Khenchen, Konchok Pelden",ngor mkhan chen,dkon mchog dpal ldan,དཀོན་མཆོག་དཔལ་ལྡན།,1526,0,,,1590,0,,,M,"The Twelfth Ngor Khenchen, Konchok Pelden",ngor mkhan chen 12 dkon mchog dpal ldan,12,
4220,P2511,"The Fifteenth Ngor Khenchen, Kunga Sonam Lhundrub",ngor mkhan chen,kun dga' bsod nams lhun grub,ཀུན་དགའ་བསོད་ནམས་ལྷུན་གྲུབ།,1571,0,,,1642,0,,,M,"The Fifteenth Ngor Khenchen, Kunga Sonam Lhundrub",ngor mkhan chen 15 kun dga' bsod nams lhun grub,15,
13095,P2AG2,"The First Chakra Tulku, Sanggye Peljor",lcags ra sprul sku,sangs rgyas dpal 'byor,སངས་རྒྱས་དཔལ་འབྱོར།,1449,0,,,1523,0,,,M,"The First Chakra Tulku, Sanggye Peljor",lcags ra sprul sku 01 sangs rgyas dpal 'byor,1,
13097,P2AG4,"The Third Chakra Tulku, Ngawang Chojor Zangpo",lcags ra sprul sku,ngag dbang chos 'byor bzang po,ངག་དབང་ཆོས་འབྱོར་བཟང་པོ།,1595,0,,,1606,0,,,M,"The Third Chakra Tulku, Ngawang Chojor Zangpo",lcags ra sprul sku 03 ngag dbang chos 'byor bzang po,3,
13094,P2AG1,"The Sixth Chakra Tulku, Ngawang Trinle Pelzang",lcags ra sprul sku,ngag dbang 'phrin las dpal bzang,ངག་དབང་འཕྲིན་ལས་དཔལ་བཟང།,1730,0,,,1794,0,,,M,"The Sixth Chakra Tulku, Ngawang Trinle Pelzang",lcags ra sprul sku 06 ngag dbang 'phrin las dpal bzang,6,
13098,P2AG5,"The Seventh Chakra Tulku, Ngawang Pelden Gyeltsen Chokyi Wangchuk",lcags ra sprul sku,ngag dbang dpal ldan rgyal mtshan chos kyi dbang phyug,ངག་དབང་དཔལ་ལྡན་རྒྱལ་མཚན་ཆོས་ཀྱི་དབང་ཕྱུག།,1796,0,,,1860,0,,,M,"The Seventh Chakra Tulku, Ngawang Pelden Gyeltsen Chokyi Wangchuk",lcags ra sprul sku 07 ngag dbang dpal ldan rgyal mtshan chos kyi dbang phyug,7,
13099,P2AG6,"The Eighth Chakra Tulku, Ngawang Tenpai Jungne Trinle Chokyi Gyeltsen",lcags ra sprul sku,ngag dbang bstan pa'i 'byung gnas 'phrin las chos kyi rgyal mtshan,ངག་དབང་བསྟན་པའི་འབྱུང་གནས་འཕྲིན་ལས་ཆོས་ཀྱི་རྒྱལ་མཚན།,1861,0,,,1914,0,,,M,"The Eighth Chakra Tulku, Ngawang Tenpai Jungne Trinle Chokyi Gyeltsen",lcags ra sprul sku 08 ngag dbang bstan pa'i 'byung gnas 'phrin las chos kyi rgyal mtshan,8,
13100,P2AG7,"The Ninth Chakra Tulku, Lobzang Trinle Namgyel",lcags ra sprul sku,blo bzang 'phrin las rnam rgyal,བློ་བཟང་འཕྲིན་ལས་རྣམ་རྒྱལ།,1915,0,,,1933,0,,,M,"The Ninth Chakra Tulku, Lobzang Trinle Namgyel",lcags ra sprul sku 09 blo bzang 'phrin las rnam rgyal,9,
13101,P2AG9,"The Tenth Chakra Tulku, Jampel Kelzang Jigme Chokyi Gyeltsen",lcags ra sprul sku,lcags ra sprul sku 10 'jam dpal bskal bzang 'jigs med chos kyi rgyal mtshan,ལྕགས་ར་སྤྲུལ་སྐུ ༡༠ འཇམ་དཔལ་བསྐལ་བཟང་འཇིགས་མེད་ཆོས་ཀྱི་རྒྱལ་མཚན།,1934,0,,,1948,0,,,M,"The Tenth Chakra Tulku, Jampel Kelzang Jigme Chokyi Gyeltsen",lcags ra sprul sku 10 lcags ra sprul sku 10 'jam dpal bskal bzang 'jigs med chos kyi rgyal mtshan,10,
13096,P2AG3,"The Second Chakra Tulku, Choje Ngawang",lca,chos rje ngag dbang,ཆོས་རྗེ་ངག་དབང།,1525,0,,,1591,0,,,M,"The Second Chakra Tulku, Choje Ngawang",lca 02 chos rje ngag dbang,2,
8116,P5580,"The First Kondor Tulku, Khedrub Shakya Lhawang",dkon rdor sprul sku,mkhas grub shAkya lha dbang,མཁས་གྲུབ་ཤཱཀྱ་ལྷ་དབང།,1586,0,,,1655,0,,,M,"The First Kondor Tulku, Khedrub Shakya Lhawang",dkon rdor sprul sku 01 mkhas grub shAkya lha dbang,1,
13102,P2AG8,"The Second Kondor Tulku, Lobzang Wangchuk",dkon rdor sprul sku,blo bzang dbang phyug,བློ་བཟང་དབང་ཕྱུག།,1689,0,,,1758,0,,,M,"The Second Kondor Tulku, Lobzang Wangchuk",dkon rdor sprul sku 02 blo bzang dbang phyug,2,
13103,P2AG11,"The Third Kondor Tulku, Lobzang Chokle Namgyel",dkon rdor sprul sku,blo bzang phyogs las rnam rgyal,བློ་བཟང་ཕྱོགས་ལས་རྣམ་རྒྱལ།,1762,0,,,1839,0,,,M,"The Third Kondor Tulku, Lobzang Chokle Namgyel",dkon rdor sprul sku 03 blo bzang phyogs las rnam rgyal,3,
13104,P2AG12,"The Fourth Kondor Tulku, Lobzang Jampel Tendzin Namgyel",dkon rdor sprul sku,blo bzang 'jam dpal bstan 'dzin rnam rgyal,བློ་བཟང་འཇམ་དཔལ་བསྟན་འཛིན་རྣམ་རྒྱལ།,1840,0,,,1892,0,,,M,"The Fourth Kondor Tulku, Lobzang Jampel Tendzin Namgyel",dkon rdor sprul sku 04 blo bzang 'jam dpal bstan 'dzin rnam rgyal,4,
13105,P2AG13,"The Fifth Kondor Tulku, Lobzang Namgyel Tendzin Lhundrub",dkon rdor sprul sku,blo bzang 'rnam rgyal bstan 'dzin lhun grub,བློ་བཟང་འརྣམ་རྒྱལ་བསྟན་འཛིན་ལྷུན་གྲུབ།,1894,0,,,1950,0,,,M,"The Fifth Kondor Tulku, Lobzang Namgyel Tendzin Lhundrub",dkon rdor sprul sku 05 blo bzang 'rnam rgyal bstan 'dzin lhun grub,5,
9750,P7107,"The First Gyara Tulku, Sherab Puntsok",rgya ra sprul sku,shes rab phun tshogs,ཤེས་རབ་ཕུན་ཚོགས།,1566,0,,,1632,0,,,M,"The First Gyara Tulku, Sherab Puntsok",rgya ra sprul sku 01 shes rab phun tshogs,1,
13106,P2AG14,"The Second Gyara Tulku, Konchok Tendzin",rgya ra sprul sku,dkon mchog bstan 'dzin,དཀོན་མཆོག་བསྟན་འཛིན།,1634,0,,,1644,0,,,M,"The Second Gyara Tulku, Konchok Tendzin",rgya ra sprul sku 02 dkon mchog bstan 'dzin,2,
13107,P2AG15,"The Third Gyara Tulku, Lobzang Puntsok Namgyel",rgya ra sprul sku,blo bzang phun tshogs rnam rgyal,བློ་བཟང་ཕུན་ཚོགས་རྣམ་རྒྱལ།,1646,0,,,1676,0,,,M,"The Third Gyara Tulku, Lobzang Puntsok Namgyel",rgya ra sprul sku 03 blo bzang phun tshogs rnam rgyal,3,
9095,P65,Gyeltsabje Darma Rinchen,,rgyal tshab rje dar ma rin chen,རྒྱལ་ཚབ་རྗེ་དར་མ་རིན་ཆེན།,1364,0,,,1432,0,,,M,Gyeltsabje Darma Rinchen,rgyal tshab rje dar ma rin chen,,
13108,P2AG16,"The Fourth Gyara Tulku, Lobzang Tendzin Trinle",rgya ra sprul sku,blo bzang bstan 'dzin 'phrin las,བློ་བཟང་བསྟན་འཛིན་འཕྲིན་ལས།,1681,0,,,1731,0,,,M,"The Fourth Gyara Tulku, Lobzang Tendzin Trinle",rgya ra sprul sku 04 blo bzang bstan 'dzin 'phrin las,4,
13109,P2AG17,"The Fifth Gyara Tulku, Kelzang Chodrak Pelden",rgya ra sprul sku,skal bzang chos drags dpal ldan,སྐལ་བཟང་ཆོས་དྲགས་དཔལ་ལྡན།,1734,0,,,1791,0,,,M,"The Fifth Gyara Tulku, Kelzang Chodrak Pelden",rgya ra sprul sku 05 skal bzang chos drags dpal ldan,5,
13110,P2AG18,"The Sixth Gyara Tulku, Lobzang Chopel",rgya ra sprul sku,blo bzang chos 'phel,བློ་བཟང་ཆོས་འཕེལ།,1792,0,,,1841,0,,,M,"The Sixth Gyara Tulku, Lobzang Chopel",rgya ra sprul sku 06 blo bzang chos 'phel,6,
4285,P2573,"The Seventh Gyara Tulku, Jigme Chokyi Wangchuk",rgya ra sprul sku,jigs med chos kyi dbang phyug,འཇིགས་མེད་ཆོས་ཀྱི་དབང་ཕྱུག།,1842,0,,,1913,0,,,M,"The Seventh Gyara Tulku, Jigme Chokyi Wangchuk",rgya ra sprul sku 07 'jigs med chos kyi dbang phyug,7,
29,P00EGS1016721,"The Eighth Gyara Tulku, Lobzang Tendzin Chokyi Wangchuk",rgya ra sprul sku,blo bzang bstan 'dzin chos kyi dbang phyug,བློ་བཟང་བསྟན་འཛིན་ཆོས་ཀྱི་དབང་ཕྱུག།,1918,0,,,1976,0,,,M,"The Eighth Gyara Tulku, Lobzang Tendzin Chokyi Wangchuk",rgya ra sprul sku 08 blo bzang bstan 'dzin chos kyi dbang phyug,8,
2598,P1322,Gonpawa Wangchuk Gyeltsen,,dgon pa ba dbang phyug rgyal mtshan,དགོན་པ་བ་དབང་ཕྱུག་རྒྱལ་མཚན།,1016,0,,,1083,0,,,M,Gonpawa Wangchuk Gyeltsen,dgon pa ba dbang phyug rgyal mtshan,,
2591,P1316,Neuzurpa Yeshe Bar,,sne'u zur pa ye shes 'bar,སྣེའུ་ཟུར་པ་ཡེ་ཤེས་འབར།,1042,0,,,1118,0,,,M,Neuzurpa Yeshe Bar,sne'u zur pa ye shes 'bar,,
2638,P136,Duldzinpa Takmapa Kawa Darseng,,dul 'dzin pa thag ma baka ba dar seng,འདུལ་འཛིན་པ་ཐག་མ་བཀ་བ་དར་སེང།,,0,,46,,0,,,M,Duldzinpa Takmapa Kawa Darseng,dul 'dzin pa thag ma baka ba dar seng,,
2593,P1318,Shupu Namkha Sengge,,shud phu nam mkha' seng+ge,ཤུད་ཕུ་ནམ་མཁའ་སེངྒེ།,,0,,45,,0,,48,M,Shupu Namkha Sengge,shud phu nam mkha' seng+ge,,
3274,P194,"The Third Purchok, Jampa Gyatso",phur lcog,byams pa rgya mtsho,བྱམས་པ་རྒྱ་མཚོ།,1825,0,,,1901,0,,,M,"The Third Purchok, Jampa Gyatso",phur lcog 03 byams pa rgya mtsho,3,
2592,P1317,"The First Lelung Jedrung, Drubchen Namkha Gyeltsen",sle lung rje drung,grub chen nam mkha' rgyal mtshan,གྲུབ་ཆེན་ནམ་མཁའ་རྒྱལ་མཚན།,1326,0,,,1401,0,,,M,"The First Lelung Jedrung, Drubchen Namkha Gyeltsen",sle lung rje drung 01 grub chen nam mkha' rgyal mtshan,1,
2329,P108,"The First Purchok, Ngawang Jampa",phur lcog,ngag dbang byams pa,ངག་དབང་བྱམས་པ།,1682,0,,,1762,0,,,M,"The First Purchok, Ngawang Jampa",phur lcog 01 ngag dbang byams pa,1,
4631,P289,Ngulchu Dharmabhadra,,dngul chu d+harma b+ha dra,དངུལ་ཆུ་དྷརྨ་བྷ་དྲ།,1772,0,,,1851,0,,,M,Ngulchu Dharmabhadra,dngul chu d+harma b+ha dra,,
3414,P1GS107885,"The Second Purchok, Lobzang Jampa",phur lcog,blo bzang byams pa,བློ་བཟང་བྱམས་པ།,1763,0,,,1823,0,1865,,M,"The Second Purchok, Lobzang Jampa",phur lcog 02 blo bzang byams pa,2,
6726,P4301,Rokben Sherab O,,rog ban shes rab 'od,རོག་བན་ཤེས་རབ་འོད།,1166,0,,,1244,0,,,M,Rokben Sherab O,rog ban shes rab 'od,,
5817,P3470,Lhodrak Namkha Gyelpo,,lho brag nam mkha' rgyal po,ལྷོ་བྲག་ནམ་མཁའ་རྒྱལ་པོ།,,0,,52,,0,,54,M,Lhodrak Namkha Gyelpo,lho brag nam mkha' rgyal po,,
4402,P268,Yangchen Drupai Dorje,,dbyangs can grub pa'i rdo rje,དབྱངས་ཅན་གྲུབ་པའི་རྡོ་རྗེ།,1809,0,,,1887,0,,,M,Yangchen Drupai Dorje,dbyangs can grub pa'i rdo rje,,
13111,P2AG19,Jampa Taye,,byams pa mtha' yas,བྱམས་པ་མཐའ་ཡས།,1894,0,,,1949,0,,,M,Jampa Taye,byams pa mtha' yas,,
4669,P2923,"The Fourth Ganden Tripa, Lekpa Gyeltsen",dga' ldan khri pa,legs pa rgyal mtshan,ལེགས་པ་རྒྱལ་མཚན།,1375,0,,,1450,0,,,M,"The Fourth Ganden Tripa, Lekpa Gyeltsen",dga' ldan khri pa 04 legs pa rgyal mtshan,4,
10794,P81,"The Fifth Ganden Tripa, Lodro Chokyong",dga' ldan khri pa,blo gros chos skyong,བློ་གྲོས་ཆོས་སྐྱོང།,1389,0,,,1463,0,,,M,"The Fifth Ganden Tripa, Lodro Chokyong",dga' ldan khri pa 05 blo gros chos skyong,5,
7093,P4636,"The Seventh Ganden Tripa, Lodro Tenpa",dga' ldan khri pa,blo gros brtan pa,བློ་གྲོས་བརྟན་པ།,1402,0,,,1476,0,,,M,"The Seventh Ganden Tripa, Lodro Tenpa",dga' ldan khri pa 07 blo gros brtan pa,7,
6953,P451,"The Eighth Ganden Tripa, Monlam Pelwa",dga' ldan khri pa,smon lam dpal ba,སྨོན་ལམ་དཔལ་བ།,1414,0,,,1491,0,,,M,"The Eighth Ganden Tripa, Monlam Pelwa",dga' ldan khri pa 08 smon lam dpal ba,8,
5818,P3471,Lhodrak Sengge Zangpo,,lho brag seng+ge bzang po,ལྷོ་བྲག་སེངྒེ་བཟང་པོ།,,0,,52,,0,,54,M,Lhodrak Sengge Zangpo,lho brag seng+ge bzang po,,
