"TOL ID","TBRC RID","Primary title","Primary name","primary name encoding","Wylie title","Wylie name",Tibetan,"Display name","Birth year","Birth year approximate","Birth year alternate","Birth century","Death year","Death year approximate","Death year alternate","Death century",Gender,"Name display phonetic","Name display Wylie",Ordinal,"Wikidata ID","Lotsara House URL","HAR URL"
3762,P2093,,"Sherab Sengge",bo-x-ewts,,"shes rab seng+ge",ཤེས་རབ་སེངྒེ།,"Sherab Sengge",1383,0,,NULL,1445,0,,NULL,M,"Sherab Sengge","shes rab seng+ge",NULL,NULL,NULL,
3763,P2094,NULL,"dri med bshes gnyen",en,NULL,"dri med bshes gnyen",དྲི་མེད་བཤེས་གཉེན།,"dri med bshes gnyen",NULL,0,NULL,NULL,NULL,0,NULL,NULL,M,"dri med bshes gnyen","dri med bshes gnyen",NULL,NULL,NULL,NULL
3764,P2095,NULL,"bsam 'grub dpal bzang",en,NULL,"bsam 'grub dpal bzang",བསམ་འགྲུབ་དཔལ་བཟང།,"bsam 'grub dpal bzang",NULL,0,NULL,NULL,NULL,0,NULL,NULL,M,"bsam 'grub dpal bzang","bsam 'grub dpal bzang",NULL,NULL,NULL,NULL
3765,P2096,NULL,"byang chub ye shes",en,NULL,"byang chub ye shes",བྱང་ཆུབ་ཡེ་ཤེས།,"byang chub ye shes",1067,0,NULL,NULL,1139,0,NULL,NULL,M,"byang chub ye shes","byang chub ye shes",NULL,NULL,NULL,NULL
3766,P2097,NULL,"nyi ma",en,NULL,"nyi ma",ཉི་མ།,"nyi ma",NULL,0,NULL,NULL,NULL,0,NULL,NULL,M,"nyi ma","nyi ma",NULL,NULL,NULL,NULL
3767,P2098,NULL,"sa manta shrI",en,NULL,"sa manta shrI",ས་མནཏ་ཤྲཱི།,"sa manta shrI",NULL,0,NULL,NULL,NULL,0,NULL,NULL,M,"sa manta shrI","sa manta shrI",NULL,NULL,NULL,NULL
3768,P2099,NULL,"sgro phug pa",en,NULL,"sgro phug pa",སྒྲོ་ཕུག་པ།,"sgro phug pa",NULL,0,NULL,NULL,NULL,0,NULL,NULL,M,"sgro phug pa","sgro phug pa",NULL,NULL,NULL,NULL
3769,P21,,"Konchok Sengge",bo-x-ewts,,"dkon mchog seng+ge",དཀོན་མཆོག་སེངྒེ།,"Konchok Sengge",1768,0,,NULL,1833,0,,NULL,M,"Konchok Sengge","dkon mchog seng+ge",NULL,NULL,NULL,
3770,P210,,"Tamdrin Lhamo",bo-x-ewts,,"rta mgrin lha mo",རྟ་མགྲིན་ལྷ་མོ།,"Tamdrin Lhamo",1923,0,,NULL,1979,0,,NULL,F,"Tamdrin Lhamo","rta mgrin lha mo",NULL,NULL,NULL,
3771,P2100,NULL,"zur chung pa",en,NULL,"zur chung pa",ཟུར་ཆུང་པ།,"zur chung pa",NULL,0,NULL,NULL,NULL,0,NULL,NULL,M,"zur chung pa","zur chung pa",NULL,NULL,NULL,NULL
3772,P2101,NULL,"chos kyi rgyal po",en,NULL,"chos kyi rgyal po",ཆོས་ཀྱི་རྒྱལ་པོ།,"chos kyi rgyal po",NULL,0,NULL,NULL,NULL,0,NULL,NULL,M,"chos kyi rgyal po","chos kyi rgyal po",NULL,NULL,NULL,NULL
3773,P2102,,"mdo sde",en,,"mdo sde",མདོ་སྡེ།,"mdo sde",NULL,0,,NULL,NULL,0,,NULL,M,"mdo sde","mdo sde",NULL,NULL,NULL,
3774,P2103,NULL,"kun dga' snying po",en,NULL,"kun dga' snying po",ཀུན་དགའ་སྙིང་པོ།,"kun dga' snying po",NULL,0,NULL,NULL,NULL,0,NULL,NULL,M,"kun dga' snying po","kun dga' snying po",NULL,NULL,NULL,NULL
3775,P2104,NULL,"blo bzang ngag dbang bstan   'dzin",en,NULL,"blo bzang ngag dbang bstan   'dzin",བློ་བཟང་ངག་དབང་བསྟན་འཛིན།,"blo bzang ngag dbang bstan   'dzin",NULL,0,NULL,NULL,NULL,0,NULL,NULL,M,"blo bzang ngag dbang bstan   'dzin","blo bzang ngag dbang bstan   'dzin",NULL,NULL,NULL,NULL
3776,P2105,NULL,"tang jin",en,NULL,"tang jin",ཏང་ཇིན།,"tang jin",NULL,0,NULL,NULL,NULL,0,NULL,NULL,M,"tang jin","tang jin",NULL,NULL,NULL,NULL
3777,P2106,NULL,"pA bshu'",en,NULL,"pA bshu'",པཱ་བཤུའ།,"pA bshu'",NULL,0,NULL,NULL,NULL,0,NULL,NULL,M,"pA bshu'","pA bshu'",NULL,NULL,NULL,NULL
3778,P2108,"Pakpa Lha","Tongwa Donden",bo-x-ewts,"'phags pa lha","mthong ba don ldan",མཐོང་བ་དོན་ལྡན།,"The Third Pakpa Lha, Tongwa Donden",1567,0,,NULL,1604,0,,NULL,M,"The Third Pakpa Lha, Tongwa Donden","'phags pa lha 03 mthong ba don ldan",03,NULL,NULL,
3779,P2109,NULL,"o rgyan",en,NULL,"o rgyan",ཨོ་རྒྱན།,"o rgyan",NULL,0,NULL,NULL,NULL,0,NULL,NULL,M,"o rgyan","o rgyan",NULL,NULL,NULL,NULL
3780,P211,NULL,"nyag bla byang chub rdo rje",en,NULL,"nyag bla byang chub rdo rje",ཉག་བླ་བྱང་ཆུབ་རྡོ་རྗེ།,"nyag bla byang chub rdo rje",NULL,0,NULL,NULL,NULL,0,NULL,NULL,M,"nyag bla byang chub rdo rje","nyag bla byang chub rdo rje",NULL,NULL,NULL,NULL
3781,P2110,NULL,"bkra shis lha mo",en,NULL,"bkra shis lha mo",བཀྲ་ཤིས་ལྷ་མོ།,"bkra shis lha mo",NULL,0,NULL,NULL,NULL,0,NULL,NULL,F,"bkra shis lha mo","bkra shis lha mo",NULL,NULL,NULL,NULL
3782,P2111,"Pakpa Lha","Jigme Tenpai Gyatso",bo-x-ewts,"'phags pa lha","'jigs med bstan pa'i rgya mtsho",འཇིགས་མེད་བསྟན་པའི་རྒྱ་མཚོ།,"The Sixth Pakpa Lha, Jigme Tenpai Gyatso",1714,0,,NULL,1754,0,,NULL,M,"The Sixth Pakpa Lha, Jigme Tenpai Gyatso","'phags pa lha 06 'jigs med bstan pa'i rgya mtsho",06,NULL,NULL,
3783,P2112,"Pakpa Lha","Jigme Tenpai Gonpo",bo-x-ewts,"'phags pa lha","'jigs med bstan pa'i mgon po",འཇིགས་མེད་བསྟན་པའི་མགོན་པོ།,"The Seventh Pakpa Lha, Jigme Tenpai Gonpo",1755,0,,NULL,1794,0,,NULL,M,"The Seventh Pakpa Lha, Jigme Tenpai Gonpo","'phags pa lha 07 'jigs med bstan pa'i mgon po",07,NULL,NULL,
3784,P2113,"Pakpa Lha","Lobzang Jigme Pelden Tenpai Nyima",bo-x-ewts,"'phags pa lha","blo bzang 'jigs med dpal ldan bstan pa'i nyi ma",བློ་བཟང་འཇིགས་མེད་དཔལ་ལྡན་བསྟན་པའི་ཉི་མ།,"The Eighth Pakpa Lha, Lobzang Jigme Pelden Tenpai Nyima",1795,0,,NULL,1847,0,,NULL,M,"The Eighth Pakpa Lha, Lobzang Jigme Pelden Tenpai Nyima","'phags pa lha 08 blo bzang 'jigs med dpal ldan bstan pa'i nyi ma",08,NULL,NULL,
3785,P2114,"Pakpa Lha","Ngawang Lobzang Jigme Tenpai Gyeltsen",bo-x-ewts,"'phags pa lha","ngag dbang blo bzang 'jigs med bstan pa'i rgyal mtshan",ངག་དབང་བློ་བཟང་འཇིགས་མེད་བསྟན་པའི་རྒྱལ་མཚན།,"The Ninth Pakpa Lha, Ngawang Lobzang Jigme Tenpai Gyeltsen",1849,0,,NULL,1900,0,,NULL,M,"The Ninth Pakpa Lha, Ngawang Lobzang Jigme Tenpai Gyeltsen","'phags pa lha 09 ngag dbang blo bzang 'jigs med bstan pa'i rgyal mtshan",09,NULL,NULL,
3786,P2115,"Pakpa Lha","Lobzang Tubten Mipam Tsultrim Gyeltsen",bo-x-ewts,"'phags pa lha","blo bzang thub bstan mi pham tshul khrims rgyal mtshan",བློ་བཟང་ཐུབ་བསྟན་མི་ཕམ་ཚུལ་ཁྲིམས་རྒྱལ་མཚན།,"The Tenth Pakpa Lha, Lobzang Tubten Mipam Tsultrim Gyeltsen",1901,0,,NULL,1939,0,,NULL,M,"The Tenth Pakpa Lha, Lobzang Tubten Mipam Tsultrim Gyeltsen","'phags pa lha 10 blo bzang thub bstan mi pham tshul khrims rgyal mtshan",10,NULL,NULL,
3787,P2116,NULL,"blo bzang bstan 'dzin dge legs   rnam rgyal",en,NULL,"blo bzang bstan 'dzin dge legs   rnam rgyal",བློ་བཟང་བསྟན་འཛིན་དགེ་ལེགས་རྣམ་རྒྱལ།,"blo bzang bstan 'dzin dge legs   rnam rgyal",1939,0,NULL,NULL,NULL,0,NULL,NULL,M,"blo bzang bstan 'dzin dge legs   rnam rgyal","blo bzang bstan 'dzin dge legs   rnam rgyal",NULL,NULL,NULL,NULL
3788,P2118,"Zhiwa Lha","Pelden Chokdrub",bo-x-ewts,"zhi ba lha","dpal ldan mchog grub",དཔལ་ལྡན་མཆོག་གྲུབ།,"The First Zhiwa Lha, Pelden Chokdrub",1454,0,,NULL,1523,0,,NULL,M,"The First Zhiwa Lha, Pelden Chokdrub","zhi ba lha 01 dpal ldan mchog grub",01,NULL,NULL,
3789,P2119,"Zhiwa Lha","Sanggye Jungne",bo-x-ewts,"zhi ba lha","sangs rgyas 'byung gnas",སངས་རྒྱས་འབྱུང་གནས།,"The Second Zhiwa Lha, Sanggye Jungne",1543,0,,NULL,1620,0,,NULL,M,"The Second Zhiwa Lha, Sanggye Jungne","zhi ba lha 02 sangs rgyas 'byung gnas",02,NULL,NULL,
3790,P212,"Reting Rinpoche","thub bstan 'jam dpal ye shes   bstan pa'i rgyal mtshan",en,,"thub bstan 'jam dpal ye shes   bstan pa'i rgyal mtshan",ཐུབ་བསྟན་འཇམ་དཔལ་ཡེ་ཤེས་བསྟན་པའི་རྒྱལ་མཚན།,"The Fifth Reting Rinpoche, thub bstan 'jam dpal ye shes   bstan pa'i rgyal mtshan",NULL,0,,NULL,1947,0,,NULL,M,"The Fifth Reting Rinpoche, thub bstan 'jam dpal ye shes   bstan pa'i rgyal mtshan","05 thub bstan 'jam dpal ye shes   bstan pa'i rgyal mtshan",05,NULL,NULL,
3791,P2120,"Zhiwa Lha","Zhiwa Zangpo",bo-x-ewts,"zhi ba lha","zhi ba bzang po",ཞི་བ་བཟང་པོ།,"The Third Zhiwa Lha, Zhiwa Zangpo",1625,0,,NULL,1717,0,,NULL,M,"The Third Zhiwa Lha, Zhiwa Zangpo","zhi ba lha 03 zhi ba bzang po",03,NULL,NULL,
3792,P2121,"Zhiwa Lha","Pakpa Gelek Gyeltsen",bo-x-ewts,"zhi ba lha","'phags pa dge legs rgyal mtshan",འཕགས་པ་དགེ་ལེགས་རྒྱལ་མཚན།,"The Fourth Zhiwa Lha, Pakpa Gelek Gyeltsen",1720,0,,NULL,1799,0,,NULL,M,"The Fourth Zhiwa Lha, Pakpa Gelek Gyeltsen","zhi ba lha 04 'phags pa dge legs rgyal mtshan",04,NULL,NULL,
3793,P2122,"Zhiwa Lha","Lobzang Dondrub Gyatso",bo-x-ewts,"zhi ba lha","blo bzang don grub rgya mtsho",བློ་བཟང་དོན་གྲུབ་རྒྱ་མཚོ།,"The Fifth Zhiwa Lha, Lobzang Dondrub Gyatso",1800,0,,NULL,1863,0,,NULL,M,"The Fifth Zhiwa Lha, Lobzang Dondrub Gyatso","zhi ba lha 05 blo bzang don grub rgya mtsho",05,NULL,NULL,
3794,P2123,"Zhiwa Lha","Ngawang Jigme Khenrab Tendzin Trinle",bo-x-ewts,"zhi ba lha","ngag dbang 'jigs med mkhyen rab bstan 'dzin 'phrin las",ངག་དབང་འཇིགས་མེད་མཁྱེན་རབ་བསྟན་འཛིན་འཕྲིན་ལས།,"The Sixth Zhiwa Lha, Ngawang Jigme Khenrab Tendzin Trinle",1864,0,,NULL,1923,0,,NULL,M,"The Sixth Zhiwa Lha, Ngawang Jigme Khenrab Tendzin Trinle","zhi ba lha 06 ngag dbang 'jigs med mkhyen rab bstan 'dzin 'phrin las",06,NULL,NULL,
3795,P2124,"Zhiwa Lha","Ngawang Trinle Tenzin Khyenrab",bo-x-ewts,"zhi ba lha","ngag dbang 'phrin las bstan 'dzin mkhyen rab",ངག་དབང་འཕྲིན་ལས་བསྟན་འཛིན་མཁྱེན་རབ།,"The Seventh Zhiwa Lha, Ngawang Trinle Tenzin Khyenrab",1925,0,,NULL,NULL,0,,NULL,M,"The Seventh Zhiwa Lha, Ngawang Trinle Tenzin Khyenrab","zhi ba lha 07 ngag dbang 'phrin las bstan 'dzin mkhyen rab",07,NULL,NULL,
3796,P2125,NULL,"ngag gi dbang po",en,NULL,"ngag gi dbang po",ངག་གི་དབང་པོ།,"ngag gi dbang po",1645,0,NULL,NULL,1711,0,NULL,NULL,M,"ngag gi dbang po","ngag gi dbang po",NULL,NULL,NULL,NULL
3797,P2126,NULL,"dbang 'bum",en,NULL,"dbang 'bum",དབང་འབུམ།,"dbang 'bum",NULL,0,NULL,NULL,NULL,0,NULL,NULL,M,"dbang 'bum","dbang 'bum",NULL,NULL,NULL,NULL
3798,P2127,NULL,"'bum skyid",en,NULL,"'bum skyid",འབུམ་སྐྱིད།,"'bum skyid",NULL,0,NULL,NULL,NULL,0,NULL,NULL,F,"'bum skyid","'bum skyid",NULL,NULL,NULL,NULL
3799,P2128,NULL,"dam chos yar 'phel",en,NULL,"dam chos yar 'phel",དམ་ཆོས་ཡར་འཕེལ།,"dam chos yar 'phel",NULL,0,NULL,NULL,NULL,0,NULL,NULL,M,"dam chos yar 'phel","dam chos yar 'phel",NULL,NULL,NULL,NULL
3800,P2129,NULL,"nam mkha' rdo rje",en,NULL,"nam mkha' rdo rje",ནམ་མཁའ་རྡོ་རྗེ།,"nam mkha' rdo rje",NULL,0,NULL,NULL,NULL,0,NULL,NULL,M,"nam mkha' rdo rje","nam mkha' rdo rje",NULL,NULL,NULL,NULL
3801,P213,NULL,"blo bzang lung rtogs 'jigs med   bstan pa'i rgyal mtshan",en,NULL,"blo bzang lung rtogs 'jigs med   bstan pa'i rgyal mtshan",བློ་བཟང་ལུང་རྟོགས་འཇིགས་མེད་བསྟན་པའི་རྒྱལ་མཚན།,"blo bzang lung rtogs 'jigs med   bstan pa'i rgyal mtshan",1910,0,NULL,NULL,NULL,0,NULL,NULL,M,"blo bzang lung rtogs 'jigs med   bstan pa'i rgyal mtshan","blo bzang lung rtogs 'jigs med   bstan pa'i rgyal mtshan",NULL,NULL,NULL,NULL
3802,P2130,NULL,"grags pa gzhon nu",en,NULL,"grags pa gzhon nu",གྲགས་པ་གཞོན་ནུ།,"grags pa gzhon nu",1257,0,NULL,NULL,1315,0,NULL,NULL,M,"grags pa gzhon nu","grags pa gzhon nu",NULL,NULL,NULL,NULL
3803,P2131,NULL,"gyad gsar dgos pa",en,NULL,"gyad gsar dgos pa",གྱད་གསར་དགོས་པ།,"gyad gsar dgos pa",NULL,0,NULL,NULL,NULL,0,NULL,NULL,M,"gyad gsar dgos pa","gyad gsar dgos pa",NULL,NULL,NULL,NULL
3804,P2132,NULL,"grags pa 'bum",en,NULL,"grags pa 'bum",གྲགས་པ་འབུམ།,"grags pa 'bum",NULL,0,NULL,NULL,NULL,0,NULL,NULL,M,"grags pa 'bum","grags pa 'bum",NULL,NULL,NULL,NULL
3805,P2133,NULL,"bde ba dpal",en,NULL,"bde ba dpal",བདེ་བ་དཔལ།,"bde ba dpal",1231,0,NULL,NULL,1297,0,NULL,NULL,M,"bde ba dpal","bde ba dpal",NULL,NULL,NULL,NULL
3806,P2134,NULL,"thugs rje dpal bzang",en,NULL,"thugs rje dpal bzang",ཐུགས་རྗེ་དཔལ་བཟང།,"thugs rje dpal bzang",NULL,0,NULL,NULL,NULL,0,NULL,NULL,M,"thugs rje dpal bzang","thugs rje dpal bzang",NULL,NULL,NULL,NULL
3807,P2135,NULL,"chos ldan dpal bzang",en,NULL,"chos ldan dpal bzang",ཆོས་ལྡན་དཔལ་བཟང།,"chos ldan dpal bzang",NULL,0,NULL,NULL,NULL,0,NULL,NULL,M,"chos ldan dpal bzang","chos ldan dpal bzang",NULL,NULL,NULL,NULL
3808,P2136,NULL,"gzhon mdzes",en,NULL,"gzhon mdzes",གཞོན་མཛེས།,"gzhon mdzes",NULL,0,NULL,NULL,NULL,0,NULL,NULL,M,"gzhon mdzes","gzhon mdzes",NULL,NULL,NULL,NULL
3809,P2137,NULL,"yon tan 'bum",en,NULL,"yon tan 'bum",ཡོན་ཏན་འབུམ།,"yon tan 'bum",NULL,0,NULL,NULL,NULL,0,NULL,NULL,M,"yon tan 'bum","yon tan 'bum",NULL,NULL,NULL,NULL
3810,P2138,NULL,"bsod nams seng+ge",en,NULL,"bsod nams seng+ge",བསོད་ནམས་སེངྒེ།,"bsod nams seng+ge",NULL,0,NULL,NULL,NULL,0,NULL,NULL,M,"bsod nams seng+ge","bsod nams seng+ge",NULL,NULL,NULL,NULL
3811,P2139,NULL,"shes rab seng+ge",en,NULL,"shes rab seng+ge",ཤེས་རབ་སེངྒེ།,"shes rab seng+ge",1251,0,NULL,NULL,1315,0,NULL,NULL,M,"shes rab seng+ge","shes rab seng+ge",NULL,NULL,NULL,NULL
3812,P2140,NULL,"kun dga' rgyal po",en,NULL,"kun dga' rgyal po",ཀུན་དགའ་རྒྱལ་པོ།,"kun dga' rgyal po",NULL,0,NULL,NULL,NULL,0,NULL,NULL,M,"kun dga' rgyal po","kun dga' rgyal po",NULL,NULL,NULL,NULL
3813,P2141,NULL,"grub mchog pa",en,NULL,"grub mchog pa",གྲུབ་མཆོག་པ།,"grub mchog pa",NULL,0,NULL,NULL,NULL,0,NULL,NULL,M,"grub mchog pa","grub mchog pa",NULL,NULL,NULL,NULL
3814,P2142,NULL,"bsod nams grags pa",en,NULL,"bsod nams grags pa",བསོད་ནམས་གྲགས་པ།,"bsod nams grags pa",1273,0,NULL,NULL,1345,0,NULL,NULL,M,"bsod nams grags pa","bsod nams grags pa",NULL,NULL,NULL,NULL
3815,P2143,NULL,"rig pa'i seng+ge",en,NULL,"rig pa'i seng+ge",རིག་པའི་སེངྒེ།,"rig pa'i seng+ge",1287,0,NULL,NULL,1375,0,NULL,NULL,M,"rig pa'i seng+ge","rig pa'i seng+ge",NULL,NULL,NULL,NULL
3816,P2144,NULL,"sgang ring",en,NULL,"sgang ring",སྒང་རིང།,"sgang ring",NULL,0,NULL,NULL,NULL,0,NULL,NULL,M,"sgang ring","sgang ring",NULL,NULL,NULL,NULL
3817,P2145,NULL,"dge smon",en,NULL,"dge smon",དགེ་སྨོན།,"dge smon",NULL,0,NULL,NULL,1297,0,NULL,NULL,F,"dge smon","dge smon",NULL,NULL,NULL,NULL
3818,P2146,NULL,"byams pa mgon",en,NULL,"byams pa mgon",བྱམས་པ་མགོན།,"byams pa mgon",NULL,0,NULL,NULL,NULL,0,NULL,NULL,M,"byams pa mgon","byams pa mgon",NULL,NULL,NULL,NULL
3819,P2147,NULL,"nyi ma rgyal mtshan",en,NULL,"nyi ma rgyal mtshan",ཉི་མ་རྒྱལ་མཚན།,"nyi ma rgyal mtshan",NULL,0,NULL,NULL,NULL,0,NULL,NULL,M,"nyi ma rgyal mtshan","nyi ma rgyal mtshan",NULL,NULL,NULL,NULL
3820,P2148,NULL,"mgon po bkra shis",en,NULL,"mgon po bkra shis",མགོན་པོ་བཀྲ་ཤིས།,"mgon po bkra shis",NULL,0,NULL,NULL,NULL,0,NULL,NULL,M,"mgon po bkra shis","mgon po bkra shis",NULL,NULL,NULL,NULL
3821,P2149,NULL,"klu mo skyid",en,NULL,"klu mo skyid",ཀླུ་མོ་སྐྱིད།,"klu mo skyid",NULL,0,NULL,NULL,NULL,0,NULL,NULL,F,"klu mo skyid","klu mo skyid",NULL,NULL,NULL,NULL
3822,P215,"Paṇchen Lama","Tubten Chokyi Nyima",bo-x-ewts,"paN chen bla ma","thub bstan chos kyi nyi ma",ཐུབ་བསྟན་ཆོས་ཀྱི་ཉི་མ།,"The Ninth Paṇchen Lama, Tubten Chokyi Nyima",1883,0,,NULL,1937,0,,NULL,M,"The Ninth Paṇchen Lama, Tubten Chokyi Nyima","paN chen bla ma 09 thub bstan chos kyi nyi ma",09,NULL,NULL,
3823,P2150,NULL,"ngag dbang snyan grags",en,NULL,"ngag dbang snyan grags",ངག་དབང་སྙན་གྲགས།,"ngag dbang snyan grags",NULL,0,NULL,NULL,NULL,0,NULL,NULL,M,"ngag dbang snyan grags","ngag dbang snyan grags",NULL,NULL,NULL,NULL
3824,P2151,NULL,"brtson 'grus",en,NULL,"brtson 'grus",བརྩོན་འགྲུས།,"brtson 'grus",NULL,0,NULL,NULL,NULL,0,NULL,NULL,M,"brtson 'grus","brtson 'grus",NULL,NULL,NULL,NULL
3825,P2152,NULL,"rnam rgyal",en,NULL,"rnam rgyal",རྣམ་རྒྱལ།,"rnam rgyal",NULL,0,NULL,NULL,NULL,0,NULL,NULL,M,"rnam rgyal","rnam rgyal",NULL,NULL,NULL,NULL
3826,P2153,NULL,"nyi ma mig",en,NULL,"nyi ma mig",ཉི་མ་མིག།,"nyi ma mig",NULL,0,NULL,NULL,NULL,0,NULL,NULL,F,"nyi ma mig","nyi ma mig",NULL,NULL,NULL,NULL
3827,P2154,NULL,"skal bzang rnam rgyal",en,NULL,"skal bzang rnam rgyal",སྐལ་བཟང་རྣམ་རྒྱལ།,"skal bzang rnam rgyal",NULL,0,NULL,NULL,NULL,0,NULL,NULL,M,"skal bzang rnam rgyal","skal bzang rnam rgyal",NULL,NULL,NULL,NULL
3828,P2155,NULL,"blo bzang dge legs",en,NULL,"blo bzang dge legs",བློ་བཟང་དགེ་ལེགས།,"blo bzang dge legs",NULL,0,NULL,NULL,NULL,0,NULL,NULL,M,"blo bzang dge legs","blo bzang dge legs",NULL,NULL,NULL,NULL
3829,P2156,NULL,"blo bzang 'phrin las",en,NULL,"blo bzang 'phrin las",བློ་བཟང་འཕྲིན་ལས།,"blo bzang 'phrin las",1642,0,NULL,NULL,1708,0,NULL,NULL,M,"blo bzang 'phrin las","blo bzang 'phrin las",NULL,NULL,NULL,NULL
3830,P2157,NULL,"dge 'dun rgya mtsho",en,NULL,"dge 'dun rgya mtsho",དགེ་འདུན་རྒྱ་མཚོ།,"dge 'dun rgya mtsho",1662,0,NULL,NULL,1737,0,NULL,NULL,M,"dge 'dun rgya mtsho","dge 'dun rgya mtsho",NULL,NULL,NULL,NULL
3831,P2158,NULL,"pa sangs",en,NULL,"pa sangs",པ་སངས།,"pa sangs",NULL,0,NULL,NULL,NULL,0,NULL,NULL,M,"pa sangs","pa sangs",NULL,NULL,NULL,NULL
3832,P2159,NULL,"chung skyes",en,NULL,"chung skyes",ཆུང་སྐྱེས།,"chung skyes",NULL,0,NULL,NULL,NULL,0,NULL,NULL,F,"chung skyes","chung skyes",NULL,NULL,NULL,NULL
3833,P216,NULL,"blo bzang don ldan",en,NULL,"blo bzang don ldan",བློ་བཟང་དོན་ལྡན།,"blo bzang don ldan",NULL,0,NULL,NULL,1950,0,NULL,NULL,M,"blo bzang don ldan","blo bzang don ldan",NULL,NULL,NULL,NULL
3834,P2160,NULL,"a 'grub",en,NULL,"a 'grub",ཨ་འགྲུབ།,"a 'grub",NULL,0,NULL,NULL,NULL,0,NULL,NULL,M,"a 'grub","a 'grub",NULL,NULL,NULL,NULL
3835,P2161,NULL,"sgrol ma",en,NULL,"sgrol ma",སྒྲོལ་མ།,"sgrol ma",NULL,0,NULL,NULL,NULL,0,NULL,NULL,F,"sgrol ma","sgrol ma",NULL,NULL,NULL,NULL
3836,P2162,NULL,"ngag dbang 'jigs med",en,NULL,"ngag dbang 'jigs med",ངག་དབང་འཇིགས་མེད།,"ngag dbang 'jigs med",NULL,0,NULL,NULL,NULL,0,NULL,NULL,M,"ngag dbang 'jigs med","ngag dbang 'jigs med",NULL,NULL,NULL,NULL
3837,P2163,NULL,"blo bzang dpal sbyin",en,NULL,"blo bzang dpal sbyin",བློ་བཟང་དཔལ་སྦྱིན།,"blo bzang dpal sbyin",NULL,0,NULL,NULL,NULL,0,NULL,NULL,M,"blo bzang dpal sbyin","blo bzang dpal sbyin",NULL,NULL,NULL,NULL
3838,P2164,NULL,"sbyin pa don grub rgya mtsho",en,NULL,"sbyin pa don grub rgya mtsho",སྦྱིན་པ་དོན་གྲུབ་རྒྱ་མཚོ།,"sbyin pa don grub rgya mtsho",1874,0,NULL,NULL,NULL,0,NULL,NULL,M,"sbyin pa don grub rgya mtsho","sbyin pa don grub rgya mtsho",NULL,NULL,NULL,NULL
3839,P2165,NULL,"blon po skyabs",en,NULL,"blon po skyabs",བློན་པོ་སྐྱབས།,"blon po skyabs",NULL,0,NULL,NULL,NULL,0,NULL,NULL,M,"blon po skyabs","blon po skyabs",NULL,NULL,NULL,NULL
3840,P2166,NULL,"lha mo 'tsho",en,NULL,"lha mo 'tsho",ལྷ་མོ་འཚོ།,"lha mo 'tsho",NULL,0,NULL,NULL,NULL,0,NULL,NULL,M,"lha mo 'tsho","lha mo 'tsho",NULL,NULL,NULL,NULL
3841,P2167,NULL,"'jam dbyangs grags pa",en,NULL,"'jam dbyangs grags pa",འཇམ་དབྱངས་གྲགས་པ།,"'jam dbyangs grags pa",NULL,0,NULL,NULL,NULL,0,NULL,NULL,M,"'jam dbyangs grags pa","'jam dbyangs grags pa",NULL,NULL,NULL,NULL
3842,P2168,NULL,"bkra shis rgyal mtshan",en,NULL,"bkra shis rgyal mtshan",བཀྲ་ཤིས་རྒྱལ་མཚན།,"bkra shis rgyal mtshan",NULL,0,NULL,NULL,NULL,0,NULL,NULL,M,"bkra shis rgyal mtshan","bkra shis rgyal mtshan",NULL,NULL,NULL,NULL
3843,P2169,,"bkra shis grags pa",en,,"bkra shis grags pa",བཀྲ་ཤིས་གྲགས་པ།,"bkra shis grags pa",1200,0,,NULL,1282,0,,NULL,M,"bkra shis grags pa","bkra shis grags pa",NULL,NULL,NULL,
3844,P217,NULL,"blo bzang bshad sgrub rgya   mtsho",en,NULL,"blo bzang bshad sgrub rgya   mtsho",བློ་བཟང་བཤད་སྒྲུབ་རྒྱ་མཚོ།,"blo bzang bshad sgrub rgya   mtsho",1904,0,NULL,NULL,1946,0,NULL,NULL,M,"blo bzang bshad sgrub rgya   mtsho","blo bzang bshad sgrub rgya   mtsho",NULL,NULL,NULL,NULL
3845,P2170,NULL,"dbang phyug legs pa",en,NULL,"dbang phyug legs pa",དབང་ཕྱུག་ལེགས་པ།,"dbang phyug legs pa",NULL,0,NULL,NULL,NULL,0,NULL,NULL,M,"dbang phyug legs pa","dbang phyug legs pa",NULL,NULL,NULL,NULL
3846,P2171,NULL,"sgrol ma 'tsho",en,NULL,"sgrol ma 'tsho",སྒྲོལ་མ་འཚོ།,"sgrol ma 'tsho",NULL,0,NULL,NULL,NULL,0,NULL,NULL,F,"sgrol ma 'tsho","sgrol ma 'tsho",NULL,NULL,NULL,NULL
3847,P2172,NULL,"bkra shis lde mgon",en,NULL,"bkra shis lde mgon",བཀྲ་ཤིས་ལྡེ་མགོན།,"bkra shis lde mgon",NULL,0,NULL,NULL,NULL,0,NULL,NULL,M,"bkra shis lde mgon","bkra shis lde mgon",NULL,NULL,NULL,NULL
3848,P2173,NULL,"skyid lde nyi ma mgon",en,NULL,"skyid lde nyi ma mgon",སྐྱིད་ལྡེ་ཉི་མ་མགོན།,"skyid lde nyi ma mgon",NULL,0,NULL,NULL,NULL,0,NULL,NULL,M,"skyid lde nyi ma mgon","skyid lde nyi ma mgon",NULL,NULL,NULL,NULL
