TOL ID,TBRC RID,Primary title,Primary name,Primary name encoding,Wylie title,Wylie name,Birth year,Birth year approximate,Birth year alternate,Birth century,Death year,Death year approximate,Death year alternate,Death century,Gender,Display name English,Display name Wylie,Display name Tibetan,Wikidata ID,Lotsawa House URL,HAR URL
6738,P4312,,Yakde Paṇchen Tsondru Dargye,en,,g.yag sde paN chen brtson grus dar gyas,1299,0,,,1378,0,,,M,Yakde Paṇchen Tsondru Dargye,g.yag sde paN chen brtson grus dar gyas,གཡག་སྡེ་པཎ་ཆེན་བརྩོན་གྲུས་དར་གྱས།,,,
10683,P7997,,Yakton Sanggye Pel,en,,g.yag ston sangs rgyas dpal,1350,0,,,1414,0,,,M,Yakton Sanggye Pel,g.yag ston sangs rgyas dpal,གཡག་སྟོན་སངས་རྒྱས་དཔལ།,,,
1721,P10179,,Yalung Jomo Auma,en,,g.ya lung jo mo 'a 'u ma,,0,,45,,0,,,F,Yalung Jomo Auma,g.ya lung jo mo 'a 'u ma,གཡ་ལུང་ཇོ་མོ་འ་འུ་མ།,,,
12432,P9617,,"yamada, ryujo",en,,"yamada, ryujo",,0,,,,0,,,M,"yamada, ryujo","yamada, ryujo","ཡམད,་རྱུཇོ།",,,
12491,P9671,,"yang, jiaming",en,,"yang, jiaming",,0,,,,0,,,M,"yang, jiaming","yang, jiaming","ཡང,་ཇིཨམིང།",,,
3611,P1PD5301,,"yang, shihong",en,,"yang, shihong",,0,,,,0,,,,"yang, shihong","yang, shihong","ཡང,་ཤིཧོང།",,,
12687,P9855,,"yang, shuwen",en,,"yang, shuwen",,0,,,,0,,,M,"yang, shuwen","yang, shuwen","ཡང,་ཤུཝེན།",,,
4402,P268,,Yangchen Drupai Dorje,en,,dbyangs can grub pa'i rdo rje,1809,0,,,1887,0,,,M,Yangchen Drupai Dorje,dbyangs can grub pa'i rdo rje,དབྱངས་ཅན་གྲུབ་པའི་རྡོ་རྗེ།,,https://www.lotsawahouse.org/tibetan-masters/yangchen-drubpe-dorje/,
13598,P1AG113,,Yangchen Lhamo,en,,dbyangs can lha mo,1907,0,,,1973,1,,,F,Yangchen Lhamo,dbyangs can lha mo,དབྱངས་ཅན་ལྷ་མོ།,,,
7775,P5262,,Yanggonpa Gyeltsen Pel,en,,yang dgon pa rgyal mtshan dpal,1213,0,,,1258,0,,,M,Yanggonpa Gyeltsen Pel,yang dgon pa rgyal mtshan dpal,ཡང་དགོན་པ་རྒྱལ་མཚན་དཔལ།,,https://www.lotsawahouse.org/tibetan-masters/gyalwa-yangonpa/,
10494,P7817,,yasuhiko nagano,en,,"nagano, yasuhiko",,0,,,,0,,,M,yasuhiko nagano,"nagano, yasuhiko","ནགནོ,་ཡསུཧིཀོ།",,,
7636,P5132,,Yelpa Yeshe Tsek,en,,yel pa ye shes brtsegs,1134,0,,,1194,0,,,M,Yelpa Yeshe Tsek,yel pa ye shes brtsegs,ཡེལ་པ་ཡེ་ཤེས་བརྩེགས།,,,
7152,P469,,Yeshe Bumpa,en,,ye shes 'bum pa,1242,0,,,1328,0,,,M,Yeshe Bumpa,ye shes 'bum pa,ཡེ་ཤེས་འབུམ་པ།,,,
4028,P2335,,Yeshe Gyeltsen,en,,ye shes rgyal mtshan,1395,0,,,,0,,,M,Yeshe Gyeltsen,ye shes rgyal mtshan,ཡེ་ཤེས་རྒྱལ་མཚན།,,,
2280,P1069,,Yeshe Rinchen,en,,ye shes rin chen,1248,0,,,1294,0,,,M,Yeshe Rinchen,ye shes rin chen,ཡེ་ཤེས་རིན་ཆེན།,,,
13574,P1AG95,,Yeshe Tendzin,en,,ye shes bstan 'dzin,,0,,71,,0,,74,M,Yeshe Tendzin,ye shes bstan 'dzin,ཡེ་ཤེས་བསྟན་འཛིན།,,,
10373,P7695,,Yeshe Tsogyel,en,,ye shes mtsho rgyal,,0,,30,,0,,31,F,Yeshe Tsogyel,ye shes mtsho rgyal,ཡེ་ཤེས་མཚོ་རྒྱལ།,,https://www.lotsawahouse.org/tibetan-masters/yeshe-tsogyal/,
9141,P6543,,Yeshe Yang,en,,ye shes dbyangs,,0,,,862,0,,,M,Yeshe Yang,ye shes dbyangs,ཡེ་ཤེས་དབྱངས།,,,
11428,P8689,,Yilhung Sonam Namgyel,en,,yi lhung bsod nams rnam rgyal,1881,0,,,1952,0,1953,,M,Yilhung Sonam Namgyel,yi lhung bsod nams rnam rgyal,ཡི་ལྷུང་བསོད་ནམས་རྣམ་རྒྱལ།,,,
9203,P6600,,Yonten Gonpo,en,,yon tan mgon po,1899,0,,,1959,0,,,M,Yonten Gonpo,yon tan mgon po,ཡོན་ཏན་མགོན་པོ།,,https://www.lotsawahouse.org/tibetan-masters/khenpo-yonten-gonpo/,
2434,P1175,,Yonten Gyatso,en,,yon tan rgya mtsho,1516,0,,,1551,0,,,M,Yonten Gyatso,yon tan rgya mtsho,ཡོན་ཏན་རྒྱ་མཚོ།,,,
2790,P150,,Yonten Gyatso,en,,yon tan rgya mtsho,1260,0,,,1327,0,,,M,Yonten Gyatso,yon tan rgya mtsho,ཡོན་ཏན་རྒྱ་མཚོ།,,,
12547,P9724,,Yonten Jungne,en,,yon tan 'byung gnas,1400,0,,57,,0,,,M,Yonten Jungne,yon tan 'byung gnas,ཡོན་ཏན་འབྱུང་གནས།,,,
13636,P4CZ10522,,Yonten Pel,en,,yon tan dpal/,,0,,41,,0,,,M,Yonten Pel,yon tan dpal/,ཡོན་ཏན་དཔལ༎,,,
11462,P872,,Yonten Yeshe,en,,yon tan ye shes,,0,,57,,0,,,M,Yonten Yeshe,yon tan ye shes,ཡོན་ཏན་ཡེ་ཤེས།,,,
13090,P3AG6,,Yorpo Mepel,en,,g.yor po me dpal,1134,0,,,1169,0,,,M,Yorpo Mepel,g.yor po me dpal,གཡོར་པོ་མེ་དཔལ།,,,
4301,P2589,,Yumo Mikyo Dorje,en,,yu mo mi bskyod rdo rje,1038,1,,,1117,1,,,M,Yumo Mikyo Dorje,yu mo mi bskyod rdo rje,ཡུ་མོ་མི་བསྐྱོད་རྡོ་རྗེ།,,,
10561,P7883,,Yungdrung Puntsok,en,,g.yung drung phun tshogs,,0,,72,,0,,75,M,Yungdrung Puntsok,g.yung drung phun tshogs,གཡུང་དྲུང་ཕུན་ཚོགས།,,,
13531,P1AG84,,Yungdrung Tendzin,en,,g.yung drung bstan 'dzin,,0,,68,,0,,71,M,Yungdrung Tendzin,g.yung drung bstan 'dzin,གཡུང་དྲུང་བསྟན་འཛིན།,,,
13222,P11MS157,,Yungdrung Yeshe,en,,g.yung drung ye shes,,0,,65,,0,,,M,Yungdrung Yeshe,g.yung drung ye shes,གཡུང་དྲུང་ཡེ་ཤེས།,,,
2740,P1454,,Yungton Dorje Pel,en,,g.yung ston rdo rje dpal,1284,0,,,1365,0,,,M,Yungton Dorje Pel,g.yung ston rdo rje dpal,གཡུང་སྟོན་རྡོ་རྗེ་དཔལ།,,,http://www.himalayanart.org/search/set.cfm?setID=974
11798,P9029,,Yuthok Dorje Yudon,en,,g.yu thog lha lcam rdo rje g.yu sgron,1912,0,,,1998,0,,,F,Yuthok Dorje Yudon,g.yu thog lha lcam rdo rje g.yu sgron,གཡུ་ཐོག་ལྷ་ལྕམ་རྡོ་རྗེ་གཡུ་སྒྲོན།,,,
9333,P6722,,Yuthok Tashi Dhondup,en,,g.yu thog bkra shis don grub,1906,0,,,1983,0,,,M,Yuthok Tashi Dhondup,g.yu thog bkra shis don grub,གཡུ་ཐོག་བཀྲ་ཤིས་དོན་གྲུབ།,,,
5312,P3005,,Yutok Yonten Gonpo,en,,g.yu thog yon tan mgon po,1126,0,,,1202,0,,,M,Yutok Yonten Gonpo,g.yu thog yon tan mgon po,གཡུ་ཐོག་ཡོན་ཏན་མགོན་པོ།,,,
6620,P4206,,Zang Samlingpa,en,,zang bsam gling pa,1189,0,,,1260,0,,,M,Zang Samlingpa,zang bsam gling pa,ཟང་བསམ་གླིང་པ།,,,
9572,P6943,,Zangpo Drakpa,en,,bzang po grags pa,,0,,54,,0,,56,M,Zangpo Drakpa,bzang po grags pa,བཟང་པོ་གྲགས་པ།,,https://www.lotsawahouse.org/tibetan-masters/tulku-zangpo-drakpa/,
3204,P1877,,Zangpo Pel,en,,bzang po dpal,1262,0,,,1324,0,,,M,Zangpo Pel,bzang po dpal,བཟང་པོ་དཔལ།,,,
6756,P4329,,Zarawa Kelden Yeshe Sengge,en,,zwa ra ba skal ldan ye shes seng+ge,1168,1,,,1207,0,,,M,Zarawa Kelden Yeshe Sengge,zwa ra ba skal ldan ye shes seng+ge,ཟྭ་ར་བ་སྐལ་ལྡན་ཡེ་ཤེས་སེངྒེ།,,,
12437,P9621,,"zeppa, jamie",en,,"zeppa, jamie",1968,0,,,,0,,,F,"zeppa, jamie","zeppa, jamie","ཟེཔཔ,་ཇམིཨེ།",,,
2578,P1304,,Zeu Drakpa Tsondru,en,,ze'u grags pa brtson 'grus,1253,0,,,1316,0,,,M,Zeu Drakpa Tsondru,ze'u grags pa brtson 'grus,ཟེའུ་གྲགས་པ་བརྩོན་འགྲུས།,,,
13802,,,Zhalu Tripa Wandu Norbu,en,,zhwa lu khri pa dbang 'dus nor bu,1884,0,,,1954,1,,,M,Zhalu Tripa Wandu Norbu,zhwa lu khri pa dbang 'dus nor bu,ཞྭ་ལུ་ཁྲི་པ་དབང་འདུས་ནོར་བུ།,,,
3182,P1857,,Zhang Yudrakpa Tsondru Drakpa,en,,zhang g.yu brag pa brtson 'grus grags pa,1123,0,,,1193,0,,,M,Zhang Yudrakpa Tsondru Drakpa,zhang g.yu brag pa brtson 'grus grags pa,ཞང་གཡུ་བྲག་པ་བརྩོན་འགྲུས་གྲགས་པ།,,https://www.lotsawahouse.org/tibetan-masters/lama-zhang-tsondru-drakpa/,
3585,P1KG743,,"zhang, weiming",en,,"zhang, weiming",,0,,,,0,,,,"zhang, weiming","zhang, weiming","ཞང,་ཝེཨིམིང།",,,
12490,P9670,,"zhang, xiaoming",en,,"zhang, xiaoming",,0,,,,0,,,M,"zhang, xiaoming","zhang, xiaoming","ཞང,་xཨིཨཨོམིང།",,,
12534,P9710,,"zhang, yisun",en,,"zhang, yisun",,0,,,,0,,,M,"zhang, yisun","zhang, yisun","ཞང,་ཡིསུན།",,,
12659,P9828,,"zhang, zhan",en,,"zhang, zhan",,0,,,,0,,,M,"zhang, zhan","zhang, zhan","ཞང,་ཞན།",,,
9993,P7332,,"zhang, zuji",en,,"zhang, zuji",,0,,,,0,,,M,"zhang, zuji","zhang, zuji","ཞང,་ཟུཇི།",,,
7024,P4574,,Zhangton Chobar,en,,zhang ston chos 'bar,1053,0,,,1135,0,,,M,Zhangton Chobar,zhang ston chos 'bar,ཞང་སྟོན་ཆོས་འབར།,,,http://www.himalayanart.org/search/set.cfm?setID=2139
3937,P2253,,Zhangton Gyawo Sonam Drakpa,en,,zhang ston rgya bo bsod nams grags pa,1292,0,,,1370,0,,,M,Zhangton Gyawo Sonam Drakpa,zhang ston rgya bo bsod nams grags pa,ཞང་སྟོན་རྒྱ་བོ་བསོད་ནམས་གྲགས་པ།,,,
2203,P1062,,Zhangton Konchok Pel,en,,zhang ston dkon mchog dpal,,0,,51,1317,0,,,M,Zhangton Konchok Pel,zhang ston dkon mchog dpal,ཞང་སྟོན་དཀོན་མཆོག་དཔལ།,,,
2809,P1517,,Zhangton Semikpa,en,,zhang ston se mig pa,,0,,,,0,,,M,Zhangton Semikpa,zhang ston se mig pa,ཞང་སྟོན་སེ་མིག་པ།,,,
8923,P634,,Zhangton Tashi Dorje,en,,zhang ston bkra shis rdo rje,1097,0,,,1167,0,,,M,Zhangton Tashi Dorje,zhang ston bkra shis rdo rje,ཞང་སྟོན་བཀྲ་ཤིས་རྡོ་རྗེ།,,https://www.lotsawahouse.org/tibetan-masters/zhangton-tashi-dorje/,
6895,P4456,,Zhangtsun Dorje Wozer,en,,zhang btsun rdo rje 'od zer,1122,0,,,1194,0,,,M,Zhangtsun Dorje Wozer,zhang btsun rdo rje 'od zer,ཞང་བཙུན་རྡོ་རྗེ་འོད་ཟེར།,,,
13084,P11MS162,,Zhikpo Kunga,en,,zhig po kun dga',,0,,50,,0,,,M,Zhikpo Kunga,zhig po kun dga',ཞིག་པོ་ཀུན་དགའ།,,,
13818,,,Zhiwa Tso,en,,zhi wa 'tsho,,0,,,,0,,,F,Zhiwa Tso,zhi wa 'tsho,ཞི་ཝ་འཚོ།,,,
13434,P1AG7,,Zhonnu Rinchen,en,,gzhon nu rin chen,1192,0,,,1259,0,,,M,Zhonnu Rinchen,gzhon nu rin chen,གཞོན་ནུ་རིན་ཆེན།,,,
11909,P913,,Zhonnu Sengge,en,,gzhon nu seng+ge,1200,0,,,1266,0,,,M,Zhonnu Sengge,gzhon nu seng+ge,གཞོན་ནུ་སེངྒེ།,,,
12478,P9659,,"zhu, xiaoming",en,,"zhu, xiaoming",,0,,,,0,,,M,"zhu, xiaoming","zhu, xiaoming","ཞུ,་xཨིཨཨོམིང།",,,
10699,P801,,Zhuchen Tsultrim Rinchen,en,,zhu chen tshul khrims rin chen,1697,0,,,1774,0,,,M,Zhuchen Tsultrim Rinchen,zhu chen tshul khrims rin chen,ཞུ་ཆེན་ཚུལ་ཁྲིམས་རིན་ཆེན།,,,
6892,P4453,,Ziji Bar,en,,gzi brjid 'bar,,1,,43,,0,,,M,Ziji Bar,gzi brjid 'bar,གཟི་བརྗིད་འབར།,,,
8612,P6037,,Zong Lobzang Tsondru Tubten Gyeltsen,en,,zong blo bzang brtson 'grus thub bstan rgyal mtshan,1904,0,,,1984,0,,,M,Zong Lobzang Tsondru Tubten Gyeltsen,zong blo bzang brtson 'grus thub bstan rgyal mtshan,ཟོང་བློ་བཟང་བརྩོན་འགྲུས་ཐུབ་བསྟན་རྒྱལ་མཚན།,,,
12423,P9608,,zongtse champa thupten,en,,byams pa thub bstan,,0,,,,0,,,M,zongtse champa thupten,byams pa thub bstan,བྱམས་པ་ཐུབ་བསྟན།,,,
4630,P2889,,Zurchen Shakya Jungne,en,,zur chen shAkya 'byung gnas,1002,0,,,1062,0,,,M,Zurchen Shakya Jungne,zur chen shAkya 'byung gnas,ཟུར་ཆེན་ཤཱཀྱ་འབྱུང་གནས།,,,
4632,P2890,,Zurchung Sherab Drakpa,en,,zur chung shes rab grags pa,1014,0,,,1074,0,,,M,Zurchung Sherab Drakpa,zur chung shes rab grags pa,ཟུར་ཆུང་ཤེས་རབ་གྲགས་པ།,,,
12543,P972,,,en,,,,0,,,,0,,,,,,,,,
13185,P8LS13226,,mdo sngags bshad sgrub rgya mtsho,bo-x-ewts,,mdo sngags bshad sgrub rgya mtsho,18,0,,,,0,,,,,,,,,
13223,P8LS13229,,byang chub seng+ge,bo-x-ewts,,byang chub seng+ge,,0,,,,0,,,,,,,,,
13255,P8LS12328,,o rgyan,bo-x-ewts,,o rgyan,20,0,,,,0,,,,,,,,,
13259,P8LS13230,,chos dpal mgon po,bo-x-ewts,,chos dpal mgon po,12,0,,,,0,,,,,,,,,
13260,P8LS13231,,shes rab bzang po,bo-x-ewts,,shes rab bzang po,,0,,,,0,,,,,,,,,
13261,P8LS13232,,chos dpal bzang po,bo-x-ewts,,chos dpal bzang po,,0,,,,0,,,,,,,,,
13262,P8LS13233,,dkon mchog rgyal mtshan,bo-x-ewts,,dkon mchog rgyal mtshan,,0,,,,0,,,,,,,,,
13263,P8LS13234,,bsod nams rgyal mtshan,bo-x-ewts,,bsod nams rgyal mtshan,,0,,,,0,,,,,,,,,
13265,P8LS13238,,rin chen bkra shis,bo-x-ewts,,rin chen bkra shis,,0,,,,0,,,,,,,,,
13266,P8LS12076,,od zer rgya mtsho,bo-x-ewts,,od zer rgya mtsho,,0,,,1623,0,,,,,,,,,
13267,P8LS12078,,chos bstan 'dzin rgya mtsho,bo-x-ewts,,chos bstan 'dzin rgya mtsho,1778,0,,,1837,0,,,,,,,,,
13268,P8LS12080,,blo bzang bstan pa'i nyi ma,bo-x-ewts,,blo bzang bstan pa'i nyi ma,,0,,,,0,,,,,,,,,
13269,P8LS12081,,skal bzang bkra shis rgya mtsho,bo-x-ewts,,skal bzang bkra shis rgya mtsho,,0,,,,0,,,,,,,,,
13270,P8LS12082,,bskal bzang bstan 'dzin rgya mtsho,bo-x-ewts,,bskal bzang bstan 'dzin rgya mtsho,,0,,,1865,0,,,,,,,,,
13271,P8LS12083,,blo bzang tshul khrims bsam gtan,bo-x-ewts,,blo bzang tshul khrims bsam gtan,1839,0,,,1876,0,,,,,,,,,
13272,P8LS12084,,skal bzang tshul khrims bstan pa'i nyi ma,bo-x-ewts,,skal bzang tshul khrims bstan pa'i nyi ma,1858,0,,,,0,,,,,,,,,
13273,P8LS12085,,blo bzang bstan pa yar 'phel,bo-x-ewts,,blo bzang bstan pa yar 'phel,1844,0,,,,0,,,,,,,,,
13274,P8LS12086,,ye shes tshul khrims rgya mtsho,bo-x-ewts,,ye shes tshul khrims rgya mtsho,,0,,,,0,,,,,,,,,
13278,P8LS12193,,gsang sngags bstan 'dzin,bo-x-ewts,,gsang sngags bstan 'dzin,,0,,,,0,,,,,,,,,
13280,P8LS12195,,ngag dbang mkhyen rab rgya mtsho,bo-x-ewts,,ngag dbang mkhyen rab rgya mtsho,1970,0,,,,0,,,,,,,,,
13284,P8LS12070,,dbang 'dus snying po,bo-x-ewts,,dbang 'dus snying po,,0,,,1809,0,,,,,,,,,
13285,P8LS12069,,jam dbyangs bsod nams bzang po,bo-x-ewts,,jam dbyangs bsod nams bzang po,,0,,,1621,0,,,,,,,,,
13286,P8LS12056,,dpal ldan seng+ge,bo-x-ewts,,dpal ldan seng+ge,,0,,,,0,,,,,,,,,
13287,P8LS12057,,blo bzang nyi ma,bo-x-ewts,,blo bzang nyi ma,,0,,,,0,,,,,,,,,
13288,P8LS12058,,shAkya rin chen,bo-x-ewts,,shAkya rin chen,,0,,,,0,,,,,,,,,
13289,P8LS12059,,yon tan rgya mtsho,bo-x-ewts,,yon tan rgya mtsho,,0,,,,0,,,,,,,,,
13290,P8LS12004,,tshul bzang,bo-x-ewts,,tshul bzang,,0,,,,0,,,M,,,,,,
13291,P8LS12005,,"dpal ldan shes rab
",bo-x-ewts,,"dpal ldan shes rab
",,0,,,,0,,,M,,,,,,
13292,P8LS12006,,slob chung kun rgyal,bo-x-ewts,,slob chung kun rgyal,,0,,,,0,,,M,,,,,,
13293,P8LS12008,,"dpal ldan blo gros

",bo-x-ewts,,"dpal ldan blo gros

",,0,,,,0,,,M,,,,,,
13294,P8LS12010,,"ye shes grags pa
",bo-x-ewts,,"ye shes grags pa
",,0,,,,0,,,M,,,,,,
13295,P8LS12009,,"shes rab blo gros
",bo-x-ewts,,"shes rab blo gros
",,0,,,,0,,,M,,,,,,
13296,P8LS12011,,dpal ldan 'od zer,bo-x-ewts,,dpal ldan 'od zer,,0,,,,0,,,M,,,,,,
13297,P8LS12012,,dkon mchog bzang po,bo-x-ewts,,dkon mchog bzang po,,0,,,,0,,,M,,,,,,
13298,P8LS12013,,rin chen byang chub,bo-x-ewts,,rin chen byang chub,,0,,,,0,,,M,,,,,,
13299,P8LS12014,,ngag dbang 'byung gnas,bo-x-ewts,,ngag dbang 'byung gnas,,0,,,,0,,,M,,,,,,
13300,P8LS12015,,blo bzang e wM,bo-x-ewts,,blo bzang e wM,,0,,,,0,,,,,,,,,
13301,P8LS12016,,phyogs las rnam rgyal,bo-x-ewts,,phyogs las rnam rgyal,,0,,,,0,,,M,,,,,,
13302,P8LS12017,,chos grags rnam rgyal,bo-x-ewts,,chos grags rnam rgyal,,0,,,,0,,,M,,,,,,
13303,P8LS12018,,dge legs chos 'byor,bo-x-ewts,,dge legs chos 'byor,,0,,,,0,,,,,,,,,
13304,P8LS12019,,sangs rgyas bkra shis,bo-x-ewts,,sangs rgyas bkra shis,,0,,,,0,,,M,,,,,,
13305,P8LS12020,,dge legs dpal 'byor,bo-x-ewts,,dge legs dpal 'byor,,0,,,,0,,,,,,,,,
13306,P8LS12021,,ngag dbang dpal 'byor,bo-x-ewts,,ngag dbang dpal 'byor,,0,,,1669,0,,,M,,,,,,
13308,P8LS12023,,don grub rgya mtsho,bo-x-ewts,,don grub rgya mtsho,,0,,,,0,,,,,,,,,
13309,P8LS12024,,kun dga' 'od zer,bo-x-ewts,,kun dga' 'od zer,,0,,,,0,,,,,,,,,
13310,P8LS12025,,blo bzang shes rab,bo-x-ewts,,blo bzang shes rab,,0,,,,0,,,,,,,,,
13311,P8LS12026,,blo bzang phun tshogs,bo-x-ewts,,blo bzang phun tshogs,,0,,,,0,,,,,,,,,
13312,P8LS12027,,ngag dbang nam mkha',bo-x-ewts,,ngag dbang nam mkha',,0,,,,0,,,,,,,,,
13313,P8LS12028,,blo bzang chos grags,bo-x-ewts,,blo bzang chos grags,,0,,,,0,,,,,,,,,
13314,P8LS12029,,sangs rgyas rdo rje,bo-x-ewts,,sangs rgyas rdo rje,,0,,,,0,,,,,,,,,
13315,P8LS12030,,bstan pa yar 'phel,bo-x-ewts,,bstan pa yar 'phel,,0,,,,0,,,,,,,,,
13317,P8LS12033,,bstan pa thar pa,bo-x-ewts,,bstan pa thar pa,,0,,,,0,,,,,,,,,
13318,P8LS12034,,ngag dbang dar rgyas,bo-x-ewts,,ngag dbang dar rgyas,,0,,,,0,,,,,,,,,
13319,P8LS12035,,ngag dbang mkhas mchog,bo-x-ewts,,ngag dbang mkhas mchog,,0,,,,0,,,,,,,,,
13320,P8LS12036,,ngag dbang tshul khrims,bo-x-ewts,,ngag dbang tshul khrims,,0,,,,0,,,,,,,,,
13321,P8LS12037,,blo bzang dge legs,bo-x-ewts,,blo bzang dge legs,,0,,,,0,,,,,,,,,
13322,P8LS12038,,blo bzang 'jam dpal,bo-x-ewts,,blo bzang 'jam dpal,,0,,,,0,,,,,,,,,
13323,P8LS12039,,blo bzang bde chen,bo-x-ewts,,blo bzang bde chen,,0,,,,0,,,,,,,,,
13324,P8LS12040,,blo gros bstan pa,bo-x-ewts,,blo gros bstan pa,,0,,,,0,,,,,,,,,
13325,P8LS12041,,bstan pa bzod pa,bo-x-ewts,,bstan pa bzod pa,,0,,,,0,,,,,,,,,
13326,P8LS12042,,rnam rgyal ye shes,bo-x-ewts,,rnam rgyal ye shes,,0,,,,0,,,,,,,,,
13327,P8LS12043,,blo bzang sbyin pa,bo-x-ewts,,blo bzang sbyin pa,,0,,,,0,,,,,,,,,
13328,P8LS12044,,blo bzang rnam rgyal,bo-x-ewts,,blo bzang rnam rgyal,,0,,,,0,,,,,,,,,
13329,P8LS12045,,dge 'dun sbyin pa,bo-x-ewts,,dge 'dun sbyin pa,,0,,,,0,,,,,,,,,
13330,P8LS12046,,blo bzang mchog grub,bo-x-ewts,,blo bzang mchog grub,,0,,,,0,,,,,,,,,
13331,P8LS12047,,sbyin pa rgya mtsho,bo-x-ewts,,sbyin pa rgya mtsho,,0,,,,0,,,,,,,,,
13332,P8LS12048,,blo bzang bstan 'dzin,bo-x-ewts,,blo bzang bstan 'dzin,,0,,,,0,,,,,,,,,
13336,P8LS12052,,chos 'phel rgyal po,bo-x-ewts,,chos 'phel rgyal po,,0,,,1950,0,,,,,,,,,
13337,P8LS12053,,bstan pa chos grags,bo-x-ewts,,bstan pa chos grags,,0,,,1950,0,,,,,,,,,
13338,P8LS12054,,chos 'phel 'jam dbyangs,bo-x-ewts,,chos 'phel 'jam dbyangs,,0,,,,0,,,,,,,,,
13339,P8LS12055,,skal bzang legs ldan,bo-x-ewts,,skal bzang legs ldan,,0,,,,0,,,,,,,,,
13340,P8LS12060,,ngag dbang blo bzang ,bo-x-ewts,,ngag dbang blo bzang ,,0,,,,0,,,,,,,,,
13341,P8LS12061,,skal bzang thabs mkhas,bo-x-ewts,,skal bzang thabs mkhas,,0,,,1999,0,,,,,,,,,
13342,P8LS12064,,bstan pa rgyal mtshan,bo-x-ewts,,bstan pa rgyal mtshan,,0,,,,0,,,,,,,,,
13343,P8LS12065,,blo bzang bstan pa,bo-x-ewts,,blo bzang bstan pa,,0,,,,0,,,,,,,,,
13344,P8LS12066,,tshul khrims phun tshogs,bo-x-ewts,,tshul khrims phun tshogs,,0,,,,0,,,,,,,,,
13345,P8LS12067,,blo bzang bsam gtan,bo-x-ewts,,blo bzang bsam gtan,,0,,,,0,,,,,,,,,
13346,P8LS12380,,phrin las lhun grub,bo-x-ewts,,phrin las lhun grub,,0,,,,0,,,,,,,,,
13347,P8LS12376,,shes rab seng+ge,bo-x-ewts,,shes rab seng+ge,,0,,,,0,,,,,,,,,
13348,P8LS12377,,shes rab rgya mtsho,bo-x-ewts,,shes rab rgya mtsho,,0,,,,0,,,,,,,,,
13349,P8LS12378,,dpal 'byor rgyal mtshan,bo-x-ewts,,dpal 'byor rgyal mtshan,,0,,,,0,,,,,,,,,
13350,P8LS12379,,yon tan rgya mtsho,bo-x-ewts,,yon tan rgya mtsho,,0,,,,0,,,,,,,,,
13351,P8LS12381,,bsam grub rin chen,bo-x-ewts,,bsam grub rin chen,,0,,,,0,,,,,,,,,
13352,P8LS12382,,byams pa smon lam,bo-x-ewts,,byams pa smon lam,,0,,,,0,,,,,,,,,
13353,P8LS12383,,phrin las bsam grub,bo-x-ewts,,phrin las bsam grub,,0,,,,0,,,,,,,,,
13354,P8LS12384,,bsod nams rgyal mtshan,bo-x-ewts,,bsod nams rgyal mtshan,,0,,,,0,,,,,,,,,
13355,P8LS12385,,blo bzang don grub,bo-x-ewts,,blo bzang don grub,,0,,,,0,,,,,,,,,
13356,P8LS12386,,blo bzang yar 'phel,bo-x-ewts,,blo bzang yar 'phel,,0,,,,0,,,,,,,,,
13357,P8LS12387,,blo bzang nam mkha',bo-x-ewts,,blo bzang nam mkha',,0,,,,0,,,,,,,,,
13358,P8LS12388,,blo bzang chos 'phel,bo-x-ewts,,blo bzang chos 'phel,,0,,,,0,,,,,,,,,
13359,P8LS12389,,ngag dbang don grub,bo-x-ewts,,ngag dbang don grub,,0,,,,0,,,,,,,,,
13360,P8LS12390,,blo bzang brtson 'grus,bo-x-ewts,,blo bzang brtson 'grus,,0,,,,0,,,,,,,,,
13361,P8LS12391,,blo bzang mkhas mchog,bo-x-ewts,,blo bzang mkhas mchog,,0,,,,0,,,,,,,,,
13362,P8LS12393,,rin chen skal bzang,bo-x-ewts,,rin chen skal bzang,,0,,,,0,,,,,,,,,
13363,P8LS12394,,lha dbang rgya mtsho,bo-x-ewts,,lha dbang rgya mtsho,,0,,,,0,,,,,,,,,
13364,P8LS12395,,byams pa yon tan,bo-x-ewts,,byams pa yon tan,,0,,,,0,,,,,,,,,
13365,P8LS12396,,blo bzang 'jam dbyangs,bo-x-ewts,,blo bzang 'jam dbyangs,,0,,,,0,,,,,,,,,
13366,P8LS12397,,bzang po don grub,bo-x-ewts,,bzang po don grub,,0,,,,0,,,,,,,,,
13367,P8LS12398,,skal bzang blo gros,bo-x-ewts,,skal bzang blo gros,,0,,,,0,,,,,,,,,
13368,P8LS12399,,bsod nams grags pa,bo-x-ewts,,bsod nams grags pa,,0,,,,0,,,,,,,,,
13369,P8LS12400,,blo bzang mkhas mchog,bo-x-ewts,,blo bzang mkhas mchog,,0,,,,0,,,,,,,,,
13370,P8LS12402,,ye shes zla grags,bo-x-ewts,,ye shes zla grags,,0,,,,0,,,,,,,,,
13371,P8LS12403,,tshul khrims phun tshogs,bo-x-ewts,,tshul khrims phun tshogs,,0,,,,0,,,,,,,,,
13372,P8LS12404,,blo bzang chos 'phel,bo-x-ewts,,blo bzang chos 'phel,,0,,,,0,,,,,,,,,
13373,P8LS12405,,skal ldan don grub,bo-x-ewts,,skal ldan don grub,,0,,,,0,,,,,,,,,
