TOL ID,TBRC RID,Primary title,Primary name,Primary name encoding,Wylie title,Wylie name,Tibetan,Birth year,Birth year approximate,Birth year alternate,Birth century,Death year,Death year approximate,Death year alternate,Death century,Gender,Display name English,Display name Wylie,Ordinal,Display name Tibetan,Wikidata ID,Lotsawa House URL,HAR URL
313,P0RK1017,,bzang po'i zhabs (bhadrapAda),bo-x-ewts,,bzang po'i zhabs (bhadrapAda),བཟང་པོའི་ཞབས ༼བྷདྲཔཱད༽།,,0,,,,0,,,M,bzang po'i zhabs (bhadrapAda),bzang po'i zhabs (bhadrapAda),,བཟང་པོའི་ཞབས ༼བྷདྲཔཱད༽།,,,
314,P0RK1018,,tog rtse pa (khanitra?),bo-x-ewts,,tog rtse pa (khanitra?),ཏོག་རྩེ་པ ༼ཁནིཏྲ྄༽།,,0,,,,0,,,M,tog rtse pa (khanitra?),tog rtse pa (khanitra?),,ཏོག་རྩེ་པ ༼ཁནིཏྲ྄༽།,,,
315,P0RK1019,,bhu Sa Na,bo-x-ewts,,bhu Sa Na,བྷུ་Sཨ་ཎ།,,0,,,,0,,,M,bhu Sa Na,bhu Sa Na,,བྷུ་Sཨ་ཎ།,,,
316,P0RK102,,gan pa ston dar,bo-x-ewts,,gan pa ston dar,གན་པ་སྟོན་དར།,,0,,,,0,,,M,gan pa ston dar,gan pa ston dar,,གན་པ་སྟོན་དར།,,,
317,P0RK1020,,dha ma pa,bo-x-ewts,,dha ma pa,དྷ་མ་པ།,,0,,,,0,,,M,dha ma pa,dha ma pa,,དྷ་མ་པ།,,,
318,P0RK1021,,ka hn a,bo-x-ewts,,ka hn a,ཀ་ཧན་ཨ།,,0,,,,0,,,M,ka hn a,ka hn a,,ཀ་ཧན་ཨ།,,,
319,P0RK1022,,ye shes mgon,bo-x-ewts,,ye shes mgon,ཡེ་ཤེས་མགོན།,,0,,,,0,,,M,ye shes mgon,ye shes mgon,,ཡེ་ཤེས་མགོན།,,,
320,P0RK1023,,u yug pa rig pa'i seng ge,bo-x-ewts,,u yug pa rig pa'i seng ge,འུ་ཡུག་པ་རིག་པའི་སེང་གེ།,,0,,,,0,,,M,u yug pa rig pa'i seng ge,u yug pa rig pa'i seng ge,,འུ་ཡུག་པ་རིག་པའི་སེང་གེ།,,,
321,P0RK1025,,dpal tshangs pa,bo-x-ewts,,dpal tshangs pa,དཔལ་ཚངས་པ།,,0,,,,0,,,M,dpal tshangs pa,dpal tshangs pa,,དཔལ་ཚངས་པ།,,,
322,P0RK1026,,bram ze mo (brAhmaNI),bo-x-ewts,,bram ze mo (brAhmaNI),བྲམ་ཟེ་མོ ༼བྲཱཧམཎཱི༽།,,0,,,,0,,,M,bram ze mo (brAhmaNI),bram ze mo (brAhmaNI),,བྲམ་ཟེ་མོ ༼བྲཱཧམཎཱི༽།,,,
323,P0RK1027,,grub pa'i rdo rje (siddhivajra),bo-x-ewts,,grub pa'i rdo rje (siddhivajra),གྲུབ་པའི་རྡོ་རྗེ་ ༼སིདདྷིབ༹ཇྲ༽།,,0,,,,0,,,M,grub pa'i rdo rje (siddhivajra),grub pa'i rdo rje (siddhivajra),,གྲུབ་པའི་རྡོ་རྗེ་ ༼སིདདྷིབ༹ཇྲ༽།,,,
324,P0RK1028,,rgyal po indra bo dhi bar pa,bo-x-ewts,,rgyal po indra bo dhi bar pa,རྒྱལ་པོ་ཨིནདྲ་བོ་དྷི་བར་པ།,,0,,,,0,,,M,rgyal po indra bo dhi bar pa,rgyal po indra bo dhi bar pa,,རྒྱལ་པོ་ཨིནདྲ་བོ་དྷི་བར་པ།,,,
325,P0RK1029,,slob dpon u pa ma,bo-x-ewts,,slob dpon u pa ma,སློབ་དཔོན་ཨུ་པ་མ།,,0,,,,0,,,M,slob dpon u pa ma,slob dpon u pa ma,,སློབ་དཔོན་ཨུ་པ་མ།,,,
326,P0RK103,,gan pa chos rgyal,bo-x-ewts,,gan pa chos rgyal,གན་པ་ཆོས་རྒྱལ།,,0,,,,0,,,M,gan pa chos rgyal,gan pa chos rgyal,,གན་པ་ཆོས་རྒྱལ།,,,
327,P0RK1030,,slob dpon gos bral zhabs,bo-x-ewts,,slob dpon gos bral zhabs,སློབ་དཔོན་གོས་བྲལ་ཞབས།,,0,,,,0,,,M,slob dpon gos bral zhabs,slob dpon gos bral zhabs,,སློབ་དཔོན་གོས་བྲལ་ཞབས།,,,
328,P0RK1031,,rgyal po dznyA na bo dhi,bo-x-ewts,,rgyal po dznyA na bo dhi,རྒྱལ་པོ་ཛཉཱ་ན་བོ་དྷི།,,0,,,,0,,,M,rgyal po dznyA na bo dhi,rgyal po dznyA na bo dhi,,རྒྱལ་པོ་ཛཉཱ་ན་བོ་དྷི།,,,
329,P0RK1032,,yan lag bar ma,bo-x-ewts,,yan lag bar ma,ཡན་ལག་བར་མ།,,0,,,,0,,,M,yan lag bar ma,yan lag bar ma,,ཡན་ལག་བར་མ།,,,
330,P0RK1033,,lha mo bung ba'i padma,bo-x-ewts,,lha mo bung ba'i padma,ལྷ་མོ་བུང་བའི་པདམ།,,0,,,,0,,,M,lha mo bung ba'i padma,lha mo bung ba'i padma,,ལྷ་མོ་བུང་བའི་པདམ།,,,
332,P0RK1035,,rgyal po indra bo dhi chung ba,bo-x-ewts,,rgyal po indra bo dhi chung ba,རྒྱལ་པོ་ཨིནདྲ་བོ་དྷི་ཆུང་བ།,,0,,,,0,,,M,rgyal po indra bo dhi chung ba,rgyal po indra bo dhi chung ba,,རྒྱལ་པོ་ཨིནདྲ་བོ་དྷི་ཆུང་བ།,,,
333,P0RK1036,,bi la ba ba dzra,bo-x-ewts,,bi la ba ba dzra,བི་ལ་བ་བ་ཛྲ།,,0,,,,0,,,M,bi la ba ba dzra,bi la ba ba dzra,,བི་ལ་བ་བ་ཛྲ།,,,
334,P0RK1037,,kha che shes rab gsang ba (kAshmIra prajnyAgupta),bo-x-ewts,,kha che shes rab gsang ba (kAshmIra prajnyAgupta),ཁ་ཆེ་ཤེས་རབ་གསང་བ་ ༼ཀཱཤམཱིར་པྲཇཉཱགུཔཏ༽།,,0,,,,0,,,M,kha che shes rab gsang ba (kAshmIra prajnyAgupta),kha che shes rab gsang ba (kAshmIra prajnyAgupta),,ཁ་ཆེ་ཤེས་རབ་གསང་བ་ ༼ཀཱཤམཱིར་པྲཇཉཱགུཔཏ༽།,,,
335,P0RK1038,,mkha' 'gro ma seng ge'i gdong pa can (siMhavaktrA DAkinI),bo-x-ewts,,mkha' 'gro ma seng ge'i gdong pa can (siMhavaktrA DAkinI),མཁའ་འགྲོ་མ་སེང་གེའི་གདོང་པ་ཅན ༼སིཾཧབ༹ཀཏྲཱ་ཌཱཀིནཱི༽།,,0,,,,0,,,M,mkha' 'gro ma seng ge'i gdong pa can (siMhavaktrA DAkinI),mkha' 'gro ma seng ge'i gdong pa can (siMhavaktrA DAkinI),,མཁའ་འགྲོ་མ་སེང་གེའི་གདོང་པ་ཅན ༼སིཾཧབ༹ཀཏྲཱ་ཌཱཀིནཱི༽།,,,
336,P0RK1039,,rwa pa chos grags,bo-x-ewts,,rwa pa chos grags,རྭ་པ་ཆོས་གྲགས།,,0,,,,0,,,M,rwa pa chos grags,rwa pa chos grags,,རྭ་པ་ཆོས་གྲགས།,,,
337,P0RK1040,,bsam grub rgyal mtshan,bo-x-ewts,,bsam grub rgyal mtshan,བསམ་གྲུབ་རྒྱལ་མཚན།,,0,,,,0,,,M,bsam grub rgyal mtshan,bsam grub rgyal mtshan,,བསམ་གྲུབ་རྒྱལ་མཚན།,,,
338,P0RK1041,,mkhas btsun a nanda dhwa dza,bo-x-ewts,,mkhas btsun a nanda dhwa dza,མཁས་བཙུན་ཨ་ནནད་དྷྭ་ཛ།,,0,,,,0,,,M,mkhas btsun a nanda dhwa dza,mkhas btsun a nanda dhwa dza,,མཁས་བཙུན་ཨ་ནནད་དྷྭ་ཛ།,,,
339,P0RK1042,,rdo rje 'chang nor bu phun tshogs,bo-x-ewts,,rdo rje 'chang nor bu phun tshogs,རྡོ་རྗེ་འཆང་ནོར་བུ་ཕུན་ཚོགས།,,0,,,,0,,,M,rdo rje 'chang nor bu phun tshogs,rdo rje 'chang nor bu phun tshogs,,རྡོ་རྗེ་འཆང་ནོར་བུ་ཕུན་ཚོགས།,,,
340,P0RK1043,,mkhas grub lha dbang blo gros,bo-x-ewts,,mkhas grub lha dbang blo gros,མཁས་གྲུབ་ལྷ་དབང་བློ་གྲོས།,,0,,,,0,,,M,mkhas grub lha dbang blo gros,mkhas grub lha dbang blo gros,,མཁས་གྲུབ་ལྷ་དབང་བློ་གྲོས།,,,
341,P0RK1044,,bla ma don yod rdo rje,bo-x-ewts,,bla ma don yod rdo rje,བླ་མ་དོན་ཡོད་རྡོ་རྗེ།,,0,,,,0,,,M,bla ma don yod rdo rje,bla ma don yod rdo rje,,བླ་མ་དོན་ཡོད་རྡོ་རྗེ།,,,
342,P0RK1045,,rnal 'byor pa ro zan de wa,bo-x-ewts,,rnal 'byor pa ro zan de wa,རྣལ་འབྱོར་པ་རོ་ཟན་དེ་ཝ།,,0,,,,0,,,M,rnal 'byor pa ro zan de wa,rnal 'byor pa ro zan de wa,,རྣལ་འབྱོར་པ་རོ་ཟན་དེ་ཝ།,,,
343,P0RK1046,,rnal 'byor ma bde ster ma,bo-x-ewts,,rnal 'byor ma bde ster ma,རྣལ་འབྱོར་མ་བདེ་སྟེར་མ།,,0,,,,0,,,M,rnal 'byor ma bde ster ma,rnal 'byor ma bde ster ma,,རྣལ་འབྱོར་མ་བདེ་སྟེར་མ།,,,
344,P0RK1047,,kha rag gi gnyos lo tsa ba,bo-x-ewts,,kha rag gi gnyos lo tsa ba,ཁ་རག་གི་གཉོས་ལོ་ཙ་བ།,,0,,,,0,,,M,kha rag gi gnyos lo tsa ba,kha rag gi gnyos lo tsa ba,,ཁ་རག་གི་གཉོས་ལོ་ཙ་བ།,,,
345,P0RK1048,,rdo rje bla ma,bo-x-ewts,,rdo rje bla ma,རྡོ་རྗེ་བླ་མ།,,0,,,,0,,,M,rdo rje bla ma,rdo rje bla ma,,རྡོ་རྗེ་བླ་མ།,,,
346,P0RK1049,,dpal 'byung,bo-x-ewts,,dpal 'byung,དཔལ་འབྱུང།,,0,,,,0,,,M,dpal 'byung,dpal 'byung,,དཔལ་འབྱུང།,,,
347,P0RK105,,gnyos,bo-x-ewts,,gnyos,གཉོས།,,0,,,,0,,,M,gnyos,gnyos,,གཉོས།,,,
348,P0RK1050,,dpal seng (dpal ldan seng ge),bo-x-ewts,,dpal seng (dpal ldan seng ge),དཔལ་སེང ༼དཔལ་ལྡན་སེང་གེ༽།,,0,,,,0,,,M,dpal seng (dpal ldan seng ge),dpal seng (dpal ldan seng ge),,དཔལ་སེང ༼དཔལ་ལྡན་སེང་གེ༽།,,,
349,P0RK1053,,bla ma rin chen rgyal po,bo-x-ewts,,bla ma rin chen rgyal po,བླ་མ་རིན་ཆེན་རྒྱལ་པོ།,,0,,,,0,,,M,bla ma rin chen rgyal po,bla ma rin chen rgyal po,,བླ་མ་རིན་ཆེན་རྒྱལ་པོ།,,,
350,P0RK1054,,bla ma byang dar (bla ma byang chub dar),bo-x-ewts,,bla ma byang dar (bla ma byang chub dar),བླ་མ་བྱང་དར ༼བླ་མ་བྱང་ཆུབ་དར༽།,,0,,,,0,,,M,bla ma byang dar (bla ma byang chub dar),bla ma byang dar (bla ma byang chub dar),,བླ་མ་བྱང་དར ༼བླ་མ་བྱང་ཆུབ་དར༽།,,,
351,P0RK1056,,mkhas btsun ye shes rin chen,bo-x-ewts,,mkhas btsun ye shes rin chen,མཁས་བཙུན་ཡེ་ཤེས་རིན་ཆེན།,,0,,,,0,,,M,mkhas btsun ye shes rin chen,mkhas btsun ye shes rin chen,,མཁས་བཙུན་ཡེ་ཤེས་རིན་ཆེན།,,,
352,P0RK1057,,dbu ma pa dpal ldan rin chen,bo-x-ewts,,dbu ma pa dpal ldan rin chen,དབུ་མ་པ་དཔལ་ལྡན་རིན་ཆེན།,,0,,,,0,,,M,dbu ma pa dpal ldan rin chen,dbu ma pa dpal ldan rin chen,,དབུ་མ་པ་དཔལ་ལྡན་རིན་ཆེན།,,,
353,P0RK1059,,rgyal sras stag tshangs pa,bo-x-ewts,,rgyal sras stag tshangs pa,རྒྱལ་སྲས་སྟག་ཚངས་པ།,,0,,,,0,,,M,rgyal sras stag tshangs pa,rgyal sras stag tshangs pa,,རྒྱལ་སྲས་སྟག་ཚངས་པ།,,,
355,P0RK1060,,gro mgon sangs rgyas phyar chen,bo-x-ewts,,gro mgon sangs rgyas phyar chen,འགྲོ་མགོན་སངས་རྒྱས་ཕྱར་ཆེན།,,0,,,,0,,,M,gro mgon sangs rgyas phyar chen,gro mgon sangs rgyas phyar chen,,འགྲོ་མགོན་སངས་རྒྱས་ཕྱར་ཆེན།,,,
356,P0RK1061,,drin chen mkhas btsun sangs rgyas,bo-x-ewts,,drin chen mkhas btsun sangs rgyas,དྲིན་ཆེན་མཁས་བཙུན་སངས་རྒྱས།,,0,,,,0,,,M,drin chen mkhas btsun sangs rgyas,drin chen mkhas btsun sangs rgyas,,དྲིན་ཆེན་མཁས་བཙུན་སངས་རྒྱས།,,,
357,P0RK1062,,kun mkhyen saM ga bha dra,bo-x-ewts,,kun mkhyen saM ga bha dra,ཀུན་མཁྱེན་སཾ་ག་བྷ་དྲ།,,0,,,,0,,,M,kun mkhyen saM ga bha dra,kun mkhyen saM ga bha dra,,ཀུན་མཁྱེན་སཾ་ག་བྷ་དྲ།,,,
358,P0RK1063,,brgyud 'dzin sangs rgyas bzang po,bo-x-ewts,,brgyud 'dzin sangs rgyas bzang po,བརྒྱུད་འཛིན་སངས་རྒྱས་བཟང་པོ།,,0,,,,0,,,M,brgyud 'dzin sangs rgyas bzang po,brgyud 'dzin sangs rgyas bzang po,,བརྒྱུད་འཛིན་སངས་རྒྱས་བཟང་པོ།,,,
359,P0RK1064,,mkhas pa dkon mchog grags,bo-x-ewts,,mkhas pa dkon mchog grags,མཁས་པ་དཀོན་མཆོག་གྲགས།,,0,,,,0,,,M,mkhas pa dkon mchog grags,mkhas pa dkon mchog grags,,མཁས་པ་དཀོན་མཆོག་གྲགས།,,,
360,P0RK1065,,rngog ston byang chub dpal grub,bo-x-ewts,,rngog ston byang chub dpal grub,རྔོག་སྟོན་བྱང་ཆུབ་དཔལ་གྲུབ།,,0,,,,0,,,M,rngog ston byang chub dpal grub,rngog ston byang chub dpal grub,,རྔོག་སྟོན་བྱང་ཆུབ་དཔལ་གྲུབ།,,,
361,P0RK1066,,rje btsun shi la rasmi (rje btsun tshul khrims 'od zer),bo-x-ewts,,rje btsun shi la rasmi (rje btsun tshul khrims 'od zer),རྗེ་བཙུན་ཤི་ལ་རསྨི ༼རྗེ་བཙུན་ཚུལ་ཁྲིམས་འོད་ཟེར༽།,,0,,,,0,,,M,rje btsun shi la rasmi (rje btsun tshul khrims 'od zer),rje btsun shi la rasmi (rje btsun tshul khrims 'od zer),,རྗེ་བཙུན་ཤི་ལ་རསྨི ༼རྗེ་བཙུན་ཚུལ་ཁྲིམས་འོད་ཟེར༽།,,,
362,P0RK1067,,mkhas grub rnam rgyal mgon po,bo-x-ewts,,mkhas grub rnam rgyal mgon po,མཁས་གྲུབ་རྣམ་རྒྱལ་མགོན་པོ།,,0,,,,0,,,M,mkhas grub rnam rgyal mgon po,mkhas grub rnam rgyal mgon po,,མཁས་གྲུབ་རྣམ་རྒྱལ་མགོན་པོ།,,,
363,P0RK1068,,jam dbyangs dbang gi rgyal po,bo-x-ewts,,jam dbyangs dbang gi rgyal po,འཇམ་དབྱངས་དབང་གི་རྒྱལ་པོ།,,0,,,,0,,,M,jam dbyangs dbang gi rgyal po,jam dbyangs dbang gi rgyal po,,འཇམ་དབྱངས་དབང་གི་རྒྱལ་པོ།,,,
364,P0RK1069,,mkhas grub shAkya kun dga',bo-x-ewts,,mkhas grub shAkya kun dga',མཁས་གྲུབ་ཤཱཀྱ་ཀུན་དགའ།,,0,,,,0,,,M,mkhas grub shAkya kun dga',mkhas grub shAkya kun dga',,མཁས་གྲུབ་ཤཱཀྱ་ཀུན་དགའ།,,,
365,P0RK107,,bdag med ma (nairAtmyA),bo-x-ewts,,bdag med ma (nairAtmyA),བདག་མེད་མ ༼ནཻརཱཏམྱཱ༽།,,0,,,,0,,,M,bdag med ma (nairAtmyA),bdag med ma (nairAtmyA),,བདག་མེད་མ ༼ནཻརཱཏམྱཱ༽།,,,
366,P0RK1070,,mkhan chen byams pa bzang po,bo-x-ewts,,mkhan chen byams pa bzang po,མཁན་ཆེན་བྱམས་པ་བཟང་པོ།,,0,,,,0,,,M,mkhan chen byams pa bzang po,mkhan chen byams pa bzang po,,མཁན་ཆེན་བྱམས་པ་བཟང་པོ།,,,
367,P0RK1072,,rdo rje snying po (vajragarbha),bo-x-ewts,,rdo rje snying po (vajragarbha),རྡོ་རྗེ་སྙིང་པོ་ ༼བ༹ཇྲགརབྷ༽།,,0,,,,0,,,M,rdo rje snying po (vajragarbha),rdo rje snying po (vajragarbha),,རྡོ་རྗེ་སྙིང་པོ་ ༼བ༹ཇྲགརབྷ༽།,,,
368,P0RK1073,,skal ba bzang po (subhaga?),bo-x-ewts,,skal ba bzang po (subhaga?),སྐལ་བ་བཟང་པོ ༼སུབྷག྄༽།,,0,,,,0,,,M,skal ba bzang po (subhaga?),skal ba bzang po (subhaga?),,སྐལ་བ་བཟང་པོ ༼སུབྷག྄༽།,,,
369,P0RK1074,,tsa rgya ba (canaka? cANakya?),bo-x-ewts,,tsa rgya ba (canaka? cANakya?),ཙ་རྒྱ་བ ༼ཅནཀ྄་ཅཱཎཀྱ྄༽།,,0,,,,0,,,M,tsa rgya ba (canaka? cANakya?),tsa rgya ba (canaka? cANakya?),,ཙ་རྒྱ་བ ༼ཅནཀ྄་ཅཱཎཀྱ྄༽།,,,
371,P0RK1078,,khams sgom byang chub dpal,bo-x-ewts,,khams sgom byang chub dpal,ཁམས་སྒོམ་བྱང་ཆུབ་དཔལ།,,0,,,,0,,,M,khams sgom byang chub dpal,khams sgom byang chub dpal,,ཁམས་སྒོམ་བྱང་ཆུབ་དཔལ།,,,
372,P0RK1079,,bla ma ngag dbang,bo-x-ewts,,bla ma ngag dbang,བླ་མ་ངག་དབང།,,0,,,,0,,,M,bla ma ngag dbang,bla ma ngag dbang,,བླ་མ་ངག་དབང།,,,
374,P0RK1081,,tha bi ra,bo-x-ewts,,tha bi ra,ཐ་བི་ར།,,0,,,,0,,,M,tha bi ra,tha bi ra,,ཐ་བི་ར།,,,
375,P0RK1082,,lcags thang pa,bo-x-ewts,,lcags thang pa,ལྕགས་ཐང་པ།,,0,,,,0,,,M,lcags thang pa,lcags thang pa,,ལྕགས་ཐང་པ།,,,
376,P0RK1083,,khang bsod nams 'bum,bo-x-ewts,,khang bsod nams 'bum,ཁང་བསོད་ནམས་འབུམ།,,0,,,,0,,,M,khang bsod nams 'bum,khang bsod nams 'bum,,ཁང་བསོད་ནམས་འབུམ།,,,
378,P0RK1086,,skyo ston sku mched,bo-x-ewts,,skyo ston sku mched,སྐྱོ་སྟོན་སྐུ་མཆེད།,,0,,,,0,,,M,skyo ston sku mched,skyo ston sku mched,,སྐྱོ་སྟོན་སྐུ་མཆེད།,,,
379,P0RK1087,,jo sras khams pa,bo-x-ewts,,jo sras khams pa,ཇོ་སྲས་ཁམས་པ།,,0,,,,0,,,M,jo sras khams pa,jo sras khams pa,,ཇོ་སྲས་ཁམས་པ།,,,
380,P0RK1088,,gnyan ston rin chen brtan pa,bo-x-ewts,,gnyan ston rin chen brtan pa,གཉན་སྟོན་རིན་ཆེན་བརྟན་པ།,,0,,,,0,,,M,gnyan ston rin chen brtan pa,gnyan ston rin chen brtan pa,,གཉན་སྟོན་རིན་ཆེན་བརྟན་པ།,,,
381,P0RK1089,,od srung,bo-x-ewts,,od srung,འོད་སྲུང།,,0,,,,0,,,M,od srung,od srung,,འོད་སྲུང།,,,
382,P0RK1090,,gnyan ston chos rgyal,bo-x-ewts,,gnyan ston chos rgyal,གཉན་སྟོན་ཆོས་རྒྱལ།,,0,,,,0,,,M,gnyan ston chos rgyal,gnyan ston chos rgyal,,གཉན་སྟོན་ཆོས་རྒྱལ།,,,
383,P0RK1091,,dzin pa rin she,bo-x-ewts,,dzin pa rin she,འཛིན་པ་རིན་ཤེ།,,0,,,,0,,,M,dzin pa rin she,dzin pa rin she,,འཛིན་པ་རིན་ཤེ།,,,
384,P0RK1092,,jam dbyangs bzhi thog pa,bo-x-ewts,,jam dbyangs bzhi thog pa,འཇམ་དབྱངས་བཞི་ཐོག་པ།,,0,,,,0,,,M,jam dbyangs bzhi thog pa,jam dbyangs bzhi thog pa,,འཇམ་དབྱངས་བཞི་ཐོག་པ།,,,
385,P0RK1093,,bla ma cha rgan dbang rgyal,bo-x-ewts,,bla ma cha rgan dbang rgyal,བླ་མ་ཆ་རྒན་དབང་རྒྱལ།,,0,,,,0,,,M,bla ma cha rgan dbang rgyal,bla ma cha rgan dbang rgyal,,བླ་མ་ཆ་རྒན་དབང་རྒྱལ།,,,
387,P0RK11,,byung gnas sbas pa (Akaragupta),bo-x-ewts,,byung gnas sbas pa (Akaragupta),འབྱུང་གནས་སྦས་པ་ ༼ཨཱཀརགུཔཏ༽།,,0,,,,0,,,M,byung gnas sbas pa (Akaragupta),byung gnas sbas pa (Akaragupta),,འབྱུང་གནས་སྦས་པ་ ༼ཨཱཀརགུཔཏ༽།,,,
388,P0RK1100,,rwa shes rab rgyal mtshan,bo-x-ewts,,rwa shes rab rgyal mtshan,རྭ་ཤེས་རབ་རྒྱལ་མཚན།,,0,,,,0,,,M,rwa shes rab rgyal mtshan,rwa shes rab rgyal mtshan,,རྭ་ཤེས་རབ་རྒྱལ་མཚན།,,,
389,P0RK1101,,rgya ston kun dga' brtson 'grus,bo-x-ewts,,rgya ston kun dga' brtson 'grus,རྒྱ་སྟོན་ཀུན་དགའ་བརྩོན་འགྲུས།,,0,,,,0,,,M,rgya ston kun dga' brtson 'grus,rgya ston kun dga' brtson 'grus,,རྒྱ་སྟོན་ཀུན་དགའ་བརྩོན་འགྲུས།,,,
390,P0RK1102,,mkhan chen dang ma ba,bo-x-ewts,,mkhan chen dang ma ba,མཁན་ཆེན་དང་མ་བ།,,0,,,,0,,,M,mkhan chen dang ma ba,mkhan chen dang ma ba,,མཁན་ཆེན་དང་མ་བ།,,,
391,P0RK1103,,mkhan chen shes rdor ba,bo-x-ewts,,mkhan chen shes rdor ba,མཁན་ཆེན་ཤེས་རྡོར་བ།,,0,,,,0,,,M,mkhan chen shes rdor ba,mkhan chen shes rdor ba,,མཁན་ཆེན་ཤེས་རྡོར་བ།,,,
392,P0RK1104,,nyang stod arya,bo-x-ewts,,nyang stod arya,ཉང་སྟོད་ཨརྱ།,,0,,,,0,,,M,nyang stod arya,nyang stod arya,,ཉང་སྟོད་ཨརྱ།,,,
393,P0RK1105,,brtson 'grus rdo rje 'jigs byed ( vIrya vajrabhairava),bo-x-ewts,,brtson 'grus rdo rje 'jigs byed ( vIrya vajrabhairava),བརྩོན་འགྲུས་རྡོ་རྗེ་འཇིགས་བྱེད ༼་བཱི༹རྱ་བ༹ཇྲབྷཻརབ༹༽།,,0,,,,0,,,M,brtson 'grus rdo rje 'jigs byed ( vIrya vajrabhairava),brtson 'grus rdo rje 'jigs byed ( vIrya vajrabhairava),,བརྩོན་འགྲུས་རྡོ་རྗེ་འཇིགས་བྱེད ༼་བཱི༹རྱ་བ༹ཇྲབྷཻརབ༹༽།,,,
394,P0RK1106,,gnyis spangs zhabs,bo-x-ewts,,gnyis spangs zhabs,གཉིས་སྤངས་ཞབས།,,0,,,,0,,,M,gnyis spangs zhabs,gnyis spangs zhabs,,གཉིས་སྤངས་ཞབས།,,,
395,P0RK1107,,bla ma blo gros dpal ldan,bo-x-ewts,,bla ma blo gros dpal ldan,བླ་མ་བློ་གྲོས་དཔལ་ལྡན།,,0,,,,0,,,M,bla ma blo gros dpal ldan,bla ma blo gros dpal ldan,,བླ་མ་བློ་གྲོས་དཔལ་ལྡན།,,,
396,P0RK1108,,dren mchog sangs rgyas mgon po,bo-x-ewts,,dren mchog sangs rgyas mgon po,འདྲེན་མཆོག་སངས་རྒྱས་མགོན་པོ།,,0,,,,0,,,M,dren mchog sangs rgyas mgon po,dren mchog sangs rgyas mgon po,,འདྲེན་མཆོག་སངས་རྒྱས་མགོན་པོ།,,,
397,P0RK1109,,sbas pa'i rnal 'byor nam mkha' rgya mtsho,bo-x-ewts,,sbas pa'i rnal 'byor nam mkha' rgya mtsho,སྦས་པའི་རྣལ་འབྱོར་ནམ་མཁའ་རྒྱ་མཚོ།,,0,,,,0,,,M,sbas pa'i rnal 'byor nam mkha' rgya mtsho,sbas pa'i rnal 'byor nam mkha' rgya mtsho,,སྦས་པའི་རྣལ་འབྱོར་ནམ་མཁའ་རྒྱ་མཚོ།,,,
398,P0RK1110,,chos rje bzang po rgyal mtshan pa,bo-x-ewts,,chos rje bzang po rgyal mtshan pa,ཆོས་རྗེ་བཟང་པོ་རྒྱལ་མཚན་པ།,,0,,,,0,,,M,chos rje bzang po rgyal mtshan pa,chos rje bzang po rgyal mtshan pa,,ཆོས་རྗེ་བཟང་པོ་རྒྱལ་མཚན་པ།,,,
399,P0RK1111,,rdo rje 'dzin pa sangs rgyas 'od zer,bo-x-ewts,,rdo rje 'dzin pa sangs rgyas 'od zer,རྡོ་རྗེ་འཛིན་པ་སངས་རྒྱས་འོད་ཟེར།,,0,,,,0,,,M,rdo rje 'dzin pa sangs rgyas 'od zer,rdo rje 'dzin pa sangs rgyas 'od zer,,རྡོ་རྗེ་འཛིན་པ་སངས་རྒྱས་འོད་ཟེར།,,,
400,P0RK1112,,rwa dharma seng ge,bo-x-ewts,,rwa dharma seng ge,རྭ་དྷརྨ་སེང་གེ།,,0,,,,0,,,M,rwa dharma seng ge,rwa dharma seng ge,,རྭ་དྷརྨ་སེང་གེ།,,,
401,P0RK1113,,rwa dkon mchog seng ge,bo-x-ewts,,rwa dkon mchog seng ge,རྭ་དཀོན་མཆོག་སེང་གེ།,,0,,,,0,,,M,rwa dkon mchog seng ge,rwa dkon mchog seng ge,,རྭ་དཀོན་མཆོག་སེང་གེ།,,,
403,P0RK1115,,sems dpa' chen po bsod nams yon tan,bo-x-ewts,,sems dpa' chen po bsod nams yon tan,སེམས་དཔའ་ཆེན་པོ་བསོད་ནམས་ཡོན་ཏན།,,0,,,,0,,,M,sems dpa' chen po bsod nams yon tan,sems dpa' chen po bsod nams yon tan,,སེམས་དཔའ་ཆེན་པོ་བསོད་ནམས་ཡོན་ཏན།,,,
404,P0RK1116,,dpal ye,bo-x-ewts,,dpal ye,དཔལ་ཡེ།,,0,,,,0,,,M,dpal ye,dpal ye,,དཔལ་ཡེ།,,,
405,P0RK1117,,bla ma khya ra ba,bo-x-ewts,,bla ma khya ra ba,བླ་མ་ཁྱ་ར་བ།,,0,,,,0,,,M,bla ma khya ra ba,bla ma khya ra ba,,བླ་མ་ཁྱ་ར་བ།,,,
406,P0RK1118,,bla ma bsod nams rgyal po,bo-x-ewts,,bla ma bsod nams rgyal po,བླ་མ་བསོད་ནམས་རྒྱལ་པོ།,,0,,,,0,,,M,bla ma bsod nams rgyal po,bla ma bsod nams rgyal po,,བླ་མ་བསོད་ནམས་རྒྱལ་པོ།,,,
407,P0RK1119,,grub chen blo gros snyan pa,bo-x-ewts,,grub chen blo gros snyan pa,གྲུབ་ཆེན་བློ་གྲོས་སྙན་པ།,,0,,,,0,,,M,grub chen blo gros snyan pa,grub chen blo gros snyan pa,,གྲུབ་ཆེན་བློ་གྲོས་སྙན་པ།,,,
