TOL ID,TBRC RID,Primary title,Primary name,Primary name encoding,Wylie title,Wylie name,Tibetan,Display name English,Display name Wylie,Birth year,Birth year approximate,Birth year alternate,Birth century,Death year,Death year approximate,Death year alternate,Death century,Gender,Ordinal,Wikidata ID,Lotsawa House URL,HAR URL,RMA URL,84000 URL
13606,P8LS12503,,dge legs dbang po,bo-x-ewts,,dge legs dbang po,,dge legs dbang po,dge legs dbang po,,0,,,,0,,,,,,,,,
13607,P8LS12504,,blo bzang dbang po,bo-x-ewts,,blo bzang dbang po,,blo bzang dbang po,blo bzang dbang po,,0,,,,0,,,,,,,,,
13608,P8LS13333,,skal bzang sangs rgyas rgya mtsho,bo-x-ewts,,skal bzang sangs rgyas rgya mtsho,,skal bzang sangs rgyas rgya mtsho,skal bzang sangs rgyas rgya mtsho,1933,0,,,1987,0,,,,,,,,,
13609,P8LS13332,,skal bzang ngag dbang rgya mtsho,bo-x-ewts,,skal bzang ngag dbang rgya mtsho,,skal bzang ngag dbang rgya mtsho,skal bzang ngag dbang rgya mtsho,,0,,73,,0,,,,,,,,,
1361,P0RK776,,sgra pa thugs rje dpal,bo-x-ewts,,sgra pa thugs rje dpal,,sgra pa thugs rje dpal,sgra pa thugs rje dpal,,0,,,,0,,,M,,,,,,
13610,P8LS13331,,dge 'dun rgya mtsho,bo-x-ewts,,dge 'dun rgya mtsho,,dge 'dun rgya mtsho,dge 'dun rgya mtsho,1839,0,,,,0,,,,,,,,,
13611,P1TD47,,K. Dhondup,en,,skal bzang don grub,Sཀལ་བཟང་དོན་གྲུབ།,K. Dhondup,skal bzang don grub,1952,0,,,1995,0,,,M,,,,,,
13612,P1AG114,,Kunzang Chokyi Drolma,en,,kun bzang chos kyi sgrol ma,ཀུན་བཟང་ཆོས་ཀྱི་སྒྲོལ་མ།,Kunzang Chokyi Drolma,kun bzang chos kyi sgrol ma,,0,,74,,0,,76,F,,,,,,
13613,P1AG116,,Nene Metokma,en,,ne ne me tog ma,ནེ་ནེ་མེ་ཏོག་མ།,Nene Metokma,ne ne me tog ma,,0,,76,,0,,79,F,,,,,,
13614,P1TD48,,Depa Norbu,en,,sde pa nor bu,སྡེ་པ་ནོར་བུ།,Depa Norbu,sde pa nor bu,1595,1,,,,0,,67,M,,,,,,
13615,P1TD46,,Tamdrin Wangmo,en,,rta mgrin dbang mo,རྟ་མགྲིན་དབང་མོ།,Tamdrin Wangmo,rta mgrin dbang mo,1787,0,,,,0,,74,F,,,,,,
13616,P1KG10329,,Nangsa Wobum,en,,snang sa 'od 'bum,སྣང་ས་འོད་འབུམ།,Nangsa Wobum,snang sa 'od 'bum,,0,,41,,0,,45,F,,,,,,
13617,P1KG9679,,Khordong Terchen Nuden Dorje,en,,'khor gdong gter chen nus ldan rdo rje,འཁོར་གདོང་གཏེར་ཆེན་ནུས་ལྡན་རྡོ་རྗེ།,Khordong Terchen Nuden Dorje,'khor gdong gter chen nus ldan rdo rje,1802,0,,,1864,0,,,M,,,,,,
13618,P4CZ15284,,Vinayacandra,en,,bi na ya tsan+dra,,Vinayacandra,bi na ya tsan+dra,,0,,,,0,,,,,,,,,
13619,P4CZ15080,,Dulopa,en,,du lo pa,,Dulopa,du lo pa,,0,,,,0,,,,,,,,,
1362,P0RK777,,rtogs ldan bzang mo pa,bo-x-ewts,,rtogs ldan bzang mo pa,,rtogs ldan bzang mo pa,rtogs ldan bzang mo pa,,0,,,,0,,,M,,,,,,
13620,P4CZ15465,,Munīndrabhadra,en,,mu ni dra b+ha dra/,,Munīndrabhadra,mu ni dra b+ha dra/,,0,,,,0,,,,,,,,,
13621,P4CZ15574,,Abhiyuktaka Taraśrīmitra,en,,a b+hi yuk+ta de ba shrI/,,Abhiyuktaka Taraśrīmitra,a b+hi yuk+ta de ba shrI/,,0,,,,0,,,,,,,,,
13623,P4CZ10568,,Jetari,en,,dgra las rgyal ba/,,Jetari,dgra las rgyal ba/,,0,,,,0,,,,,,,,,
13625,P1LS5648,,Tsarong Pema Dolkar,en,,tsha rong pad+ma sgrol dkar,ཚ་རོང་པདྨ་སྒྲོལ་དཀར།,Tsarong Pema Dolkar,tsha rong pad+ma sgrol dkar,1892,0,,,1957,0,,,F,,,,,,
13627,P4CZ16819,,Śākyaprabha,sa-x-iast,,shAkya pra b+ha/,ཤཱཀྱ་པྲ་བྷ༎,Śākyaprabha,shAkya pra b+ha/,,0,,31,,0,,34,M,,,,,,
13628,P1KG10060,,Lobsang Phuntsok Lhalungpa,en,,blo bzang phun tshogs lha lung pa,བློ་བཟང་ཕུན་ཚོགས་ལྷ་ལུང་པ།,Lobsang Phuntsok Lhalungpa,blo bzang phun tshogs lha lung pa,1926,0,,,2008,0,,,M,,,,,,
13629,P1KG14492,,bskal bzang lung rtogs rgya mtsho/,bo-x-ewts,,bskal bzang lung rtogs rgya mtsho/,,bskal bzang lung rtogs rgya mtsho/,bskal bzang lung rtogs rgya mtsho/,1923,0,,,1957,0,,,M,,,,,,
1363,P0RK778,,'jam dbyangs rin rgyal,bo-x-ewts,,'jam dbyangs rin rgyal,,'jam dbyangs rin rgyal,'jam dbyangs rin rgyal,,0,,,,0,,,M,,,,,,
13630,P1KG15269,,lung rtogs rgya tmsho/,bo-x-ewts,,lung rtogs rgya tmsho/,,lung rtogs rgya tmsho/,lung rtogs rgya tmsho/,,0,,,,0,,,M,,,,,,
13631,P2KG209263,,Tong Ācārya,en,,tong A tsar+ya/,ཏོང་ཨཱ་ཙརྱ༎,Tong Ācārya,tong A tsar+ya/,,0,,31,,0,,34,M,,,,,,
13632,P1KG4922,,"Smith, E. Gene",en,'jam dbyangs rnam rgyal,"Smith, E. Gene",,"Smith, E. Gene","'jam dbyangs rnam rgyal Smith, E. Gene",1936,0,,,2010,0,,,M,,,,,,
13633,P8LS68061,,Woncheuk,en,,wen tshegs,ཝེན་ཚེགས།,Woncheuk,wen tshegs,613,0,,,695,0,,,M,,,,,,
13634,P8221,,Go Chodrub,en,,'gos chos grub,འགོས་ཆོས་གྲུབ།,Go Chodrub,'gos chos grub,755,1,,,849,0,,,M,,,,,,
13635,P4CZ54054,,Śrīvarman,sa-x-iast,,dpal gyi go cha/,དཔལ་གྱི་གོ་ཆ༎,Śrīvarman,dpal gyi go cha/,,0,,,,0,,,M,,,,,,
13636,P4CZ10522,,Yonten Pel,en,,yon tan dpal/,ཡོན་ཏན་དཔལ༎,Yonten Pel,yon tan dpal/,,0,,41,,0,,,M,,,,,,
13637,P4CZ54055,,Mañjuśrībhadra,sa-x-iast,,'jam dpal bzang po/,,Mañjuśrībhadra,'jam dpal bzang po/,,0,,41,,0,,,,,,,,,
13638,P4CZ10539,,Rinchen Gyeltsen,en,,rin chen rgyal mtshan/,རིན་ཆེན་རྒྱལ་མཚན༎,Rinchen Gyeltsen,rin chen rgyal mtshan/,,0,,53,,0,,,M,,,,,,
13639,P4CZ15077,,Vajraguṇabhadra,sa-x-iast,,badz+ra gu na b+ha dra,,Vajraguṇabhadra,badz+ra gu na b+ha dra,,0,,49,,0,,53,,,,,,,
1364,P0RK779,,te'u ri pa rin chen chos kyi rgyal po,bo-x-ewts,,te'u ri pa rin chen chos kyi rgyal po,,te'u ri pa rin chen chos kyi rgyal po,te'u ri pa rin chen chos kyi rgyal po,,0,,,,0,,,M,,,,,,
13640,P4CZ10538,,Prajñāśrīgupta,sa-x-iast,,pradz+nyA shrI gub+ta/,,Prajñāśrīgupta,pradz+nyA shrI gub+ta/,,0,,49,,0,,,,,,,,,
13641,P4CZ15079,,Sambhogavajra,sa-x-iast,,longs spyod rdo rje,,Sambhogavajra,longs spyod rdo rje,,0,,,,0,,,,,,,,,
13642,P2548,,Prajñāvarman,sa-x-iast,,shes rab go cha,ཡེ་ཤེས་གོ་ཆ།,Prajñāvarman,shes rab go cha,,0,,29,,0,,,M,,,,,,
13643,P4CZ15085,,Dharmadhara,sa-x-iast,,d+harma d+ha ra/,,Dharmadhara,d+harma d+ha ra/,,0,,,,0,,,,,,,,,
13644,P4CZ15568,,Jarāndana,sa-x-iast,,dza rA nda na/,,Jarāndana,dza rA nda na/,,0,,,,0,,,,,,,,,
13645,P10MS14276,Lelung Jedrung,Kelzang Tenzin,en,sle lung rje drung,skal bzang bstan 'dzin,,"The Eighth Lelung Jedrung, Kelzang Tenzin",sle lung rje drung 08 skal bzang bstan 'dzin,,0,,,,0,,,,08,,,,,
13646,P8LS13098,,'jam dbyangs kun bzang thub bstan chos kyi rgyal mtshan,bo-x-ewts,,'jam dbyangs kun bzang thub bstan chos kyi rgyal mtshan,,'jam dbyangs kun bzang thub bstan chos kyi rgyal mtshan,'jam dbyangs kun bzang thub bstan chos kyi rgyal mtshan,,0,,,,0,,,M,,,,,,
13647,P8LS13097,,Jamyang Kunzang Tenpai Gyeltsen,en,,'jam dbyangs kun bzang bstan pa'i rgyal mtshan,འཇམ་དབྱངས་ཀུན་བཟང་བསྟན་པའི་རྒྱལ་མཚན།,Jamyang Kunzang Tenpai Gyeltsen,'jam dbyangs kun bzang bstan pa'i rgyal mtshan,,0,,71,1929,1,,,M,,,,,,
13648,P8LS76445,,Sindrang Yab Gomchen Dorje Lopen Chewang Rinzin Tagchungdarpa,en,,sin da rang yab sgom chen rdo rje slob dpon tshe dbang rig 'dzin stag chung dar pa,ཡབ་ཚེ་དབང་རིག་འཛིན་སྟག་ཆུང་དར་པ།,Sindrang Yab Gomchen Dorje Lopen Chewang Rinzin Tagchungdarpa,sin da rang yab sgom chen rdo rje slob dpon tshe dbang rig 'dzin stag chung dar pa,1925,0,,,2020,0,,,M,,,,,,
1365,P0RK782,,bdag chen kun dga' bkra shis,bo-x-ewts,,bdag chen kun dga' bkra shis,,bdag chen kun dga' bkra shis,bdag chen kun dga' bkra shis,,0,,,,0,,,M,,,,,,
13650,P8LS76447,,Drubtob Pema Trinle,en,,grub thob pad+ma 'phrin las,གྲུབ་ཐོབ་པདམ་འཕྲིན་ལས།,Drubtob Pema Trinle,grub thob pad+ma 'phrin las,,0,,65,,0,,65,M,,,,,,
13651,P4CZ355080,,Tokden Jampa Tendar,en,,hor khang byams pa bstan dar/,,Tokden Jampa Tendar,,,0,,,,0,,,,,,,,,
13652,P3CN15711,Bakula,Ngawang Lobzang Thubstan Choknor,en,ba ku la,ngag dbang blo bzang thub bstan mchog nor,ངག་དབང་བློ་བཟང་ཐུབ་བསྟན་མཆོག་ནོར།,"The Nineteenth Bakula, Ngawang Lobzang Thubstan Choknor",ba ku la 19 ngag dbang blo bzang thub bstan mchog nor,1918,0,,,2003,0,,,M,19,,,,,
13653,P8LS76438,,Jamyang Chokyi Wangpo,en,,'jam dbyangs chos kyi dbang po,འཇམ་དབྱངས་ཆོས་ཀྱི་དབང་པོ།,Jamyang Chokyi Wangpo,'jam dbyangs chos kyi dbang po,1894,0,,,1909,0,,,M,,,,,,
13654,P8LS76435,,Jamyang Khyentse Chokyi Wangchuk,en,,'jam dbyangs mkhyen brtse chos kyi dbang phyug,འཇམ་དབྱངས་ཆོས་ཀྱི་དབང་ཕྱུག།,Jamyang Khyentse Chokyi Wangchuk,'jam dbyangs mkhyen brtse chos kyi dbang phyug,1909,0,,,1960,0,,,M,,,,,,
13655,P8LS76446,Meu Gyelpo,Pelgon Trinle Rabten,en,rme'u rgyal po,dpal mgon 'phrin las rab brtan,དཔལ་མགོན་འཕྲིན་ལས་རབ་བརྟན།,Meu Gyelpo Pelgon Trinle Rabten,rme'u rgyal po dpal mgon 'phrin las rab brtan,1916,0,,,1966,0,,,M,,,,,,
13658,P1PD108511,,bskal bzang thub bstan snyan grags,bo-x-ewts,,bskal bzang thub bstan snyan grags,,bskal bzang thub bstan snyan grags,bskal bzang thub bstan snyan grags,1908,0,,,1951,0,,,M,,,,,,
13659,P3JT12060,,Tokden Orgyen Tenzin,en,,rtogs ldan o rgyan bstan 'dzin,རྟོག་ལྡན་ཨོ་རྒྱན་བསྟན་འཛིན།,Tokden Orgyen Tenzin,rtogs ldan o rgyan bstan 'dzin,1888,0,,,1961,0,,,M,,,,,,
1366,P0RK783,,rgyal ba 'od dpag med (jina amitAbha),bo-x-ewts,,rgyal ba 'od dpag med (jina amitAbha),,rgyal ba 'od dpag med (jina amitAbha),rgyal ba 'od dpag med (jina amitAbha),,0,,,,0,,,M,,,,,,
13661,P4CZ15287,,Parameśvara,sa-x-iast,,pa ra me shwa ra,,Parameśvara,,,0,,,,0,,,,,,,,,
13662,P8LS15530,,yab rong ban rin chen tshul khrims,bo-x-ewts,,rin chen tshul khrims,,yab rong ban rin chen tshul khrims,,,0,,,,0,,,,,,,,,
13663,P4CZ10574,,Ānandavajra,sa-x-iast,,A nan+da badz+ra,,Ānandavajra,,,0,,,,0,,,,,,,,,
13664,P8LS12123,,blo bzang rnam rgyal,bo-x-ewts,,blo bzang rnam rgyal,,blo bzang rnam rgyal,blo bzang rnam rgyal,,0,,,,0,,,,,,,,,
13665,P8LS12135,,'jam dbyangs bstan pa'i rgyal mtshan,bo-x-ewts,,'jam dbyangs bstan pa'i rgyal mtshan,,'jam dbyangs bstan pa'i rgyal mtshan,'jam dbyangs bstan pa'i rgyal mtshan,,0,,,,0,,,,,,,,,
13666,P8LS76444,,Pawo Wangchuk Tengpa Lobzang Nyima,en,,dpa' bo dbang phyug steng pa blo bzang nyi ma,དཔའ་བོ་དབང་ཕྱུག་སྟེང་པ་བློ་བཟང་ཉི་མ།,Pawo Wangchuk Tengpa Lobzang Nyima,dpa' bo dbang phyug steng pa blo bzang nyi ma,1895,1,,,1964,0,,,M,,,,,,
13667,P1TD24,,ngag dbang thub bstan chos kyi dbang phyug/,bo-x-ewts,,ngag dbang thub bstan chos kyi dbang phyug/,,ngag dbang thub bstan chos kyi dbang phyug/,ngag dbang thub bstan chos kyi dbang phyug/,,0,,,1941,0,,,,,,,,,
13668,P8LS15105,,tshul khrims bzang po,bo-x-ewts,,tshul khrims bzang po,,tshul khrims bzang po,tshul khrims bzang po,,0,,,,0,,,,,,,,,
13669,P6861,,chos grags bzang po,bo-x-ewts,,chos grags bzang po,,chos grags bzang po,chos grags bzang po,,0,,,,0,,,M,,,,,,
1367,P0RK784,,rin chen bzang po,bo-x-ewts,,rin chen bzang po,,rin chen bzang po,rin chen bzang po,,0,,,,0,,,M,,,,,,
13670,P8LS1422,,'jigs med dbang phyug,bo-x-ewts,,'jigs med dbang phyug,,'jigs med dbang phyug,'jigs med dbang phyug,1905,0,,,1952,0,,,,,,,,,
13676,P8LS3949,,kun dga' dpal 'byor/,bo-x-ewts,,kun dga' dpal 'byor/,,,,,0,,,,0,,,,,,,,,
13677,P8LS76440,,Ngawang Nyima,en,,ngag dbang nyi ma,ཎགཝང་ཎྱིམ།,Ngawang Nyima,ngag dbang nyi ma,1872,0,,,1951,0,,,M,,,,,,
13678,P11MS232,,Dezhung Lungrik Nyima,en,,lung rig nyi ma,,Dezhung Lungrik Nyima,lung rig nyi ma,1840,0,,,1898,0,,,,,,,,,
13679,P8LS76443,,Ga Lama Gendun Zangpo,en,,sga bla ma dge 'dun bzang po,བླ་མ་དགེ་འདུན་བཟང་པོ།,Ga Lama Gendun Zangpo,sga bla ma dge 'dun bzang po,1880,0,,,1939,0,,,M,,,,,,
1368,P0RK787,,kun mkhyen don yod dpal ba,bo-x-ewts,,kun mkhyen don yod dpal ba,,kun mkhyen don yod dpal ba,kun mkhyen don yod dpal ba,,0,,,,0,,,M,,,,,,
13680,P1PD90412,,'jam dpal bstan 'dzin phrin las,bo-x-ewts,,'jam dpal bstan 'dzin phrin las,,'jam dpal bstan 'dzin phrin las,'jam dpal bstan 'dzin phrin las,18,0,,,,0,,,,,,,,,
13682,P8LS1423,,'jigs med rdo rje dbang phyug,bo-x-ewts,,'jigs med rdo rje dbang phyug,,'jigs med rdo rje dbang phyug,'jigs med rdo rje dbang phyug,1928,0,,,1972,0,,,,,,,,,
13683,P8LS76442,,Jampa Gyeltsen Lhalungpa,en,,lha lung pa byams pa rgyal mtshan,ལྷ་ལུང་པ་བྱམས་པ་རྒྱལ་མཚན།,Jampa Gyeltsen Lhalungpa,lha lung pa byams pa rgyal mtshan,1921,0,,,1993,0,,,M,,,,,,
13684,P8LS76441,,Ani Trinle Chodron,en,,a ni 'phrin las chos sgron,ཨ་ནི་འཕྲིན་ལས་ཆོས་སྒྲོན།,Ani Trinle Chodron,a ni 'phrin las chos sgron,1938,0,,,1970,0,,,F,,,,,,
13685,P2KG228978,Dodrubchen,rig 'dzin 'ja' lus rdo rje,bo-x-ewts,rdo grub chen,rig 'dzin 'ja' lus rdo rje,,"The Fourth Dodrubchen, rig 'dzin 'ja' lus rdo rje",rdo grub chen 04 rig 'dzin 'ja' lus rdo rje,1927,0,,,1961,0,,,,04,,https://www.lotsawahouse.org/tibetan-masters/fourth-dodrupchen-jalu-dorje/,,,
13686,P9904,Ngatrin Tulku,Samten Gyatso,en,ngag 'phrin sprul sku,bsam gtan rgya mtsho,བསམ་བརྟན་རྒྱ་མཚོ།,"The Fourth Ngatrin Tulku, Samten Gyatso",ngag 'phrin sprul sku 04 bsam gtan rgya mtsho,,0,,,1940,1,,,M,04,,,,,
13687,P8LS76434,,Lobzang Mingyur Dorje,en,,blo bzang mi 'gyur rdo rje,བློ་བཟང་མི་འགྱུར་རྡོ་རྗེ།,Lobzang Mingyur Dorje,blo bzang mi 'gyur rdo rje,1875,0,,,1948,0,,,M,,,,,,
13688,P8LS76439,,Khamtrul Sherab Mebar,en,,khams sprul shes rab me 'bar,ཁམས་སྤྲུལ་ཤེས་རབ་མེ་འབར།,Khamtrul Sherab Mebar,khams sprul shes rab me 'bar,1752,0,,,1815,0,,,M,,,,,,
13689,P1KG9680,Khordong Tertrul,Chime Rigdzin,en,'khor gdong gter sprul,'chi med rig 'dzin,འཆི་མེད་རིག་འཛིན༎,"The Third Khordong Tertrul, Chime Rigdzin",'khor gdong gter sprul 03 'chi med rig 'dzin,1922,0,,,2002,0,,,M,03,,,,,
1369,P0RK788,,dpon btsun rin rnam pa,bo-x-ewts,,dpon btsun rin rnam pa,,dpon btsun rin rnam pa,dpon btsun rin rnam pa,,0,,,,0,,,M,,,,,,
13690,P2LS185,,Khangchenne Sonam Gyelpo,en,,khang chen nas bsod nams rgyal po/,ཁང་ཆེན་ནས་བསོད་ནམས་རྒྱལ་པོ༎,Khangchenne Sonam Gyelpo,khang chen nas bsod nams rgyal po/,,0,,,1727,0,,,M,,,,,,
13691,,,'khor gdon gter sprul,bo-x-ewts,,'khor gdon gter sprul,,The Second 'khor gdon gter sprul,02 'khor gdon gter sprul,,0,,,,0,,,,02,,,,,
13692,P8LS76436,,Konchok Peldron,en,,dkon mchog dpal sgron,དཀོན་མཆོག་དཔལ་སྒྲོན།,Konchok Peldron,dkon mchog dpal sgron,1850,1,,,1930,1,,,F,,,,,,
13693,P4CZ366523,,Lobzang Wanggyel,en,,blo bzang dbang rgyal/,བློ་བཟང་དབང་རྒྱལ༎,Lobzang Wanggyel,blo bzang dbang rgyal/,1920,0,,,2003,0,,,M,,,,,,
13694,P8LS76437,,Tenzin Chodrak,en,,bstan 'dzin chos grags,བསྟན་འཛིན་ཆོས་གྲགས།,Tenzin Chodrak,bstan 'dzin chos grags,1924,0,,,2001,0,,,M,,,,,,
13695,P1KG5612,,e pa bsod nams rin chen,bo-x-ewts,,e pa bsod nams rin chen,,e pa bsod nams rin chen,e pa bsod nams rin chen,1974,0,,,,0,,,,,,,,,
13696,P4CZ15088,,Lalitavajra,sa-x-iast,,slob dpon rol pa'i rdo rje,,Lalitavajra,slob dpon rol pa'i rdo rje,,0,,,,0,,,,,,,,,
13697,P1TD226,Khandro,Tsering Chodron,en,mkha' 'gro,tshe ring chos sgron,ཚེ་རིང་ཆོས་སྒྲོན།,Khandro Tsering Chodron,mkha' 'gro tshe ring chos sgron,1929,0,,,2011,0,,,F,,,https://www.lotsawahouse.org/tibetan-masters/khandro-tsering-chodron/,,,
13698,P1KT13,,Samten Gyatso,en,,bsam gtan rgya mtsho,བསམ་གཏན་རྒྱ་མཚོ།,Samten Gyatso,bsam gtan rgya mtsho,1921,0,,,1979,0,,,M,,,,,,
13699,P8LS76451,,Ngawang Jampel Rinchen,en,,ngag dbang 'jam dpal rin chen,ངག་དབང་འཇམ་དཔལ་རིན་ཆེན།,Ngawang Jampel Rinchen,ngag dbang 'jam dpal rin chen,,0,,,1918,0,,,M,,,,,,
137,P00EGS1017974,,dpal 'byor rin chen,bo-x-ewts,,dpal 'byor rin chen,,dpal 'byor rin chen,dpal 'byor rin chen,,0,,,,0,,,,,,,,,
1370,P8218,,Khon Lui Wangpo,en,,'khon klu'i dbang po,འཁོན་ཀླུའི་དབང་པོ།,Khon Lui Wangpo,'khon klu'i dbang po,,0,,30,,0,,,M,,,,,,
13700,P8LS76450,,Dorje Sengge,en,,rdo rje seng ge,རྡོ་རྗེ་སེང་གེ།,Dorje Sengge,rdo rje seng ge,1877,0,,,1919,0,,,M,,,,,,
13701,P8LS76452,,Jago Tobden,en,,bya rgod stobs ldan,བྱ་རྒོད་སྟོབས་ལྡན།,Jago Tobden,bya rgod stobs ldan,1898,0,,,1960,0,,,M,,,,,,
13702,P8LS76457,,Orgyen Kyab,en,,o rgyan skyabs,ཨོ་རྒྱན་སྐྱབས།,Orgyen Kyab,o rgyan skyabs,1940,0,,,1992,0,,,M,,,,,,
13703,P8LS76456,,Jamyang Pelmo,en,,byam dbyangs dpal mo,བྱམ་དབྱངས་དཔལ་མོ།,Jamyang Pelmo,byam dbyangs dpal mo,1913,0,,,1988,0,,,F,,,,,,
13704,P8LS76455,,Jago Tsewang Drolma,en,,bya rgod tshe dbang sgrol ma,བྱ་རྒོད་ཚེ་དབང་སྒྲོལ་མ།,Jago Tsewang Drolma,bya rgod tshe dbang sgrol ma,,0,,75,,0,,,F,,,,,,
13705,,,Sogyal Rinpoche,en,,bsod rgyal rin po che,,Sogyal Rinpoche,bsod rgyal rin po che,1947,0,,,2019,0,,,M,,,,,,
13706,,,Jetsun Khacho Wangmo,en,,rje btsun mkha' spyod dbang mo,རྗེ་བཙུན་མཁའ་སྤྱོད་དབང་མོ།,Jetsun Khacho Wangmo,rje btsun mkha' spyod dbang mo,,0,,55,,0,,,F,,,,,,
13707,P1PD108248,,Tubten Gyeltsen,en,,thub bstan rgyal mtshan,ཐུབ་བསྟན་རྒྱལ་མཚན།,Tubten Gyeltsen,thub bstan rgyal mtshan,1902,0,,,1971,0,,,M,,,,,,
13708,P2LS290,,Rigdzin Chodron,en,,rig 'dzin chos sgron,རིག་འཛིན་ཆོས་སྒྲོན།,Rigdzin Chodron,rig 'dzin chos sgron,1893,1,,,1939,1,,,F,,,,,,
13709,P2LS287,,bsam grub tshe ring,bo-x-ewts,,bsam grub tshe ring,,bsam grub tshe ring,bsam grub tshe ring,,0,,,,0,,,,,,,,,
13710,P8LS12767,,tshangs dbyangs 'brug grags,bo-x-ewts,,tshangs dbyangs 'brug grags,,tshangs dbyangs 'brug grags,tshangs dbyangs 'brug grags,,0,,,,0,,,,,,,,,
13711,P8LS12765,,nyi ma 'brug grags,bo-x-ewts,,nyi ma 'brug grags,,nyi ma 'brug grags,nyi ma 'brug grags,,0,,,,0,,,,,,,,,
13712,P8LS12766,,don grub rgya mtsho,bo-x-ewts,,don grub rgya mtsho,,don grub rgya mtsho,don grub rgya mtsho,,0,,,,0,,,,,,,,,
13713,P8LS12768,,ngag dbang chos grags rgya mtsho,bo-x-ewts,,ngag dbang chos grags rgya mtsho,,ngag dbang chos grags rgya mtsho,ngag dbang chos grags rgya mtsho,,0,,,,0,,,,,,,,,
13714,P8LS12769,,ngag dbang snyan grags rgya mtsho,bo-x-ewts,,ngag dbang snyan grags rgya mtsho,,ngag dbang snyan grags rgya mtsho,ngag dbang snyan grags rgya mtsho,,0,,,,0,,,,,,,,,
13715,P8LS12770,,blo bzang tshangs dbyangs chos grags rgya mtsho,bo-x-ewts,,blo bzang tshangs dbyangs chos grags rgya mtsho,,blo bzang tshangs dbyangs chos grags rgya mtsho,blo bzang tshangs dbyangs chos grags rgya mtsho,1790,0,,,,0,,,,,,,,,
13716,P8LS12613,,bstan pa'i dbang phyug,bo-x-ewts,,bstan pa'i dbang phyug,,bstan pa'i dbang phyug,bstan pa'i dbang phyug,,0,,,,0,,,,,,,,,
13718,P1TD78,,Khangsar Dechen Wangmo,en,,khang gsar bde chen dbang mo,ཁང་གསར་བདེ་ཆེན་དབང་མོ།,Khangsar Dechen Wangmo,khang gsar bde chen dbang mo,1915,0,,,1952,0,,,F,,,,,,
13719,P8LS76454,,Gyari Chime Drolma,en,,rgya ri 'chi med sgrol ma,རྒྱ་རི་འཆི་མེད་སྒྲོལ་མ།,Gyari Chime Drolma,rgya ri 'chi med sgrol ma,1905,0,,,1939,0,,,F,,,,,,
1372,P0RK792,,bla ma blo bzang,bo-x-ewts,,bla ma blo bzang,,bla ma blo bzang,bla ma blo bzang,,0,,,,0,,,M,,,,,,
13720,P8LS76453,,Khangsar Yangchen Drolma,en,,khang gsar dbyangs chen sgrol ma,ཁང་གསར་དབྱངས་ཆེན་སྒྲོལ་མ།,Khangsar Yangchen Drolma,khang gsar dbyangs chen sgrol ma,1854,0,,,1935,0,,,F,,,,,,
13721,,,Drayab Tubten Zangpo,en,,brag g.yab thub bstan bzang po,བྲག་གཡབ་ཐུབ་བསྟན་བཟང་པོ།,Drayab Tubten Zangpo,brag g.yab thub bstan bzang po,1891,1,,,1930,1,,,M,,,,,,
13722,,,Drumpa Namgyel Gyeltsen,en,,bhruM pa rnam rgyal rgyal mtshan,བྷྲུཾ་པ་རྣམ་རྒྱལ་རྒྱལ་མཚན།,Drumpa Namgyel Gyeltsen,bhruM pa rnam rgyal rgyal mtshan,1898,0,,,1930,0,,,M,,,,,,
13723,,,Tsewang Yishey Pemba,en,,tshe dbang ye shes spen pa,ཚེ་དབང་ཡེ་ཤེས་སྤེན་པ།,Tsewang Yishey Pemba,tshe dbang ye shes spen pa,1931,0,,,2011,0,,,M,,,,,,
13724,,,Sonam Dekyi,en,,bsod nams bde skyid,བསོད་ནམས་བདེ་སྐྱིད།,Sonam Dekyi,bsod nams bde skyid,1931,0,,,,0,,,F,,,,,,
13725,,,Lhalung Gyeltsen Tarchin,en,,lha lung rgyal mtshan mthar phyin,ལྷ་ལུང་རྒྱལ་མཚན་མཐར།,Lhalung Gyeltsen Tarchin,lha lung rgyal mtshan mthar phyin,1893,0,,,1962,1,,,M,,,,,,
13726,P2LS212,,dpal ldan chos dbang /,bo-x-ewts,,dpal ldan chos dbang /,,dpal ldan chos dbang /,dpal ldan chos dbang /,,0,,,,0,,,,,,,,,
13727,P8LS13890,,Dromde Nyima,en,,'brom sde nyi ma,,Dromde Nyima,'brom sde nyi ma,,0,,,,0,,,,,,,,,
13728,P4CZ15186,,Jñānaśrībhadra,sa-x-iast,,dz+nyA na shrI b+ha dra/,,Jñānaśrībhadra,dz+nyA na shrI b+ha dra/,,0,,,,0,,,,,,,,,
13729,P4CZ16849,,Khache Kumāraśrī,sa-x-iast,,kha che ku mA ra shrI/,,Khache Kumāraśrī,kha che ku mA ra shrI/,,0,,,,0,,,,,,,,,
1373,P0RK794,,bla ma bsod rgyal,bo-x-ewts,,bla ma bsod rgyal,,bla ma bsod rgyal,bla ma bsod rgyal,,0,,,,0,,,M,,,,,,
13730,P4CZ15137,,Kumārakalaśa,sa-x-iast,,ku mA ra ka la sha/,,Kumārakalaśa,ku mA ra ka la sha/,,0,,,,0,,,,,,,,,
13731,,,Golok Menpa,en,,mgo log sman pa,མགོ་ལོགས་སྨན་པ།,Golok Menpa,mgo log sman pa,1902,0,,,1987,0,,,M,,,,,,
