tol_id,tbrc_id,primary_name,name_variant,lang_tag
4085,P2387,Kunga Drolchok,kun dga' grol mchog,bo-x-ewts
4085,P2387,Kunga Drolchok,jo nang rje btsun kun dga'   grol mchog,bo-x-ewts
4085,P2387,Kunga Drolchok,zhe sdang nag pa'i rdo rje,bo-x-ewts
4085,P2387,Kunga Drolchok,sems kyi mdud grol,bo-x-ewts
4085,P2387,Kunga Drolchok,Kunga Drolchok,en
4085,P2387,Kunga Drolchok,Semkyi Dudrol,en
4085,P2387,Kunga Drolchok,Lowowa Kunga Drolchok,en
4085,P2387,Kunga Drolchok,Shedang Nakpai Dorje,en
4085,P2387,Kunga Drolchok,Jonang Jetsun Kunga Drolchok,en
4086,P2388,Jangchub Tsemo,lo chen byang chub rtse mo,bo-x-ewts
4086,P2388,Jangchub Tsemo,Lochen Jangchub Tsemo,en
4092,P2393,Damcho Pelwa,jang zhabs dam chos dpal ba,bo-x-ewts
4092,P2393,Damcho Pelwa,dam chos dpal bzang,bo-x-ewts
4092,P2393,Damcho Pelwa,khri chen dam chos dpal ba,bo-x-ewts
4092,P2393,Damcho Pelwa,dga' ldan khri chen 31 dam chos dpal ba,bo-x-ewts
4092,P2393,Damcho Pelwa,dam chos dpal ba,bo-x-ewts
4092,P2393,Damcho Pelwa,dga' ldan khri chen 31 dam chos dpal ba,bo-x-ewts
4092,P2393,Damcho Pelwa,shar pa dam chos dpal ba,bo-x-ewts
4092,P2393,Damcho Pelwa,jang zhabs dam chos dpal ba,bo-x-ewts
4092,P2393,Damcho Pelwa,Ganden Trichen 31 Damcho Pelwa,en
4092,P2393,Damcho Pelwa,Sharpa Damcho Pelwa,en
4092,P2393,Damcho Pelwa,Trichen Damcho Pelwa,en
4092,P2393,Damcho Pelwa,Damcho Pelzang,en
4092,P2393,Damcho Pelwa,Jangzhab Damcho Pelwa ,en
4092,P2393,Damcho Pelwa,Ganden Tripa 31 Damcho Pelwa,en
4113,P2412,Tangpo Chungwa Lodro Pel,Tangton Chungwa Lodro Pel,bo-x-ewts
4113,P2412,Tangpo Chungwa Lodro Pel,blo gros dpal,bo-x-ewts
4113,P2412,Tangpo Chungwa Lodro Pel,thang ston chung ba blo gros   dpal,bo-x-ewts
4113,P2412,Tangpo Chungwa Lodro Pel,lo tsA ba blo gros dpal,bo-x-ewts
4113,P2412,Tangpo Chungwa Lodro Pel,Lodro Pel,en
4113,P2412,Tangpo Chungwa Lodro Pel,Lotsāwa Lodro Pel,en
4114,P2413,Puntsok Pelzang,phun tshogs dpal,bo-x-ewts
4114,P2413,Puntsok Pelzang,Puntsok Pel,en
4115,P2414,Gharungwa Lhai Gyeltsen,lha'i rgyal mtshan,bo-x-ewts
4115,P2414,Gharungwa Lhai Gyeltsen,ja' rong pa lha'i rgyal mtshan,bo-x-ewts
4115,P2414,Gharungwa Lhai Gyeltsen,Lhai Gyeltsen,en
4115,P2414,Gharungwa Lhai Gyeltsen,Jarongpa Lhai Gyeltsen,en
4119,P2418,Orgyen Dzongpa Chokyong Gyeltsen,o rgyan rdzong pa,bo-x-ewts
4119,P2418,Orgyen Dzongpa Chokyong Gyeltsen,Orgyen Dzongpa,en
4125,P2424,Nyakla Pema Dudul,nyi zla kun mdzes,bo-x-ewts
4125,P2424,Nyakla Pema Dudul,grub chen pad+ma bdud 'dul,bo-x-ewts
4125,P2424,Nyakla Pema Dudul,khrul zhig byang chub gling pa,bo-x-ewts
4125,P2424,Nyakla Pema Dudul,pad+ma bdud 'dul,bo-x-ewts
4125,P2424,Nyakla Pema Dudul,khrul zhig gling pa,bo-x-ewts
4125,P2424,Nyakla Pema Dudul,lhang brag grub chen pad+ma bdud 'dul,bo-x-ewts
4125,P2424,Nyakla Pema Dudul,Pema Dudul,en
4125,P2424,Nyakla Pema Dudul,Nyida Kundze,en
4125,P2424,Nyakla Pema Dudul,Trulzhik Lingpa,en
4125,P2424,Nyakla Pema Dudul,Lhangdrak Drubchen Pema Dudul,en
4125,P2424,Nyakla Pema Dudul,Drubchen Pema Dudul,en
4125,P2424,Nyakla Pema Dudul,Trulzhik Jangchub Lingpa,en
4140,P2438,Pomdrakpa Sonam Dorje,dar ma grags,bo-x-ewts
4140,P2438,Pomdrakpa Sonam Dorje,rgyal sras spom brag pa,bo-x-ewts
4140,P2438,Pomdrakpa Sonam Dorje,bsod nams rdo rje,bo-x-ewts
4140,P2438,Pomdrakpa Sonam Dorje,po brag pa,bo-x-ewts
4140,P2438,Pomdrakpa Sonam Dorje,Podrakpa,en
4140,P2438,Pomdrakpa Sonam Dorje,Gyelse Pomdrakpa,en
4140,P2438,Pomdrakpa Sonam Dorje,Darma Drak,en
4140,P2438,Pomdrakpa Sonam Dorje,Sonam Dorje,en
4141,P244,Trinle Gyatso,ngag dbang blo bzang bstan pa'i rgyal mtshan 'phrin las rgya mtsho,bo-x-ewts
4141,P244,Trinle Gyatso,blo bzang bstan pa'i rgyal   mtshan 'phrin las rgya mtsho,bo-x-ewts
4141,P244,Trinle Gyatso,phrin las rgya mtsho,bo-x-ewts
4141,P244,Trinle Gyatso,Ngawang Lobzang Tenpai Gyeltsen Trinle Gyatso ,en
4141,P244,Trinle Gyatso,Dalai Lama 12 Trinle Gyatso,en
4141,P244,Trinle Gyatso,Lobzang Tenpai Gyeltsen Trinle Gyatso,en
4141,P244,Trinle Gyatso,Trinle Gyatso,en
4150,P2448,Kunga Rinchen Gyatso,"rin chen rgya mtsho, kun dga'",bo-x-ewts
4150,P2448,Kunga Rinchen Gyatso,rgyal tshab rin chen rgya   mtsho,bo-x-ewts
4150,P2448,Kunga Rinchen Gyatso,Gyeltsab Rinchen Gyatso,en
4163,P246,Ngawang Pelden Chokyi Gyeltsen,nor bu don grub,bo-x-ewts
4163,P246,Ngawang Pelden Chokyi Gyeltsen,rta tshag 10 ngag dbang dpal   ldan chos kyi rgyal mtshan,bo-x-ewts
4163,P246,Ngawang Pelden Chokyi Gyeltsen,kun bde hu tuk tu ngag dbang dpal ldan chos kyi rgyal mtshan,bo-x-ewts
4163,P246,Ngawang Pelden Chokyi Gyeltsen,Norbu Dondrub,en
4164,P2460,Nyakpuwa Sonam Zangpo,bsod nams bzang po,bo-x-ewts
4164,P2460,Nyakpuwa Sonam Zangpo,smyung gnas bla ma bsod nams bzang po,bo-x-ewts
4164,P2460,Nyakpuwa Sonam Zangpo,jo gdan mkhan chen bsod nams bzang po,bo-x-ewts
4164,P2460,Nyakpuwa Sonam Zangpo,bsod nams bzang   po,bo-x-ewts
4164,P2460,Nyakpuwa Sonam Zangpo,mtshal min pa bsod nams bzang   po,bo-x-ewts
4164,P2460,Nyakpuwa Sonam Zangpo,mtshal chen pa bsod nams bzang po,bo-x-ewts
4164,P2460,Nyakpuwa Sonam Zangpo,snyag phu ba bsod nams bzang po,bo-x-ewts
4164,P2460,Nyakpuwa Sonam Zangpo,jo gdan mkhan chen bsod nams bzang po,bo-x-ewts
4164,P2460,Nyakpuwa Sonam Zangpo,smyung gnas bla ma bsod nams bzang po,bo-x-ewts
4164,P2460,Nyakpuwa Sonam Zangpo,Nyungne Lama Sonam Zangpo,en
4164,P2460,Nyakpuwa Sonam Zangpo,Joden Khenchen Sonam Zangpo,en
4164,P2460,Nyakpuwa Sonam Zangpo,Tselchen Sonam Zangpo,en
4164,P2460,Nyakpuwa Sonam Zangpo,Nyungne Lama Sonam Zangpo,en
4164,P2460,Nyakpuwa Sonam Zangpo,Tselminpa Sonam Zangpo,en
4164,P2460,Nyakpuwa Sonam Zangpo,Joden Khenchen Sonam Zangpo,en
4164,P2460,Nyakpuwa Sonam Zangpo,Sonam Zangpo,en
4164,P2460,Nyakpuwa Sonam Zangpo,Sonam Zangpo,en
4166,P2462,Jampa Khawoche,blo gros grags pa,bo-x-ewts
4166,P2462,Jampa Khawoche,mi nyag blo gros grags pa,bo-x-ewts
4166,P2462,Jampa Khawoche,byams pa kha bo che blo gros grags pa,bo-x-ewts
4166,P2462,Jampa Khawoche,kha bo che mi nyag blo gros grags pa,bo-x-ewts
4166,P2462,Jampa Khawoche,Minyak Lodro Drakpa,en
4166,P2462,Jampa Khawoche,Lodro Drakpa,en
4166,P2462,Jampa Khawoche,Khawoche Minyak Lodro Drakpa,en
4166,P2462,Jampa Khawoche,Jampa Khawoche Lodro Drakpa,en
4167,P2463,Drubchen Kunga Lodro,kun dga' blo gros,bo-x-ewts
4167,P2463,Drubchen Kunga Lodro,grub chen kun blo,bo-x-ewts
4167,P2463,Drubchen Kunga Lodro,Drubchen Kunlo,en
4167,P2463,Drubchen Kunga Lodro,Kunga Lodro,en
4168,P2464,Jamyang Konchok Zangpo,dkon mchog bzang po,bo-x-ewts
4168,P2464,Jamyang Konchok Zangpo,jo nang mkhan chen dkon mchog   bzang po,bo-x-ewts
4168,P2464,Jamyang Konchok Zangpo,jam dbyangs dkon mchog bzang po,bo-x-ewts
4168,P2464,Jamyang Konchok Zangpo,Jonang Khenchen Konchok Zangpo,en
4168,P2464,Jamyang Konchok Zangpo,Konchok Zangpo,en
4170,P2466,Namkha Chokyong,jo nang mkhan chen nam mkha'   chos skyong,bo-x-ewts
4170,P2466,Namkha Chokyong,Jonang Khenchen Namkha Chokyong,en
4175,P2470,Rokam Nyima Sherab,nyi ma shes rab,bo-x-ewts
4175,P2470,Rokam Nyima Sherab,ro skam mkhan rabs 01 nyi ma   shes rab,bo-x-ewts
4175,P2470,Rokam Nyima Sherab,Nyima Sherab,en
4175,P2470,Rokam Nyima Sherab,Rokam Khenrab 01 Nyima Sherab,en
4177,P2472,Konchok Kyab,dkon mchog skyabs,bo-x-ewts
4177,P2472,Konchok Kyab,rog ston dkon mchog skyabs,bo-x-ewts
4177,P2472,Konchok Kyab,la stod ston pa dkon mchog skyabs,bo-x-ewts
4177,P2472,Konchok Kyab,stod ston dkon mchog skyabs,bo-x-ewts
4177,P2472,Konchok Kyab,Rokton Konchok Kyab,en
4177,P2472,Konchok Kyab,Lato Konchok Kyab,en
4177,P2472,Konchok Kyab,Toton Konchok Kyab,en
4185,P248,Jigme Tenpai Nyima,rdo grub chen 03 'jigs med bstan pa'i nyi ma,bo-x-ewts
4185,P248,Jigme Tenpai Nyima,jigs med bstan nyi,bo-x-ewts
4185,P248,Jigme Tenpai Nyima,jigs med bstan pa'i nyi ma,bo-x-ewts
4185,P248,Jigme Tenpai Nyima,jigs med bstan pa'i nyi ma,bo-x-ewts
4185,P248,Jigme Tenpai Nyima,rdo grub 03 'jigs med bstan   pa'i nyi ma,bo-x-ewts
4185,P248,Jigme Tenpai Nyima,hor tshang gser khri 04 'jigs   med bstan pa'i nyi ma,bo-x-ewts
4185,P248,Jigme Tenpai Nyima,bla brang khri 47 'jigs med bstan   pa'i nyi ma,bo-x-ewts
4185,P248,Jigme Tenpai Nyima,Labrang Tri 47 Jigme Tenpai Nyima,en
4185,P248,Jigme Tenpai Nyima,Dodrubchen 03 Jigme Tenpai Nyima,en
4185,P248,Jigme Tenpai Nyima,Hortsang Sertri 04 Jigme Tenpai Nyima,en
4185,P248,Jigme Tenpai Nyima,Jigme Tenpai Nyima,en
4185,P248,Jigme Tenpai Nyima,Dowa Drubchen Jigme Tenpai Nyima,en
4196,P249,Lobzang Trinle Tenpa Gyatso,phrin las rdo rje,bo-x-ewts
4196,P249,Lobzang Trinle Tenpa Gyatso,kirti 08 blo bzang 'phrin las   bstan pa rgya mtsho,bo-x-ewts
4196,P249,Lobzang Trinle Tenpa Gyatso,rong po chos rje sprul sku blo bzang   'phrin las rgya mtsho,bo-x-ewts
4196,P249,Lobzang Trinle Tenpa Gyatso,Trinle Dorje,en
4196,P249,Lobzang Trinle Tenpa Gyatso,Kirti 08 Lobzang Trinle Tenpa Gyatso ,en
4196,P249,Lobzang Trinle Tenpa Gyatso,Rongwo Choje Tulku Lobzang Trinle Gyatso,en
4206,P25,Ngawang Norbu,dga' ldan khri chen 81 ngag dbang nor bu,bo-x-ewts
4206,P25,Ngawang Norbu,ngag dbang nor bu,bo-x-ewts
4206,P25,Ngawang Norbu,ngag dbang nor bu,bo-x-ewts
4206,P25,Ngawang Norbu,zung ju ngag dbang nor bu,bo-x-ewts
4206,P25,Ngawang Norbu,a gro ngag dbang nor bu,bo-x-ewts
4206,P25,Ngawang Norbu,rdzogs chen mkhan rabs 25,bo-x-ewts
4206,P25,Ngawang Norbu,dga' ldan khri pa 81 ngag dbang nor bu,bo-x-ewts
4206,P25,Ngawang Norbu,Ngawang Norbu,en
4206,P25,Ngawang Norbu,Adro Ngawang Norbu,en
4206,P25,Ngawang Norbu,Zungchu Ngawang Norbu,en
4206,P25,Ngawang Norbu,Ganden Trichen 81 Ngawang Norbu,en
4206,P25,Ngawang Norbu,Ganden Tripa 81 Ngawang Norbu,en
4217,P2509,Lhachok Sengge,lha mchog seng+ge,bo-x-ewts
4217,P2509,Lhachok Sengge,Lhachok Sengge,en
4219,P2510,Sanggye Sengge,jam dbyangs sangs rgyas   seng+ge,bo-x-ewts
4219,P2510,Sanggye Sengge,lha mo tshe ring,bo-x-ewts
4219,P2510,Sanggye Sengge,sangs rgyas seng+ge,bo-x-ewts
4219,P2510,Sanggye Sengge,ngor mkhan chen 11 sangs rgyas   seng+ge,bo-x-ewts
4219,P2510,Sanggye Sengge,Ngor Khenchen 11 Sanggye Sengge,en
4219,P2510,Sanggye Sengge,Jamyang Sanggye Sengge,en
4219,P2510,Sanggye Sengge,Lhamo Tsering,en
4220,P2511,Kunga Sonam Lhundrub,jam dbyangs kun dga' bsod   nams lhun grub,bo-x-ewts
4220,P2511,Kunga Sonam Lhundrub,kun dga' bsod nams lhun grub bkra shis grags pa rgyal mtshan dpal bzang po,bo-x-ewts
4220,P2511,Kunga Sonam Lhundrub,rdo rje rgya sog,bo-x-ewts
4220,P2511,Kunga Sonam Lhundrub,ngor mkhan chen 15 kun dga'   bsod nams lhun grub,bo-x-ewts
4220,P2511,Kunga Sonam Lhundrub,rtse gdong pa kun dga' bsod nams lhun   grub,bo-x-ewts
4220,P2511,Kunga Sonam Lhundrub,Dorje Gyasog,en
4220,P2511,Kunga Sonam Lhundrub,Tsedongpa Kunga Sonam Lhundrub,en
4220,P2511,Kunga Sonam Lhundrub,Kunga Sonam Lhundrub Tashi Drakpa Gyeltsen Pel Zangpo,en
4220,P2511,Kunga Sonam Lhundrub,Jamyang Kunga Sonam Lhundrub,en
4220,P2511,Kunga Sonam Lhundrub,Ngor Khenchen 15 Kunga Sonam Lhundrub,en
4221,P2513,Sherab Jungne,ngor mkhan chen 18,bo-x-ewts
4221,P2513,Sherab Jungne,shes rab 'byung gnas,bo-x-ewts
4221,P2513,Sherab Jungne,klu sdings shes rab 'byung gnas,bo-x-ewts
4221,P2513,Sherab Jungne,shar chen shes rab 'byung gnas,bo-x-ewts
4221,P2513,Sherab Jungne,Ngor Khenchen 18,en
4221,P2513,Sherab Jungne,Luding Sherab Jungne,en
4221,P2513,Sherab Jungne,Sharchen Sherab Jungne,en
4222,P2514,Namkha Rinchen,nam mkha' rin chen,bo-x-ewts
4222,P2514,Namkha Rinchen,thar rtse nam mkha' rin chen,bo-x-ewts
4222,P2514,Namkha Rinchen,Tartse Namkha Rinchen,en
4223,P2515,Ngawang Sonam Gyeltsen,rgyal rtse ba ngag dbang bsod   nams rgyal mtshan,bo-x-ewts
4223,P2515,Ngawang Sonam Gyeltsen,rgyal rtse ba,bo-x-ewts
4223,P2515,Ngawang Sonam Gyeltsen,Gyeltsewa Ngawang Sonam Gyeltsen,en
4223,P2515,Ngawang Sonam Gyeltsen,Gyeltsewa,en
4224,P2516,Pelchok Gyeltsen,ngor mkhan chen 22,bo-x-ewts
4224,P2516,Pelchok Gyeltsen,dpal mchog rgyal mtshan,bo-x-ewts
4224,P2516,Pelchok Gyeltsen,jam mgon dpal mchog rgyal mtshan,bo-x-ewts
4224,P2516,Pelchok Gyeltsen,Ngor Khenchen 22,en
4224,P2516,Pelchok Gyeltsen,Jamgon Pelchok Gyeltsen,en
4225,P2517,Jamyang Namkha Pelzang,Karma,bo-x-ewts
4225,P2517,Jamyang Namkha Pelzang,karma,bo-x-ewts
4225,P2517,Jamyang Namkha Pelzang,nam mkha' dpal bzang,bo-x-ewts
4225,P2517,Jamyang Namkha Pelzang,hor ston nam mkha' dpal bzang,bo-x-ewts
4225,P2517,Jamyang Namkha Pelzang,Horton Namkha Pelzang,en
4225,P2517,Jamyang Namkha Pelzang,Namkha Pelzang,en
4227,P2519,Sanggye Tendzin,sangs rgyas bstan 'dzin,bo-x-ewts
4227,P2519,Sanggye Tendzin,yongs 'dzin sangs rgyas bstan   'dzin,bo-x-ewts
4227,P2519,Sanggye Tendzin,ngor mkhan chen 26 sangs rgyas   bstan 'dzin,bo-x-ewts
4227,P2519,Sanggye Tendzin,shar chen sangs rgyas bstan 'dzin,bo-x-ewts
4227,P2519,Sanggye Tendzin,Yongdzin Sanggye Tendzin,en
4228,P252,Mipam Gyatso,mi pham rnam rgyal rgya mtsho,bo-x-ewts
4228,P252,Mipam Gyatso,ju mi pham rnam rgyal rgya   mtsho,bo-x-ewts
4228,P252,Mipam Gyatso,jam mgon mi pham rgya mtsho,bo-x-ewts
4228,P252,Mipam Gyatso,Mipam Namgyel Gyatso,en
4228,P252,Mipam Gyatso,Jamgon Mipam Gyatso,en
4228,P252,Mipam Gyatso,Ju Mipam Gyatso,en
4249,P2540,Kunga Tashi,sa skya pa kun dga' bkra shis,bo-x-ewts
4249,P2540,Kunga Tashi,kun dga' bkra shis,bo-x-ewts
4249,P2540,Kunga Tashi,sa skya pa,bo-x-ewts
4259,P255,Khedrub Gyatso,ta la'i bla ma 11 mkhas grub rgya mtsho,bo-x-ewts
4259,P255,Khedrub Gyatso,mkhas grub rgya mtsho,bo-x-ewts
4259,P255,Khedrub Gyatso,Khedrub Gyatso,en
4259,P255,Khedrub Gyatso,Dalai Lama 11 Khedrub Gyatso,en
4261,P2551,Ngok Lotsāwa Loden Sherab,rngog blo ldan shes rab,bo-x-ewts
4261,P2551,Ngok Lotsāwa Loden Sherab,rngog lo tsA ba,bo-x-ewts
4261,P2551,Ngok Lotsāwa Loden Sherab,blo ldan shes rab,bo-x-ewts
4261,P2551,Ngok Lotsāwa Loden Sherab,lo chen blo ldan shes rab,bo-x-ewts
4261,P2551,Ngok Lotsāwa Loden Sherab,Loden Sherab,en
4261,P2551,Ngok Lotsāwa Loden Sherab,Ngok Lotsāwa,en
4261,P2551,Ngok Lotsāwa Loden Sherab,Ngok Loden Sherab,en
4261,P2551,Ngok Lotsāwa Loden Sherab,Lochen Loden Sherab,en
4265,P2555,Tsultrim Chopel,"tshul khrims chos 'phel, lcang   lo can pa",bo-x-ewts
4265,P2555,Tsultrim Chopel,dga' ldan khri chen 32 tshul khrims chos 'phel,bo-x-ewts
4265,P2555,Tsultrim Chopel,bsod nams chos 'phel,bo-x-ewts
4265,P2555,Tsultrim Chopel,khri chen tshul khrims chos 'phel,bo-x-ewts
4265,P2555,Tsultrim Chopel,tshul khrims chos 'phel,bo-x-ewts
4265,P2555,Tsultrim Chopel,lcang lo can pa tshul khrims   chos 'phel,bo-x-ewts
4265,P2555,Tsultrim Chopel,brong rtse tshul khrims chos 'phel,bo-x-ewts
4265,P2555,Tsultrim Chopel,dga' ldan khri pa 32 tshul khrims chos 'phel,bo-x-ewts
4265,P2555,Tsultrim Chopel,Changlo Chenpa Tsultrim Chopel,en
4265,P2555,Tsultrim Chopel,Sonam Chopel,en
4265,P2555,Tsultrim Chopel,Trichen Tsultrim Chopel,en
4265,P2555,Tsultrim Chopel,Ganden Tripa 32 Tsultrim Chopel,en
4265,P2555,Tsultrim Chopel,Drongtse Tsultrim Chopel,en
4265,P2555,Tsultrim Chopel,Ganden Trichen 32 Tsultrim Chopel,en
4267,P2557,Dromton Gyelwa Jungne,rgyal ba'i 'byung gnas,bo-x-ewts
4267,P2557,Dromton Gyelwa Jungne,Gyelwa Jungne,en
4272,P2561,Jigme Puntsok Jungne,jigs med phun tshogs 'byung   gnas,bo-x-ewts
4272,P2561,Jigme Puntsok Jungne,Jigme Puntsok Jungne,en
4276,P2565,Konchok Chopel,Ganden Trichen 35 Konchok Chopel,bo-x-ewts
4276,P2565,Konchok Chopel,jam dbyangs dkon mchog chos   'phel,bo-x-ewts
4276,P2565,Konchok Chopel,dga' ldan khri pa 35 dkon mchog chos 'phel,bo-x-ewts
4276,P2565,Konchok Chopel,khri chen dkon mchog chos 'phel,bo-x-ewts
4276,P2565,Konchok Chopel,dkon mchog yar 'phel,bo-x-ewts
4276,P2565,Konchok Chopel,dkon mchog chos 'phel,bo-x-ewts
4276,P2565,Konchok Chopel,gling smad zhabs drung dkon   mchog chos 'phel,bo-x-ewts
4276,P2565,Konchok Chopel,dbal mang chung ba dkon mchog   yar 'phel,bo-x-ewts
4276,P2565,Konchok Chopel,dga' ldan khri chen 35 dkon mchog chos 'phel,bo-x-ewts
4276,P2565,Konchok Chopel,gra nang dkon mchog chos 'phel,bo-x-ewts
4276,P2565,Konchok Chopel,Jamyang Konchok Chopel,en
4276,P2565,Konchok Chopel,Dranang Kongchok Chopel,en
4276,P2565,Konchok Chopel,Konchok Chopel,en
4276,P2565,Konchok Chopel,Yonten Namgyel,en
4276,P2565,Konchok Chopel,Konchok Yarpel,en
4276,P2565,Konchok Chopel,Ganden Tripa 35 Konchok Chopel,en
4276,P2565,Konchok Chopel,Lingme Choje Konchok Chopel ,en
4276,P2565,Konchok Chopel,Trichen Konchok Chopel,en
4276,P2565,Konchok Chopel,Lingme Zhabdrung Jamyang Konchok Chopel ,en
4276,P2565,Konchok Chopel,Belmang Chunwa Konchok Yarpel,en
4276,P2565,Konchok Chopel,yon tan rnam rgyal,en
4277,P2566,Yeshe Chopel,dga' ldan khri chen 82 ye shes chos 'phel,bo-x-ewts
4277,P2566,Yeshe Chopel,ye shes chos 'phel,bo-x-ewts
4277,P2566,Yeshe Chopel,dga' ldan khri pa 82 ye shes chos 'phel,bo-x-ewts
4277,P2566,Yeshe Chopel,dar rtse mdo ba ye shes chos 'phel,bo-x-ewts
4277,P2566,Yeshe Chopel,stag phu yongs 'dzin ye shes chos   'phel,bo-x-ewts
4277,P2566,Yeshe Chopel,Dartsedowa Yeshe Chopel ,en
4277,P2566,Yeshe Chopel,Ganden Trichen 82 Yeshe Chopel,en
4277,P2566,Yeshe Chopel,Yeshe Chopel,en
4277,P2566,Yeshe Chopel,Ganden Tripa 82 Yeshe Chopel,en
4277,P2566,Yeshe Chopel,Takpu Yongdzin Yeshe Chopel ,en
4278,P2567,Jangchub Namkha,dga' ldan khri chen 83 byang chub nam mkha',bo-x-ewts
4278,P2567,Jangchub Namkha,byang chub nam mkha',bo-x-ewts
4278,P2567,Jangchub Namkha,dga' ldan khri pa 83 byang chub nam mkha',bo-x-ewts
4278,P2567,Jangchub Namkha,rgyal rong pa byang chub nam mkha',bo-x-ewts
4278,P2567,Jangchub Namkha,Ganden Tripa 83 Jangchub Namkha,en
4278,P2567,Jangchub Namkha,Gyelrongpa Jangchub Namkha,en
4278,P2567,Jangchub Namkha,Jangchub Namkha,en
4278,P2567,Jangchub Namkha,Ganden Trichen 83 Jangchub Namkha,en
4279,P2568,Lobzang Tsultrim,dga' ldan khri chen 84 blo bzang tshul khrims,bo-x-ewts
4279,P2568,Lobzang Tsultrim,bkra shis lhun po rgyud pa grwa tshang khri thog 18 blo bzang tshul khrims,bo-x-ewts
4279,P2568,Lobzang Tsultrim,blo bzang tshul khrims,bo-x-ewts
4279,P2568,Lobzang Tsultrim,brong rtse yongs 'dzin blo   bzang tshul khrims,bo-x-ewts
4279,P2568,Lobzang Tsultrim,dga' ldan khri pa 84 blo bzang tshul khrims,bo-x-ewts
4279,P2568,Lobzang Tsultrim,rgyal rong pa blo bzang tshul khrims,bo-x-ewts
4279,P2568,Lobzang Tsultrim,Gyelrongpa Lobzang Tsultrim ,en
4279,P2568,Lobzang Tsultrim,Tashilhunpo Gyupa Dratsang Tritok 18 Lobzang Tsultrim ,en
4279,P2568,Lobzang Tsultrim,Ganden Trichen 84 Lobzang Tsultrim,en
4279,P2568,Lobzang Tsultrim,Ganden Tripa 84 Lobzang Tsultrim,en
4279,P2568,Lobzang Tsultrim,Drongtse Yongdzin Lobzang Tsultrim ,en
4280,P2569,Lobzang Tsultrim Pelden,tshul khrims dpal ldan,bo-x-ewts
4280,P2569,Lobzang Tsultrim Pelden,dga' ldan khri chen 85 blo bzang tshul khrims dpal ldan,bo-x-ewts
4280,P2569,Lobzang Tsultrim Pelden,blo bzang tshul khrims dpal   ldan,bo-x-ewts
4280,P2569,Lobzang Tsultrim Pelden,stod lung pa blo bzang tshul   khrims dpal ldan,bo-x-ewts
4280,P2569,Lobzang Tsultrim Pelden,dga' ldan khri pa 85 blo bzang tshul khrims dpal   ldan,bo-x-ewts
4280,P2569,Lobzang Tsultrim Pelden,Tolungpa Lobzang Tsultrim Pelden ,en
4280,P2569,Lobzang Tsultrim Pelden,Ganden Trichen 85 Lobzang Tsultrim Pelden,en
4280,P2569,Lobzang Tsultrim Pelden,Tsultrim Pelden,en
4280,P2569,Lobzang Tsultrim Pelden,Ganden Tripa 85 Lobzang Tsultrim Pelden,en
4282,P2570,Lobzang Gyeltsen,gtsang pa blo bzang rgyal mtshan,bo-x-ewts
4282,P2570,Lobzang Gyeltsen,dga' ldan khri chen 91 blo bzang rgyal mtshan,bo-x-ewts
4282,P2570,Lobzang Gyeltsen,rgyal po la mo shar,bo-x-ewts
4282,P2570,Lobzang Gyeltsen,dga' ldan khri chen 41 blo bzang rgyal mtshan,bo-x-ewts
4282,P2570,Lobzang Gyeltsen,dga' ldan khri chen 86 blo bzang rgyal mtshan,bo-x-ewts
4282,P2570,Lobzang Gyeltsen,blo bzang rgyal mtshan,bo-x-ewts
4282,P2570,Lobzang Gyeltsen,blo bzang rgyal mtshan,bo-x-ewts
4282,P2570,Lobzang Gyeltsen,blo bzang rgyal mtshan,bo-x-ewts
4282,P2570,Lobzang Gyeltsen,gtsang pa blo bzang rgyal   mtshan,bo-x-ewts
4282,P2570,Lobzang Gyeltsen,dga' ldan khri pa 91 blo bzang rgyal mtshan,bo-x-ewts
4282,P2570,Lobzang Gyeltsen,shar rtse blo bzang rgyal   mtshan,bo-x-ewts
4282,P2570,Lobzang Gyeltsen,ya ra blo bzang rgyal mtshan,bo-x-ewts
4282,P2570,Lobzang Gyeltsen,dga' ldan khri pa 86 blo bzang rgyal mtshan,bo-x-ewts
4282,P2570,Lobzang Gyeltsen,khams ya ra blo bzang rgyal mtshan,bo-x-ewts
4282,P2570,Lobzang Gyeltsen,dga' ldan khri pa 41 blo bzang rgyal mtshan,bo-x-ewts
4282,P2570,Lobzang Gyeltsen,Ganden Trichen 86 Lobzang Gyeltsen,en
4282,P2570,Lobzang Gyeltsen,Lobzang Gyeltsen,en
4282,P2570,Lobzang Gyeltsen,Shartse Lobzang Gyeltsen ,en
4282,P2570,Lobzang Gyeltsen,Lobzang Gyeltsen,en
4282,P2570,Lobzang Gyeltsen,Lobzang Gyeltsen,en
4282,P2570,Lobzang Gyeltsen,Trichen 91,en
4282,P2570,Lobzang Gyeltsen,Gyelpo Lamo-shar ,en
4282,P2570,Lobzang Gyeltsen,Kham Yara Lobzang Gyeltsen ,en
4282,P2570,Lobzang Gyeltsen,Ganden Trichen 41 Lobzang Gyeltsen,en
4282,P2570,Lobzang Gyeltsen,Ganden Tripa 86 Lobzang Gyeltsen,en
4282,P2570,Lobzang Gyeltsen,Tsangpa Lobzang Gyeltsen ,en
4282,P2570,Lobzang Gyeltsen,Yara Lobzang Gyeltsen ,en
4282,P2570,Lobzang Gyeltsen,Ganden Tripa 41 Lobzang Gyeltsen,en
